//Flowers
0x0000, Red Tulips
0x33F8, Coffee Maker
0x33FC, Checkout Counter
0x3400, Cash Register
0x3404, Jukebox
0x3408, Siphon
0x340C, Giant Dharma
0x3410, Dharma
0x3414, Mini-dharma
0x3418, Papa Bear
0x341C, Mama Bear
0x3420, Baby Bear
0x3424, Papa Panda
0x3428, Mama Panda
0x342C, Baby Panda
0x3430, Tall Cactus
0x3434, Cactus
0x3438, Round Cactus
0x343C, Blue Golf Bag
0x3440, White Golf Bag
0x3444, Green Golf Bag
0x3448, Red Armchair
0x344C, Red Sofa
0x3450, Bear Pole
0x3454, Eagle Pole
0x3458, Frog Woman Pole
0x345C, Raven Pole
0x3460, Blue Lava Lamp
0x3464, Purple Lava Lamp
0x3468, Green Lava Lamp
0x346C, Samurai Suit
0x3470, Black Katana
0x3474, White Katana
0x3478, Ninja Sword
0x347C, Sword
0x3480, Bow
0x3484, Tea Table
0x3488, Hearth
0x348C, Deer Scare
0x3490, Tall Lantern
0x3494, Master Sword
0x3498, Arwing
0x349C, Triforce
0x34A0, Metroid
0x34A4, Tea Vase
0x34A8, Red Vase
0x34AC, Blue Vase
0x34B0, Lucky Cat
0x34B4, Lefty Lucky Cat
0x34B8, Lucky Black Cat
0x34BC, Lucky Gold Cat
0x34C0, Grapefruit Table
0x34C4, Lemon Table
0x34C8, Orange Chair
0x34CC, Lime Chair
0x34D0, Pear Wardrobe
0x34D4, Pear Dresser
0x34D8, Watermelon Chair
0x34DC, Melon Chair
0x34E0, Watermelon Table
0x34E4, Apple TV
0x34E8, Apple Clock
0x34EC, Lily-pad Table
0x34F0, Froggy Chair
0x34F4, Pine Chair
0x34F8, Pine Table
0x34FC, Tulip Chair
0x3500, Tulip Table
0x3504, Iris Chair
0x3508, Iris Table
0x350C, Daffodil Chair
0x3510, Daffodil Table
0x3514, Conga Drum
0x3518, Djimbe Drum
0x351C, Timpano Drum
0x3520, Violin
0x3524, Cello
0x3528, Bass
0x352C, Folk Guitar
0x3530, Country Guitar
0x3534, Rock Guitar
0x3538, Metal Guitar
0x353C, Ukulele
0x3540, Ebony Piano
0x3544, Ivory Piano
0x3548, Japanese Drum
0x354C, Vibraphone
0x3550, Biwa Lute
0x3554, Harp
0x3558, Metronome
0x355C, Trash Can
0x3560, Garbage Pail
0x3564, Garbage Can
0x3568, Trash Bin
0x356C, Pantheon Post
0x3570, Ionian Post
0x3574, Corinthian Post
0x3578, Broken Post
0x357C, Pyramid
0x3580, Sphinx
0x3584, Mummy's Casket
0x3588, Spaceman
0x358C, Tennis Table
0x3590, Bowling Pins
0x3594, Basketball Hoop
0x3598, Ball Return
0x359C, Billiard Table
0x35A0, Mahjong Table
0x35A4, Dart Board
0x35A8, Pinball Machine
0x35AC, Arcade Machine
0x35B0, Tabletop Game
0x35B4, Stool
0x35B8, Moai Statue
0x35BC, Tribal Mask
0x35C0, Arc De Triomphe
0x35C4, Merlion
0x35C8, Pagoda
0x35CC, Plate Armor
0x35D0, Mermaid Statue
0x35D4, Mouth Of Truth
0x35D8, Manekin Pis
0x35DC, Tower Of Pisa
0x35E0, Compass
0x35E4, Matryoshka
0x35E8, Backpack
0x35EC, Mountain Bike
0x35F0, Propane Stove
0x35F4, Cooler
0x35F8, Kayak
0x35FC, Lantern
0x3600, Sleeping Bag
0x3604, Campfire
0x3608, Bonfire
0x360C, Ponderosa Bonsai
0x3610, Pine Bonsai
0x3614, Mugho Bonsai
0x3618, Plum Bonsai
0x361C, Holly Bonsai
0x3620, Azalea Bonsai
0x3624, Maple Bonsai
0x3628, Hawthorn Bonsai
0x362C, Quince Bonsai
0x3630, Jasmine Bonsai
0x3634, Pothos
0x3638, Coconut Palm
0x363C, Pachira
0x3640, Caladium
0x3644, Croton
0x3648, Dracaena
0x364C, Lady Palm
0x3650, Aloe
0x3654, Rubber Tree
0x3658, Snake Plant
0x365C, Fan Palm
0x3660, Corn Plant
0x3664, Bromeliaceae
0x3668, Weeping Fig
0x366C, TV With A VCR
0x3670, Wide-screen TV
0x3674, Retro TV
0x3678, Kitchen Sink
0x367C, Kitchen Corner
0x3680, Deluxe Range
0x3684, Range
0x3688, Stove
0x368C, Tea Set
0x3690, Refrigerator
0x3694, Retro Fridge
0x3698, Microwave
0x369C, Toaster
0x36A0, Sink
0x36A4, Mixer
0x36A8, Clothesline Pole
0x36AC, Doghouse
0x36B0, Beach Chair
0x36B4, Wave Breaker
0x36B8, Surfboard
0x36BC, Diver Dan
0x36C0, Beach Table
0x36C4, Treasure Chest
0x36C8, Life Ring
0x36CC, Snowboard
0x36D0, Sleigh
0x36D4, Snowman
0x36D8, Sunflower
0x36DC, Daffodil
0x36E0, Gerbera
0x36E4, Toilet
0x36E8, Super Toilet
0x36EC, Men's Toilet
0x36F0, Pink Box
0x36F4, Blue Box
0x36F8, Beige Box
0x36FC, Safe
0x3700, Piggy Bank
0x3704, Deluxe Washer
0x3708, Automatic Washer
0x370C, Washer/dryer
0x3710, Potbelly Stove
0x3714, Space Heater
0x3718, Fireplace
0x371C, Radiator
0x3720, CD Player
0x3724, Gold Stereo
0x3728, Hi-fi Stereo
0x372C, Turntable
0x3730, Dice Stereo
0x3734, White Boom Box
0x3738, Red Boom Box
0x373C, Phonograph
0x3740, Reel-to-reel
0x3744, Retro Stereo
0x3748, High-end Stereo
0x374C, Tape Deck
0x3750, Red Clock
0x3754, Kitschy Clock
0x3758, Antique Clock
0x375C, Cube Clock
0x3760, Odd Clock
0x3764, Glow Clock
0x3768, Owl Clock
0x376C, Alarm Clock
0x3770, Jade Econo-chair
0x3774, Ruby Econo-chair
0x3778, Gold Econo-chair
0x377C, Rocking Chair
0x3780, Gas Pump
0x3784, Extinguisher
0x3788, Fire Hydrant
0x378C, Racoon Figurine
0x3790, Garbage
0x3794, Barber's Pole
0x3798, Candy Machine
0x379C, Big Festive Tree
0x37A0, Festive Tree
0x37A4, Scarecrow
0x37A8, Birdcage
0x37AC, Chocolates
0x37B0, Nintendo Bench
0x37B4, Outdoor Bath
0x37B8, Screen
0x37BC, Computer
0x37C0, Pineapple Bed
0x37C4, Glass-top Table
0x37C8, Cream Sofa
0x37CC, Storage Case
0x37D0, Clothes Closet
0x37D4, Claw-foot Tub
0x37D8, Shower
0x37DC, Box Of Tissues
0x37E0, Massage Chair
0x37E4, Vacuum Cleaner
0x37E8, Bottled Ship
0x37EC, Water Bird
0x37F0, Executive Toy
0x37F4, Garbage
0x37F8, Telescope
0x37FC, Mochi Pestle
0x3800, Lovely Phone
0x3804, Sewing Machine
0x3808, Cardboard Box
0x380C, Wooden Box
0x3810, Miniature Car
0x3814, Fan
0x3818, Birthday Cake
0x381C, Jack-in-the-box
0x3820, Throne
0x3824, Table Lamp
0x3828, Desk Light
0x382C, Candle
0x3830, Mini-lamp
0x3834, Festive Flag
0x3838, Festive Candle
0x383C, Garbage
0x3840, Garbage
0x3844, Garbage
0x3848, Garbage
0x384C, Music Box
0x3850, Portrait
0x3854, One-story Model
0x3858, Two-story Model
0x385C, Mansion Model
0x3860, Nook's Cranny
0x3864, Nook 'n' Go
0x3868, Nookway
0x386C, Nookington's
0x3870, Museum Model
0x3874, Town Hall Model
0x3878, Fish Trophy
0x387C, Bug Trophy
0x3880, Flower Trophy
0x3884, Basic Red Bed
0x3888, Basic Blue Bed
0x388C, Basic Yellow Bed
0x3890, Basic Green Bed
0x3894, Dainty Painting
0x3898, Solemn Painting
0x389C, Quaint Painting
0x38A0, Basic Painting
0x38A4, Famous Painting
0x38A8, Perfect Painting
0x38AC, Amazing Painting
0x38B0, Nice Painting
0x38B4, Moving Painting
0x38B8, Common Painting
0x38BC, Flowery Painting
0x38C0, Warm Painting
0x38C4, Rare Painting
0x38C8, Fine Painting
0x38CC, Scary Painting
0x38D0, Lovely Painting
0x38D4, Strange Painting
0x38D8, Worthy Painting
0x38DC, Calm Painting
0x38E0, Opulent Painting
0x38E4, Dainty Painting (fake)
0x38E8, Solemn Painting (fake)
0x38EC, Quaint Painting (fake)
0x38F0, Basic Painting (fake)
0x38F4, Famous Painting (fake)
0x38F8, Perfect Painting (fake)
0x38FC, Awesome Painting (fake)
0x3900, Nice Painting (fake)
0x3904, Moving Painting (fake)
0x3908, Common Painting (fake)
0x390C, Flowery Painting (fake)
0x3910, Warm Painting (fake)
0x3914, Rare Painting (fake)
0x3918, Fine Painting (fake)
0x391C, Scary Painting (fake)
0x3920, Lovely Painting (fake)
0x3924, Strange Painting (fake)
0x3928, Worthy Painting (fake)
0x392C, Calm Painting (fake)
0x3930, Opulent Painting (fake)
0x3934, Forged Painting
0x3938, Forged Painting
0x393C, Forged Painting
0x3940, Forged Painting
0x3944, Forged Painting
0x3948, Forged Painting
0x394C, Forged Painting
0x3950, Forged Painting
0x3954, Forged Painting
0x3958, Forged Painting
0x395C, Forged Painting
0x3960, Forged Painting
0x3964, Forged Painting
0x3968, Forged Painting
0x396C, Forged Painting
0x3970, Forged Painting
0x3974, Forged Painting
0x3978, Forged Painting
0x397C, Forged Painting
0x3980, Forged Painting
0x3984, Work Uniform
0x3988, One-ball Shirt
0x398C, Two-ball Shirt
0x3990, Three-ball Shirt
0x3994, Four-ball Shirt
0x3998, Five-ball Shirt
0x399C, Six-ball Shirt
0x39A0, Seven-ball Shirt
0x39A4, Eight-ball Shirt
0x39A8, Nine-ball Shirt
0x39AC, Paw Shirt
0x39B0, Daisy Shirt
0x39B4, Tulip Shirt
0x39B8, Cherry Shirt
0x39BC, Skull Shirt
0x39C0, U R Here Shirt
0x39C4, Lightning Shirt
0x39C8, MVP Shirt
0x39CC, BB Shirt
0x39D0, Frog Shirt
0x39D4, Bear Shirt
0x39D8, Bunny Shirt
0x39DC, Elephant Shirt
0x39E0, Spade Shirt
0x39E4, Diamond Shirt
0x39E8, Club Shirt
0x39EC, Heart Shirt
0x39F0, Big Star Shirt
0x39F4, Bright Shirt
0x39F8, A Shirt
0x39FC, No. 1 Shirt
0x3A00, No. 2 Shirt
0x3A04, No. 3 Shirt
0x3A08, No. 4 Shirt
0x3A0C, No. 5 Shirt
0x3A10, No. 23 Shirt
0x3A14, No. 67 Shirt
0x3A18, Big Bro's Shirt
0x3A1C, Li'l Bro's Shirt
0x3A20, Cloudy Shirt
0x3A24, Fresh Shirt
0x3A28, Dawn Shirt
0x3A2C, Misty Shirt
0x3A30, Sunset Top
0x3A34, Deep Blue Tee
0x3A38, Peachy Shirt
0x3A3C, Rainbow Shirt
0x3A40, Snowcone Shirt
0x3A44, Orange Tie-dye
0x3A48, Purple Tie-dye
0x3A4C, Green Tie-dye
0x3A50, Blue Tie-dye
0x3A54, Red Tie-dye
0x3A58, Bold Check Shirt
0x3A5C, Cafe Shirt
0x3A60, Checkered Shirt
0x3A64, Blue Check Shirt
0x3A68, Red Check Shirt
0x3A6C, Rugby Shirt
0x3A70, Green Bar Shirt
0x3A74, Yellow Bar Shirt
0x3A78, Grape Stripe Tee
0x3A7C, Beatnik Shirt
0x3A80, Red Bar Shirt
0x3A84, Blue Stripe Knit
0x3A88, Gelato Shirt
0x3A8C, Chain-gang Shirt
0x3A90, Yellow Tartan
0x3A94, Fall Plaid Shirt
0x3A98, Blue Tartan
0x3A9C, Dapper Shirt
0x3AA0, Natty Shirt
0x3AA4, Blue Grid Shirt
0x3AA8, Red Grid Shirt
0x3AAC, Dazed Shirt
0x3AB0, Checkerboard Tee
0x3AB4, Toad Shirt
0x3AB8, Dark Polka Shirt
0x3ABC, Lite Polka Shirt
0x3AC0, Bubble Gum Shirt
0x3AC4, Funky Dot Shirt
0x3AC8, Gumdrop Shirt
0x3ACC, Big Dot Shirt
0x3AD0, Aqua Polka Shirt
0x3AD4, Blue Pinstripe
0x3AD8, Yellow Pinstripe
0x3ADC, Orange Pinstripe
0x3AE0, Vegetarian Shirt
0x3AE4, Racer Shirt
0x3AE8, Vertigo Shirt
0x3AEC, Barber Shirt
0x3AF0, Jade Check Print
0x3AF4, Blue Check Print
0x3AF8, Mint Gingham Top
0x3AFC, Picnic Shirt
0x3B00, Candy Gingham
0x3B04, Lemon Gingham
0x3B08, Melon Gingham
0x3B0C, Bad Plaid Shirt
0x3B10, Pink Tartan
0x3B14, Waffle Shirt
0x3B18, Gray Tartan
0x3B1C, Chevron Shirt
0x3B20, Icy Shirt
0x3B24, Aurora Knit
0x3B28, Winter Sweater
0x3B2C, Folk Shirt
0x3B30, Argyle Knit
0x3B34, Uncommon Shirt
0x3B38, Comfy Sweater
0x3B3C, Beige Knit
0x3B40, Earthy Knit
0x3B44, Spring Shirt
0x3B48, Vogue Top
0x3B4C, Citrus Gingham
0x3B50, Floral Knit
0x3B54, Dreamy Shirt
0x3B58, Flowery Shirt
0x3B5C, Silk Bloom Shirt
0x3B60, Pop Bloom Shirt
0x3B64, Blossom Shirt
0x3B68, Loud Bloom Shirt
0x3B6C, Rose Shirt
0x3B70, Rose Sky Shirt
0x3B74, Lotus Shirt
0x3B78, Chocomint Shirt
0x3B7C, Fern Shirt
0x3B80, Blue Retro Shirt
0x3B84, Orange Check Tee
0x3B88, Leaf Shirt
0x3B8C, Fall Leaf Shirt
0x3B90, Grass Shirt
0x3B94, Snow Shirt
0x3B98, Lovely Shirt
0x3B9C, Bubble Shirt
0x3BA0, Chichi Print
0x3BA4, Coral Shirt
0x3BA8, Groovy Shirt
0x3BAC, Cool Shirt
0x3BB0, Swell Shirt
0x3BB4, Blue Diamond Top
0x3BB8, Prism Shirt
0x3BBC, Go-go Shirt
0x3BC0, Flame Shirt
0x3BC4, Danger Shirt
0x3BC8, Gracie's Top
0x3BCC, Future Shirt
0x3BD0, Optical Shirt
0x3BD4, Twinkle Shirt
0x3BD8, Star Shirt
0x3BDC, Night Sky Tee
0x3BE0, Amethyst Shirt
0x3BE4, Nebula Shirt
0x3BE8, Dice Shirt
0x3BEC, Kiddie Shirt
0x3BF0, Airy Shirt
0x3BF4, Polar Fleece
0x3BF8, Crossing Shirt
0x3BFC, Splendid Shirt
0x3C00, Jagged Shirt
0x3C04, Subdued Print
0x3C08, Sharp Outfit
0x3C0C, Jungle Camo
0x3C10, Arctic Camo
0x3C14, Desert Camo
0x3C18, Zebra Shirt
0x3C1C, Tiger Shirt
0x3C20, Cow Shirt
0x3C24, Leopard Shirt
0x3C28, Giraffe Shirt
0x3C2C, Ladybug Shirt
0x3C30, Butterfly Shirt
0x3C34, Spiderweb Shirt
0x3C38, Caterpillar Tee
0x3C3C, Fiendish Shirt
0x3C40, Citrus Shirt
0x3C44, Kiwi Shirt
0x3C48, Watermelon Shirt
0x3C4C, Strawberry Shirt
0x3C50, Grape Shirt
0x3C54, Melon Shirt
0x3C58, Pink Wave Shirt
0x3C5C, Flan Shirt
0x3C60, Hot Dog Shirt
0x3C64, Sandwich Shirt
0x3C68, Dragon Suit
0x3C6C, Asian Shirt
0x3C70, Hot Spring Shirt
0x3C74, New Spring Shirt
0x3C78, Crewel Shirt
0x3C7C, Tropical Shirt
0x3C80, Ribbon Shirt
0x3C84, Bodice
0x3C88, Laced Shirt
0x3C8C, Circus Shirt
0x3C90, Green Vest
0x3C94, Yellow Bolero
0x3C98, Noble Shirt
0x3C9C, Turnip Top
0x3CA0, Yodel Shirt
0x3CA4, Gaudy Sweater
0x3CA8, Western Shirt
0x3CAC, Red Riding Hoody
0x3CB0, Royal Shirt
0x3CB4, Witch Shirt
0x3CB8, Firefighter Tee
0x3CBC, Graduation Gown
0x3CC0, Sky Shirt
0x3CC4, Captain's Shirt
0x3CC8, Burgler's Shirt
0x3CCC, Jester Shirt
0x3CD0, Nurse's Uniform
0x3CD4, Bone Shirt
0x3CD8, Zipper Shirt
0x3CDC, Mummy Shirt
0x3CE0, Military Uniform
0x3CE4, Sailor's Uniform
0x3CE8, Reggae Shirt
0x3CEC, Camel Shirt
0x3CF0, Molecule Tee
0x3CF4, Concierge Shirt
0x3CF8, Kimono
0x3CFC, Tuxedo
0x3D00, Explorer Shirt
0x3D04, Dutch Shirt
0x3D08, Toga
0x3D0C, Cake Shirt
0x3D10, Waitress Shirt
0x3D14, Princess Shirt
0x3D18, Fairy Tale Shirt
0x3D1C, Spanish Shirt
0x3D20, Latin Uniform
0x3D24, Red Down Vest
0x3D28, One-way Tee
0x3D2C, Beaded Shirt
0x3D30, Nile Shirt
0x3D34, Wrap Shirt
0x3D38, Wrestler Shirt
0x3D3C, Security Shirt
0x3D40, Poncho
0x3D44, Fluffy Shirt
0x3D48, Chinese Shirt
0x3D4C, Pep Squad Shirt
0x3D50, Racing Shirt
0x3D54, Orange Jumpsuit
0x3D58, Tin Shirt
0x3D5C, Scale Armor
0x3D60, Armor Suit
0x3D64, Gold Armor
0x3D68, Red Warmup Suit
0x3D6C, Baseball Shirt
0x3D70, Leather Jerkin
0x3D74, Frock Coat
0x3D78, Space Suit
0x3D7C, Caveman Tunic
0x3D80, Moldy Shirt
0x3D84, Custom Shirt #1
0x3D88, Custom Shirt #2
0x3D8C, Custom Shirt #3
0x3D90, Custom Shirt #4
0x3D94, Custom Shirt #5
0x3D98, Custom Shirt #6
0x3D9C, Custom Shirt #7
0x3DA0, Custom Shirt #8
0x3E24, Gelato Umbrella
0x3E28, Bat Umbrella
0x3E2C, Lacy Parasol
0x3E30, Leaf Umbrella
0x3E34, Paper Parasol
0x3E38, Ribbon Umbrella
0x3E3C, Red Umbrella
0x3E40, Blue Umbrella
0x3E44, Yellow Umbrella
0x3E48, Green Umbrella
0x3E4C, Candy Umbrella
0x3E50, Melon Umbrella
0x3E54, Mint Umbrella
0x3E58, Picnic Umbrella
0x3E5C, Lemon Umbrella
0x3E60, Toad Parasol
0x3E64, Eggy Parasol
0x3E68, Blue Dot Parasol
0x3E6C, Daisy Umbrella
0x3E70, Paw Umbrella
0x3E74, Petal Parasol
0x3E78, Busted Umbrella
0x3E7C, Sunny Parasol
0x3E80, Beach Umbrella
0x3E84, Elegant Umbrella
0x3E88, Modern Umbrella
0x3E8C, Leopard Umbrella
0x3E90, Zebra Umbrella
0x3E94, Forest Umbrella
0x3E98, Flame Umbrella
0x3E9C, Camo Umbrella
0x3EA0, Spider Umbrella
0x3EA4, Custom Umbrella #1
0x3EA8, Custom Umbrella #2
0x3EAC, Custom Umbrella #3
0x3EB0, Custom Umbrella #4
0x3EB4, Custom Umbrella #5
0x3EB8, Custom Umbrella #6
0x3EBC, Custom Umbrella #7
0x3EC0, Custom Umbrella #8
0x3F24, Custom Easel (Player 1) #1
0x3F28, Custom Easel (Player 1) #2
0x3F2C, Custom Easel (Player 1) #3
0x3F30, Custom Easel (Player 1) #4
0x3F34, Custom Easel (Player 1) #5
0x3F38, Custom Easel (Player 1) #6
0x3F3C, Custom Easel (Player 1) #7
0x3F40, Custom Easel (Player 1) #8
0x3F44, Custom Easel (Player 2) #1
0x3F48, Custom Easel (Player 2) #2
0x3F4C, Custom Easel (Player 2) #3
0x3F50, Custom Easel (Player 2) #4
0x3F54, Custom Easel (Player 2) #5
0x3F58, Custom Easel (Player 2) #6
0x3F5C, Custom Easel (Player 2) #7
0x3F60, Custom Easel (Player 2) #8
0x3F64, Custom Easel (Player 3) #1
0x3F68, Custom Easel (Player 3) #2
0x3F6C, Custom Easel (Player 3) #3
0x3F70, Custom Easel (Player 3) #4
0x3F74, Custom Easel (Player 3) #5
0x3F78, Custom Easel (Player 3) #6
0x3F7C, Custom Easel (Player 3) #7
0x3F80, Custom Easel (Player 3) #8
0x3F84, Custom Easel (Player 4) #1
0x3F88, Custom Easel (Player 4) #2
0x3F8C, Custom Easel (Player 4) #3
0x3F90, Custom Easel (Player 4) #4
0x3F94, Custom Easel (Player 4) #5
0x3F98, Custom Easel (Player 4) #6
0x3F9C, Custom Easel (Player 4) #7
0x3FA0, Custom Easel (Player 4) #8
0x3FA4, White Cap
0x3FA8, Red Cap
0x3FAC, Yellow Cap
0x3FB0, Light Blue Cap
0x3FB4, Green Cap
0x3FB8, Star Cap
0x3FBC, 1-Up Cap
0x3FC0, Purple Cap
0x3FC4, Blue Knit Hat
0x3FC8, Green Knit Hat
0x3FCC, Orange Knit Hat
0x3FD0, Pink Knit Hat
0x3FD4, Purple Knit Hat
0x3FD8, Red Pom-pom Hat
0x3FDC, Badge Hat
0x3FE0, Straw Hat
0x3FE4, Grandpa Hat
0x3FE8, Paperboy Cap
0x3FEC, Beret
0x3FF0, Dandy Hat
0x3FF4, Hunter's Cap
0x3FF8, Detective Hat
0x3FFC, Top Hat
0x4000, Puffy Hat
0x4004, Bandana
0x4008, Swimming Cap
0x400C, Wizard's Cap
0x4010, Big Bro's Hat
0x4014, Li'l Bro's Hat
0x4018, Bicycle Helmet
0x401C, Chef's Hat
0x4020, Combat Helmet
0x4024, Scholar's Hat
0x4028, Safety Helmet
0x402C, Police Cap
0x4030, Explorer's Hat
0x4034, Captain's Hat
0x4038, Sailor's Hat
0x403C, Silk Hat
0x4040, Outback Hat
0x4044, Dutch Hat
0x4048, Sombrero
0x404C, Tyrolean Hat
0x4050, Viking Helmet
0x4054, Cavalier Hat
0x4058, Pirate's Hat
0x405C, Jester's Cap
0x4060, Witch's Hat
0x4064, Red Ribbon
0x4068, Blue Ribbon
0x406C, Yellow Ribbon
0x4070, Heart Hairpin
0x4074, Star Hairpin
0x4078, Moon Hairpin
0x407C, Green Feather
0x4080, Blue Feather
0x4084, Yellow Feather
0x4088, Red Feather
0x408C, Purple Feather
0x4090, White Feather
0x4094, Rainbow Feather
0x4098, Halo
0x409C, Royal Crown
0x40A0, Crown
0x40A4, Pilot's Cap
0x40A8, Fireman's Hat
0x40AC, Baby's Hat
0x40B0, White Veil
0x40B4, Turban
0x40B8, Warbonnet
0x40BC, Kaffiyeh
0x40C0, Cow Bone
0x40C4, Samurai Wig
0x40C8, Geisha Wig
0x40CC, Ninja Hood
0x40D0, Powdered Wig
0x40D4, Afro Wig
0x40D8, Regent Wig
0x40DC, Mohawk Wig
0x40E0, Pigtail
0x40E4, Bunny Hood
0x40E8, Racing Helmet
0x40EC, Motocross Helmet
0x40F0, Football Helmet
0x40F4, Knight's Helmet
0x40F8, Roman Helmet
0x40FC, Diving Mask
0x4100, Space Helmet
0x4104, Ski Mask
0x4108, Wrestling Mask
0x410C, Dressing
0x4110, King Tut Wig
0x4114, White Veil #1
0x4118, White Veil #2
0x411C, White Veil #3
0x4120, White Veil #4
0x4124, Blue Frames
0x4128, Red Glasses
0x412C, Yellow Glasses
0x4130, Blue Glasses
0x4134, Purple Glasses
0x4138, Green Glasses
0x413C, Brown Glasses
0x4140, Pink Glasses
0x4144, Thick Glasses
0x4148, Silver Frames
0x414C, Rimmed Glasses
0x4150, Funky Glasses
0x4154, Pilot Shades
0x4158, Sporty Shades
0x415C, Huge Shades
0x4160, Triangle Shades
0x4164, Tiny Shades
0x4168, 3-D Glasses
0x416C, Masquerade Mask
0x4170, Hero's Mask
0x4174, Goggles
0x4178, Snorkel Mask
0x417C, Eye Mask
0x4180, HMD
0x4184, Monocle
0x4188, Doctor's Mirror
0x418C, Eye Patch
0x4190, Post-Op Patch
0x4194, Gas Mask
0x4198, Hockey Mask
0x419C, Red Nose
0x41A0, Stache & Glasses
0x41A4, Mario Mustache
0x41A8, Curly Mustache
0x41AC, Mini-Mustache
0x41B0, King's Beard
0x41B4, Mask
0x41B8, Pacifier
0x41BC, Mini-Mustache
0x42A4, Common Butterfly
0x42A8, Yellow Butterfly
0x42AC, Tiger Butterfly
0x42B0, Peacock
0x42B4, Monarch
0x42B8, Emperor
0x42BC, Agrias Butterfly
0x42C0, Birdwing
0x42C4, Moth
0x42C8, Oak Silk Moth
0x42CC, Honeybee
0x42D0, Hornet
0x42D4, Long Locust
0x42D8, Migratory Locust
0x42DC, Mantis
0x42E0, Orchid Mantis
0x42E4, Brown Cicada
0x42E8, Robust Cicada
0x42EC, Walker Cicada
0x42F0, Evening Cicada
0x42F4, Lanternfly
0x42F8, Red Dragonfly
0x42FC, Darner Dragonfly
0x4300, Banded Dragonfly
0x4304, Ant
0x4308, Pond Skater
0x430C, Snail
0x4310, Cricket
0x4314, Bell Cricket
0x4318, Grasshopper
0x431C, Mole Cricket
0x4320, Walkingstick
0x4324, Ladybug
0x4328, Fruit Beetle
0x432C, Shining Beetle
0x4330, Dung Beetle
0x4334, Goliath Beetle
0x4338, Firefly
0x433C, Jewel Beetle
0x4340, Longhorn Beetle
0x4344, Saw Stag Beetle
0x4348, Stag Beetle
0x434C, Giant Beetle
0x4350, King Stag Beetle
0x4354, Dynastid Beetle
0x4358, Atlas Beetle
0x435C, Elephant Beetle
0x4360, Hercules Beetle
0x4364, Flea
0x4368, Pillbug
0x436C, Mosquito
0x4370, Fly
0x4374, Cockroach
0x4378, Spider
0x437C, Tarantula
0x4380, Scorpion
0x4384, Bitterling
0x4388, Pale Chub
0x438C, Crucian Carp
0x4390, Dace
0x4394, Barbel Steed
0x4398, Carp
0x439C, Koi
0x43A0, Goldfish
0x43A4, Popeyed Goldfish
0x43A8, Killifish
0x43AC, Crawfish
0x43B0, Frog
0x43B4, Freshwater Goby
0x43B8, Loach
0x43BC, Catfish
0x43C0, Eel
0x43C4, Giant Snakehead
0x43C8, Bluegill
0x43CC, Yellow Perch
0x43D0, Black Bass
0x43D4, Pond Smelt
0x43D8, Sweetfish
0x43DC, Cherry Salmon
0x43E0, Char
0x43E4, Rainbow Trout
0x43E8, Stringfish
0x43EC, Salmon
0x43F0, King Salmon
0x43F4, Guppy
0x43F8, Angelfish
0x43FC, Piranha
0x4400, Arowana
0x4404, Dorado
0x4408, Gar
0x440C, Arapaima
0x4410, Sea Butterfly
0x4414, Jellyfish
0x4418, Seahorse
0x441C, Clownfish
0x4420, Zebra Turkeyfish
0x4424, Balloon Fish
0x4428, Horse Mackerel
0x442C, Barred Knifejaw
0x4430, Sea Bass
0x4434, Red Snapper
0x4438, Dab
0x443C, Olive Flounder
0x4440, Squid
0x4444, Octopus
0x4448, Football Fish
0x444C, Tuna
0x4450, Blue Marlin
0x4454, Ocean Sunfish
0x4458, Hammerhead Shark
0x445C, Shark
0x4460, Coelacanth
0x4464, Red Tulips
0x4468, White Tulips
0x446C, Yellow Tulips
0x4470, Pink Tulips
0x4474, Purple Tulips
0x4478, Black Tulips
0x447C, White Pansies
0x4480, Yellow Pansies
0x4484, Red Pansies
0x4488, Purple Pansies
0x448C, Orange Pansies
0x4490, Blue Pansies
0x4494, White Cosmos
0x4498, Red Cosmos
0x449C, Yellow Cosmos
0x44A0, Pink Cosmos
0x44A4, Orange Cosmos
0x44A8, Black Cosmos
0x44AC, Red Roses
0x44B0, White Roses
0x44B4, Yellow Roses
0x44B8, Pink Roses
0x44BC, Orange Roses
0x44C0, Purple Roses
0x44C4, Black Roses
0x44C8, Blue Roses
0x44CC, Jacob's Ladder
0x44D0, Flower Seed
0x44D4, Gold Roses
0x44D8, Dandelions
0x44DC, Dandelion Puffs
0x44E0, Flower Seed #2
0x44E4, Lucky Clovers
0x44E8, Spoiled Turnips
0x44EC, Conch
0x44F0, White Scallop
0x44F4, Coral
0x44F8, Venus Comb
0x44FC, Scallop
0x4500, Shell
0x4504, Porceletta
0x4508, Sand Dollar
0x450C, Amber
0x4510, Ammonite
0x4514, Dino Droppings
0x4518, Dinosaur Egg
0x451C, Fern Fossil
0x4520, Dinosaur Track
0x4524, Archaeopteryx
0x4528, Peking Man
0x452C, Shark Tooth
0x4530, Trilobite
0x4534, T-Rex Skull
0x4538, T-Rex Torso
0x453C, T-Rex Tail
0x4540, Tricera Skull
0x4544, Tricera Torso
0x4548, Tricera Tail
0x454C, Mammoth Skull
0x4550, Mammoth Torso
0x4554, Ankylo Skull
0x4558, Ankylo Torso
0x455C, Ankylo Tail
0x4560, Apato Skull
0x4564, Apato Torso
0x4568, Apato Tail
0x456C, Dimetrodon Skull
