0x7FFE, Empty
0x263B, Optical Tank
0x263C, Jagged Tank
0x263D, Rally Tank
0x263E, Bubble Tank
0x263F, Deep-Blue Tank
0x2640, Beaded Tank
0x2641, Coral Tank
0x2642, Pink Argyle Tank
0x2643, Funky-Dot Tank
0x2644, Groovy Tank
0x2645, Fresh Tank
0x2646, Tropical Tank
0x2647, Sunset Tank
0x2648, Citrus Tank
0x2649, Blue Tie-Dye Tank
0x264A, Giraffe Tank
0x264B, Orange Tie-Dye Tank
0x264C, Zebra Tank
0x264D, Tiger Tank
0x264E, Kiwi Tank
0x264F, Red Tie-Dye Tank
0x2650, Pep-Squad Tank
0x2651, Dawn Tank
0x2652, Beatnik Tank
0x2653, Big-Dot Tank
0x2654, Rainbow Tank
0x2655, Leopard Tank
0x2656, Cow Tank
0x2657, Genie Vest
0x2658, Cyan Argyle Tank
0x2659, Men's Recruit Suit
0x265A, Women's Recruit Suit
0x265B, Stylish Suit
0x265C, Polo Shirt
0x265D, Women's Office Suit
0x265E, Blue Nurse's Uniform
0x265F, Flashy Suit
0x2660, Sushi Chef's Outfit
0x2661, Comedian's Outfit
0x2662, Rubber Apron
0x2663, Frilly Apron
0x2664, Felyne Outfit
0x2665, HHA Women's Jacket
0x2666, Good-Fortune Clothes
0x2667, Link Outfit
0x2668, Ganondorf Outfit
0x2669, Ganon Outfit
0x266A, Medli Outfit
0x266B, Epona Outfit
0x266C, Wolf Link Outfit
0x266D, New Hero's Outfit
0x266E, Black Anchor Tee
0x266F, Cinnamoroll Jacket
0x2670, Suspenders Shirt
0x2671, Hello Kitty Outfit
0x2672, My Melody Outfit
0x2673, Kiki And Lala Outfit
0x2674, Pompompurin Outfit
0x2675, Cinnamoroll Outfit
0x2676, Kerokerokeroppi Top
0x2677, HHA Raincoat
0x2678, Callie Shirt
0x2679, Marie Shirt
0x267A, Callie Fashion Top
0x267B, High-Spirits Shirt
0x267C, Town-Hall Spring Top
0x267D, Town-Hall Winter Top
0x267E, Jacquard Fleece
0x2680, Sheik Outfit
//Dresses
0x2682, Festive Dress
0x2683, Muumuu
0x2684, Blue Dotted Dress
0x2685, Tan Dogtooth Dress
0x2686, Prim Outfit
0x2687, Overall Dress
0x2688, Pink Lace-Up Dress
0x2689, Academy Uniform
0x268A, Prep-School Uniform
0x268B, Blue Party Dress
0x268C, Pink Party Dress
0x268D, Yellow Dotted Dress
0x268E, Pinafore
0x268F, Plaid Cami Dress
0x2690, Green Dress
0x2691, Butterfly Dress
0x2692, Gaudy Dress
0x2693, Sea Captain's Coat
0x2694, Pink-Zap Suit
0x2695, Fleece Dress
0x2696, Vogue Dress
0x2697, Citrus Gingham Dress
0x2698, Floral Knit Dress
0x2699, Dreamy Tank Dress
0x269A, Silk Bloom Dress
0x269B, Pop Bloom Dress
0x269C, Blossom Dress
0x269D, Loud Bloom Dress
0x269E, Rose Tank Dress
0x269F, Rose-Sky Tank Dress
0x26A0, Lotus Tank Dress
0x26A1, Blue Retro Dress
0x26A2, Orange Retro Dress
0x26A3, Cool Dress
0x26A4, Moldy Dress
0x26A5, Blossoming Dress
0x26A6, Ribbon Dress
0x26A7, Blue Lace-Up Dress
0x26A8, Orange Lace-Up Dress
0x26A9, Green Lace-Up Dress
0x26AA, Lime Dress
0x26AB, Turnip Dress
0x26AC, Yodel Dress
0x26AD, Red Riding Dress
0x26AE, Witch's Robe
0x26AF, Graduation Gown
0x26B0, Sky Dress
0x26B1, Alpinist Dress
0x26B2, Kimono
0x26B3, Milkmaid Dress
0x26B4, Toga
0x26B5, Cake Dress
0x26B6, Waitress Dress
0x26B7, Princess Dress
0x26B8, Fairy-Tale Dress
0x26B9, Pink Polka Dress
0x26BA, Palatial Tank Dress
0x26BB, Poncho
0x26BC, Fluffy Dress
0x26BD, Cat Dress
0x26BE, Plum Coat
0x26BF, Frock Coat
0x26C0, Casual Outfit
0x26C1, Maid Dress
0x26C2, Trench Coat
0x26C3, Pharaoh's Outfit
0x26C4, Bathrobe
0x26C5, Polka-Dot Dress
0x26C6, Patched Dress
0x26C7, Black-Velvet Dress
0x26C8, Dazed Dress
0x26C9, Dogtooth Dress
0x26CA, Nurse's Uniform
0x26CB, Embroidered Dress
0x26CC, Festivale Tank Dress
0x26CD, Tartan-Plaid Outfit
0x26CE, Sweater Dress
0x26CF, Shirtdress
0x26D0, Red Dress
0x26D1, Yellow Raincoat
0x26D2, Dollhouse Dress
0x26D3, Festive-Tree Dress
0x26D4, Ballet Outfit
0x26D5, Classic Dress
0x26D6, U-R-Here Dress
0x26D7, Natty Dress
0x26D8, Dapper Dress
0x26D9, Gumdrop Dress
0x26DA, Chima Jeogori Dress
0x26DB, Spring Kimono
0x26DC, Caveman Tank Dress
0x26DD, Star Tank Dress
0x26DE, Twinkle Tank Dress
0x26DF, Pastel-Stripe Dress
0x26E0, Cat Tank Dress
0x26E1, Cake Tank Dress
0x26E2, Fluffy Tank Dress
0x26E3, Lovely Dress
0x26E4, Blue Ballet Outfit
0x26E5, Musician's Outfit
0x26E6, Princess Zelda Dress
0x26E7, Marie Dress
0x26E8, Hello Kitty Dress
0x26E9, My Melody Dress
0x26EA, Kiki And Lala Dress
0x26EB, Pompompurin Dress
0x26EC, Flower Fairy Dress
//Wet Suits
0x26ED, Rental Wet Suit
0x26EE, Black Wet Suit
0x26EF, Pink Wet Suit
0x26F0, Striped Wet Suit
0x26F1, Green Wet Suit
0x26F2, Orange Wet Suit
0x26F3, Red Wet Suit
0x26F4, White Wet Suit
0x26F5, Blue Wet Suit
//Trousers
0x26F8, Jungle-Camo Shorts
0x26F9, Jungle-Camo Pants
0x26FA, Cargo Pants
0x26FB, Dogtooth Pants
0x26FC, Tan Dogtooth Pants
0x26FD, Patched Pants
0x26FE, Santa Pants
0x26FF, Hero's Pants
0x2700, Leopard Pants
0x2701, Leopard Skirt
0x2702, Denim Skirt
0x2703, Lite Polka Skirt
0x2704, Cow Pants
0x2705, Giraffe Pants
0x2706, Tiger Pants
0x2707, Zebra Pants
0x2708, Armor Pants
0x2709, Gold-Armor Pants
0x270A, Iberian Pants
0x270B, Baseball Pants
0x270C, Bone Pants
0x270D, Arctic-Camo Pants
0x270E, Desert-Camo Pants
0x270F, Caveman Shorts
0x2710, Blue Boxing Shorts
0x2711, Red Boxing Shorts
0x2712, Pep-Squad Skirt
0x2713, New Spring Skirt
0x2714, Hot Spring Skirt
0x2715, Imperial Pants
0x2716, Bear-Costume Pants
0x2717, Frog-Costume Pants
0x2718, Kappa-Costume Pants
0x2719, Gray Sweatpants
0x271A, Western Pants
0x271B, Funky-Dot Skirt
0x271C, Flame Pants
0x271D, Green Plaid Shorts
0x271E, Dragon Leggings
0x271F, Explorer Pants
0x2720, Firefighter Pants
0x2721, Checkerboard Skirt
0x2722, Picnic Skirt
0x2723, Brown Plaid Shorts
0x2724, Rainbow Plaid Shorts
0x2725, Mint Gingham Skirt
0x2726, Blue Polka Shorts
0x2727, Corseted Skirt
0x2728, Blue-Grid Skirt
0x2729, Patched-Knee Pants
0x272A, Red-Grid Skirt
0x272B, Blue Gym Shorts
0x272C, Green Gym Shorts
0x272D, Red Gym Shorts
0x272E, Blue-Zap Pants
0x272F, Green-Zap Pants
0x2730, Red-Zap Pants
0x2731, Blue Warm-Up Pants
0x2732, Green Warm-Up Pants
0x2733, Red Warm-Up Pants
0x2734, Jester Pants
0x2735, Kung-Fu Pants
0x2736, Pleather Pants
0x2737, Military Pants
0x2738, Mummy Pants
0x2739, Varia Suit Pants
0x273A, Ninja Pants
0x273B, Genie Pants
0x273C, Dark Polka Skirt
0x273D, Racing Pants
0x273E, White-Lace Skirt
0x273F, Sailor Skirt
0x2740, Samurai Pants
0x2741, Jinbei Shorts
0x2742, Space Pants
0x2743, Cuffed Pants
0x2744, Kilt
0x2745, Pink Sweatpants
0x2746, Chino Pants
0x2747, Gray Tartan Skirt
0x2748, Two-Tone Pants
0x2749, Natty Skirt
0x274A, Dapper Skirt
0x274B, Soccer Shorts
0x274C, Orange Pants
0x274D, Wrestler Pants
0x274E, Black Track Pants
0x274F, Running Pants
0x2750, Gray Formal Pants
0x2751, Navy Formal Pants
0x2752, Black Formal Pants
0x2753, White Formal Pants
0x2754, Red-Stripe Pants
0x2755, Red Plaid Skirt
0x2756, Pastel-Check Skirt
0x2757, Grass Skirt
0x2758, Red Tartan Pants
0x2759, Red Polka Skirt
0x275A, Dry-Denim Pants
0x275B, Black-Denim Skirt
0x275C, Acid-Washed Pants
0x275D, Gray-Stripe Pants
0x275E, Black-Denim Pants
0x275F, Worn-Out Jeans
0x2760, Emerald Polka Skirt
0x2761, Brown Argyle Skirt
0x2762, Pink Argyle Skirt
0x2763, Green Tartan Pants
0x2764, Dry-Denim Skirt
0x2765, Aloha Shorts
0x2766, Blue-Stripe Pants
0x2767, Festivale Pants
0x2768, Pink Pj Bottoms
0x2769, Blue Pj Bottoms
0x276A, Basketball Shorts
0x276B, Relay Shorts
0x276C, Brown Formal Pants
0x276D, Royal Shorts
0x276E, Scale-Armor Pants
0x276F, Black Formal Skirt
0x2770, Gray Formal Skirt
0x2771, Navy Formal Skirt
0x2772, Ganondorf Pants
0x2773, Green Gingham Shorts
0x2774, Callie Pants
0x2775, High-Spirits Pants
0x2776, Sheik Pants
//Socks
0x2777, Crocheted Tights
0x2778, Brown-Stripe Socks
0x2779, Black Stockings
0x277A, Heart-Print Tights
0x277B, Rainbow Tights
0x277C, Black Ankle Socks
0x277D, Star Tights
0x277E, Purple-Stripe Tights
0x277F, Dress Socks
0x2780, Gray Tights
0x2781, Navy Socks
0x2782, Hiking Gaiters
0x2783, White-Lace Socks
0x2784, Tube Socks
0x2785, Argyle Socks
0x2786, Bobby Socks
0x2787, Red Tights
0x2788, Purple Star Socks
0x2789, Gray Leggings
0x278A, White Socks
0x278B, Black Tights
0x278C, Beige Tights
0x278D, Colorful Socks
0x278E, Checkered Socks
0x278F, Brown Socks
0x2790, Argyle Tights
0x2791, Green-Stripe Socks
0x2792, Leg Warmers
0x2793, White Ankle Socks
0x2794, Soccer Socks
0x2795, Black Leggings
0x2796, Polka-Dot Socks
0x2797, White Stockings
0x2798, Gray Socks
0x2799, Blue-Stripe Tights
0x279A, Green Tights
0x279B, Callie Tights
0x279C, Marie Tights
0x279D, Kiki And Lala Socks
0x279E, Red Striped Socks
//Shoes
0x279F, Blue Sneakers
0x27A0, White Patent Shoes
0x27A1, Purple Pumps
0x27A2, Shearling Boots
0x27A3, Basketball Shoes
0x27A4, Santa Boots
0x27A5, Hero's Boots
0x27A6, Lace-Up Boots
0x27A7, White Leather Shoes
0x27A8, Hiking Boots
0x27A9, Kimono Sandals
0x27AA, Snow Boots
0x27AB, Flip-Flops
0x27AC, Green Polka Pumps
0x27AD, Leopard Pumps
0x27AE, Tropical Sandals
0x27AF, Polka-Dot Rain Boots
0x27B0, Yellow Rain Boots
0x27B1, Cleats
0x27B2, Wooden Clogs
0x27B3, Brown Loafers
0x27B4, Slippers
0x27B5, Monochrome Shoes
0x27B6, Green Sandals
0x27B7, Tasseled Loafers
0x27B8, Purple High-Tops
0x27B9, Flower Loafers
0x27BA, Patched Shoes
0x27BB, Clogs
0x27BC, Climbing Shoes
0x27BD, Gladiator Sandals
0x27BE, Ninja Sandals
0x27BF, Steel-Toed Boots
0x27C0, Zap Boots
0x27C1, Black Rain Boots
0x27C2, Stripe Shoes
0x27C3, Ballet Slippers
0x27C4, Cowboy Boots
0x27C5, Jester's Shoes
0x27C6, School Shoes
0x27C7, Armor Shoes
0x27C8, Gold-Armor Shoes
0x27C9, Blue Wrestling Shoes
0x27CA, Red Wrestling Shoes
0x27CB, Varia Suit Shoes
0x27CC, Green Buckled Shoes
0x27CD, Black Loafers
0x27CE, Pink Slip-Ons
0x27CF, Blue Pumps
0x27D0, Colorful Sneakers
0x27D1, Red Boat Shoes
0x27D2, Red Shoes
0x27D3, Orange Sandals
0x27D4, Brown Slip-Ons
0x27D5, Yellow Buckled Shoes
0x27D6, Purple Dot Shoes
0x27D7, Black Pumps
0x27D8, Green-Stripe Shoes
0x27D9, Pink Sneakers
0x27DA, Brown Pumps
0x27DB, Yellow Sneakers
0x27DC, Orange Shoes
0x27DD, Callie Shoes
0x27DE, Marie Shoes
0x27DF, Hello Kitty Shoes
0x27E0, My Melody Shoes
0x27E1, Kiki And Lala Shoes
0x27E2, Pompompurin Shoes
0x27E3, Cinnamoroll Shoes
0x27E4, Green Loafers
0x27E5, Flower Fairy Boots
//Umbrellas
0x27E6, Gelato Umbrella
0x27E7, Bat Umbrella
0x27E8, Lacy Parasol
0x27E9, Leaf Umbrella
0x27EA, Paper Parasol
0x27EB, Ribbon Umbrella
0x27EC, Red Umbrella
0x27ED, Blue Umbrella
0x27EE, Yellow Umbrella
0x27EF, Green Umbrella
0x27F0, Candy Umbrella
0x27F1, Melon Umbrella
0x27F2, Mint Umbrella
0x27F3, Picnic Umbrella
0x27F4, Lemon Umbrella
0x27F5, Toad Parasol
0x27F6, Eggy Parasol
0x27F7, Blue Dot Parasol
0x27F8, Daisy Umbrella
0x27F9, Paw Umbrella
0x27FA, Petal Parasol
0x27FB, Busted Umbrella
0x27FC, Sunny Parasol
0x27FD, Beach Umbrella
0x27FE, Elegant Umbrella
0x27FF, Modern Umbrella
0x2800, Leopard Umbrella
0x2801, Zebra Umbrella
0x2802, Forest Umbrella
0x2803, Flame Umbrella
0x2804, Camo Umbrella
0x2805, Spider Umbrella
0x2806, Gracie Umbrella
0x2807, Peach's Parasol
0x2808, Ghost Umbrella
0x2809, Maple Umbrella
0x280A, Fruit-Panel Umbrella
//Hats
0x280B, Red Cap
0x280C, Yellow Cap
0x280D, Light-Blue Cap
0x280E, Green Cap
0x280F, Star Cap
0x2810, 1-Up Cap
0x2811, Purple Cap
0x2812, Blue Cap
0x2813, Blue Pom-Pom Hat
0x2814, Green Knit Hat
0x2815, Orange Knit Hat
0x2816, Pink Knit Hat
0x2817, Purple Knit Hat
0x2818, Red Pom-Pom Hat
0x2819, Badge Hat
0x281A, Straw Hat
0x281B, Grandpa Hat
0x281C, Paperboy Cap
0x281D, Beret
0x281E, Dandy Hat
0x281F, Hunter's Cap
0x2820, Detective Hat
0x2821, Top Hat
0x2822, Puffy Hat
0x2823, Gracie Hat
0x2824, Elegant Hat
0x2825, Bandana
0x2826, Tulip Hat
0x2827, Do-Rag
0x2828, Swimming Cap
0x2829, Wizard's Cap
0x282A, Newsprint Helmet
0x282B, Santa Hat
0x282C, Big Bro's Hat
0x282D, Li'l Bro's Hat
0x282E, Wario Hat
0x282F, Bicycle Helmet
0x2830, Chef's Hat
0x2831, Combat Helmet
0x2832, Scholar's Hat
0x2833, Safety Helmet
0x2834, Police Cap
0x2835, Explorer's Hat
0x2836, Captain's Hat
0x2837, Sailor's Hat
0x2838, Silk Hat
0x2839, Outback Hat
0x283A, Milkmaid Hat
0x283B, Sombrero
0x283C, Alpinist Hat
0x283D, Viking Helmet
0x283E, Cavalier Hat
0x283F, Pirate's Hat
0x2840, Jester's Cap
0x2841, Witch's Hat
0x2842, Melon Hat
0x2843, Strawberry Hat
0x2844, Kiwi Hat
0x2845, Mandarin Hat
0x2846, Watermelon Hat
0x2847, Grape Hat
0x2848, Red Ribbon
0x2849, Blue Ribbon
0x284A, Yellow Ribbon
0x284B, Heart Hairpin
0x284C, Star Hairpin
0x284D, Moon Hairpin
0x284E, Halo
0x284F, Shamrock Hat
0x2850, Student Cap
0x2851, Flamenco Hat
0x2852, Red-Team Cap
0x2853, White-Team Cap
0x2854, Hot-Dog Hat
0x2855, Celebration Hat
0x2856, Emperor's Cap
0x2857, Banana-Split Hat
0x2858, School Cap
0x2859, White School Cap
0x285A, White Police Cap
0x285B, Royal Crown
0x285C, Crown
0x285D, Patched Hat
0x285E, Birthday Hat
0x285F, Red New Year's Hat
0x2860, Y. New Year's Hat
0x2861, Blue New Year's Hat
0x2862, Green New Year's Hat
0x2863, White Cap
0x2864, Ribboned Straw Hat
0x2865, Nurse's Cap
0x2866, Pink Nightcap
0x2867, Blue Plaid Fedora
0x2868, Hibiscus Hairpin
0x2869, Straw Umbrella Hat
0x286A, Conical Straw Hat
0x286B, Iberian Hat
0x286C, Balloon Hat
0x286D, Blue Nightcap
0x286E, Straw Boater
0x286F, Terry-Cloth Do-Rag
0x2870, Shower Cap
0x2871, Floppy Hat
0x2872, Flashy Hairpin
0x2873, Festivale Accessory
0x2874, Cloche Hat
0x2875, Pilot's Hat
0x2876, School Hat
0x2877, Bulb Bopper
0x2878, Flower Bopper
0x2879, Heart Bopper
0x287A, Star Bopper
0x287B, Mailman's Hat
0x287C, Plain Black Cap
0x287D, Small Silk Hat
0x287E, Takoroka Mesh
0x287F, Hello Kitty Hat
0x2880, My Melody Hat
0x2881, Kiki And Lala Pin
0x2882, Cinnamoroll Hat
0x2883, Kerokerokeroppi Pins
0x2884, High-Spirits Hat
0x2885, Celeste Ribbon
0x2886, Driver's Hat
0x2888, Stripe Knit Cap
0x2889, Pilot's Cap
0x288A, Fireman's Hat
0x288B, Baby's Hat
0x288C, Turban
0x288D, Warbonnet
0x288E, Kaffiyeh
0x288F, Cow Bone
0x2890, Samurai Wig
0x2891, Geisha Wig
0x2892, Ninja Hood
0x2893, Powdered Wig
0x2894, Afro Wig
0x2895, Regent Wig
0x2896, Mohawk Wig
0x2897, Pigtail
0x2898, Bun Wig
0x2899, Tiara Hair
0x289A, Bridal Veil
0x289B, Headband
0x289C, Bunny Hood
0x289D, Cat Cap
0x289E, Bear Cap
0x289F, Frog Cap
0x28A0, Kappa Cap
0x28A1, Samurai Helmet
0x28A2, Hero's Cap
0x28A3, Racing Helmet
0x28A4, Motocross Helmet
0x28A5, Football Helmet
0x28A6, Knight's Helmet
0x28A7, Roman Helmet
0x28A8, Diving Mask
0x28A9, Space Helmet
0x28AA, Ski Mask
0x28AB, Wrestling Mask
0x28AC, Retro Helmet
0x28AD, Red-Zap Helmet
0x28AE, Blue-Zap Helmet
0x28AF, Green-Zap Helmet
0x28B0, Pink-Zap Helmet
0x28B1, Red Ogre Mask
0x28B2, Blue Ogre Mask
0x28B3, Majora's Mask
0x28B4, Samus Mask
0x28B5, Midna's Mask
0x28B6, Toad Hat
0x28B7, Pumpkin Head
0x28B8, King Tut Mask
0x28B9, Ghost Mask
0x28BA, Monster Mask
0x28BB, Bug Mask
0x28BC, Mummy Mask
0x28BD, Red Pikmin
0x28BE, Blue Pikmin
0x28BF, Yellow Pikmin
0x28C0, Girl's Day Updo
0x28C1, Green Headgear
0x28C2, Red Headgear
0x28C3, Snowman Head
0x28C4, Tsunokakushi
0x28C5, Kintaro Wig
0x28C6, Tam-O'-shanter
0x28C7, Red-Horned Hat
0x28C8, Red Hood
0x28C9, Funky Wig
0x28CA, Makar's Mask
0x28CB, Fencing Mask
0x28CC, Topknot Wig
0x28CD, DJ Cap
0x28CE, Lion-Dance Mask
0x28CF, Hair-Bow Wig
0x28D0, Tingle Hood
0x28D1, Purple-Imp Hood
0x28D2, Stagehand Hat
0x28D3, Matronly Bun
0x28D4, Skeleton Hood
0x28D5, Black Veil
0x28D6, Afro Cap
0x28D7, Werewolf Hood
0x28D8, Ogre's Wig
0x28D9, Diver's Hood
0x28DA, Headkerchief
0x28DB, Fi Mask
0x28DC, Coin Headpiece
0x28DD, Batter's Helmet
0x28DE, Jockey's Helmet
0x28DF, Catcher's Mask
0x28E0, Blue Headgear
0x28E1, Braided Wig
0x28E2, Purple-Pumpkin Head
0x28E3, Yellow-Pumpkin Head
0x28E4, Green-Pumpkin Head
0x28E5, Red-Pumpkin Head
0x28E6, Birthday Shades
0x28E7, Link Hat
0x28E8, Ganondorf Wig
0x28E9, Sheik Mask
0x28EA, Zelda Wig
0x28EB, New Hero Wig
0x28EC, Callie Wig
0x28ED, Marie Wig
0x28EE, Pilot Goggles
0x28EF, Studio Headphones
0x28F0, Flower Fairy Wig
0x28F1, Nabiru Mask
0x28F2, Pompompurin Hat
0x28F3, Lottie's Bun
//Accesories
0x28F5, Blue Frames
0x28F6, Red Glasses
0x28F7, Yellow Glasses
0x28F8, Mint Glasses
0x28F9, Purple Glasses
0x28FA, Green Glasses
0x28FB, Brown Glasses
0x28FC, Pink Glasses
0x28FD, Thick Glasses
0x28FE, Silver Frames
0x28FF, Rimmed Glasses
0x2900, Funky Glasses
0x2901, Tortoise Specs
0x2902, Gracie Glasses
0x2903, Pilot Shades
0x2904, Sporty Shades
0x2905, Huge Shades
0x2906, Triangle Shades
0x2907, Tiny Shades
0x2908, Heart Shades
0x2909, Star Shades
0x290A, 3D Glasses
0x290B, Ballroom Mask
0x290C, Superhero Mask
0x290D, Goggles
0x290E, Snorkel Mask
0x290F, Eye Mask
0x2910, HMD
0x2911, Monocle
0x2912, Doctor's Mirror
0x2913, Eye Patch
0x2914, Post-Op Patch
0x2915, Gas Mask
0x2916, Hockey Mask
0x2917, Jester's Mask
0x2918, Red Nose
0x2919, Stache & Glasses
0x291A, Big Bro's Mustache
0x291B, Bad Bro's Stache
0x291C, Curly Mustache
0x291D, King's Beard
0x291E, Doctor's Mask
0x291F, Pacifier
0x2920, Beak
0x2921, Lemon Pack
0x2922, Cucumber Pack
0x2923, Bandage
0x2924, Ladder Shades
0x2925, Santa Beard
0x2926, Round Glasses
0x2927, Cyber Shades
0x2928, Masquerade Mask
0x2929, Funny Glasses
0x292A, Leaf
0x292B, Steampunk Glasses
0x292C, Aviator Shades
0x292D, Facial Mask
0x292E, Oval Shades
0x292F, Red Tulips
0x2930, White Tulips
0x2931, Yellow Tulips
0x2932, Pink Tulips
0x2933, Purple Tulips
0x2934, Black Tulips
0x2935, Orange Tulips
0x2936, White Pansies
0x2937, Yellow Pansies
0x2938, Red Pansies
0x2939, Purple Pansies
0x293A, Orange Pansies
0x293B, Blue Pansies
0x293C, White Cosmos
0x293D, Red Cosmos
0x293E, Yellow Cosmos
0x293F, Pink Cosmos
0x2940, Orange Cosmos
0x2941, Black Cosmos
0x2942, Red Roses
0x2943, White Roses
0x2944, Yellow Roses
0x2945, Pink Roses
0x2946, Orange Roses
0x2947, Purple Roses
0x2948, Black Roses
0x2949, Blue Roses
0x294A, Gold Roses
0x294B, Red Carnations
0x294C, Pink Carnations
0x294D, White Carnations
0x294E, White Lilies
0x294F, Yellow Lilies
0x2950, Red Lilies
0x2951, Orange Lilies
0x2952, Pink Lilies
0x2953, Black Lilies
0x2954, Purple Violets
0x2955, Blue Violets
0x2956, White Violets
0x2957, Yellow Violets
0x2958, Jacob's Ladder
0x2959, Lucky Clovers
0x295A, Dandelions
0x295B, Dandelion Puffs
//Gyroids
0x295C, Mega Clankoid
0x295D, Clankoid
0x295E, Mini Clankoid
0x295F, Tall Clankoid
0x2960, Squat Dingloid
0x2961, Mega Dingloid
0x2962, Dingloid
0x2963, Mini Dingloid
0x2964, Wee Dingloid
0x2965, Tall Dingloid
0x2966, Mega Percoloid
0x2967, Tall Percoloid
0x2968, Mega Oombloid
0x2969, Oombloid
0x296A, Mini Oombloid
0x296B, Tall Oombloid
0x296C, Rhythmoid
0x296D, Mini Rhythmoid
0x296E, Mega Puffoid
0x296F, Mini Puffoid
0x2970, Tall Puffoid
0x2971, Mega Lullaboid
0x2972, Lullaboid
0x2973, Mini Lullaboid
0x2974, Tall Lullaboid
0x2975, Mega Sproid
0x2976, Sproid
0x2977, Mini Sproid
0x2978, Tall Sproid
0x2979, Mega Bowtoid
0x297A, Bowtoid
0x297B, Mini Bowtoid
0x297C, Tall Bowtoid
0x297D, Mega Tootoid
0x297E, Tootoid
0x297F, Mini Tootoid
0x2980, Mega Plinkoid
0x2981, Plinkoid
0x2982, Mini Plinkoid
0x2983, Mega Dekkoid
0x2984, Dekkoid
0x2985, Mini Dekkoid
0x2986, Mega Buzzoid
0x2987, Buzzoid
0x2988, Mini Buzzoid
0x2989, Tall Buzzoid
0x298A, Mega Drilloid
0x298B, Drilloid
0x298C, Mini Drilloid
0x298D, Mega Echoid
0x298E, Mini Echoid
0x298F, Tall Echoid
0x2990, Mega Lamentoid
0x2991, Lamentoid
0x2992, Mini Lamentoid
0x2993, Tall Lamentoid
0x2994, Mega Strumboid
0x2995, Strumboid
0x2996, Mini Strumboid
0x2997, Tall Strumboid
0x2998, Mega Croakoid
0x2999, Croakoid
0x299A, Mini Croakoid
0x299B, Tall Croakoid
0x299C, Mega Fizzoid
0x299D, Mini Fizzoid
0x299E, Mega Squelchoid
0x299F, Squelchoid
0x29A0, Mini Squelchoid
0x29A1, Mega Howloid
0x29A2, Howloid
0x29A3, Mini Howloid
0x29A4, Mega Nebuloid
0x29A5, Squat Nebuloid
0x29A6, Nebuloid
0x29A7, Mini Nebuloid
0x29A8, Tall Nebuloid
0x29A9, Slim Nebuloid
0x29AA, Mega Gongoid
0x29AB, Gongoid
0x29AC, Mini Gongoid
0x29AD, Tall Gongoid
0x29AE, Mega Poltergoid
0x29AF, Poltergoid
0x29B0, Mini Poltergoid
0x29B1, Tall Poltergoid
0x29B2, Metatoid
0x29B3, Mini Metatoid
0x29B4, Mega Bovoid
0x29B5, Tall Bovoid
0x29B6, Mega Oboid
0x29B7, Oboid
0x29B8, Tall Oboid
0x29B9, Mega Dinkoid
0x29BA, Mini Dinkoid
0x29BB, Mega Harmonoid
0x29BC, Harmonoid
0x29BD, Mini Harmonoid
0x29BE, Tall Harmonoid
0x29BF, Tall Droploid
0x29C0, Mega Sputnoid
0x29C1, Sputnoid
0x29C2, Mini Sputnoid
0x29C3, Tall Sputnoid
0x29C4, Mega Alloid
0x29C5, Mini Alloid
0x29C6, Tall Alloid
0x29C7, Mega Timpanoid
0x29C8, Timpanoid
0x29C9, Mini Timpanoid
0x29CA, Tall Timpanoid
0x29CB, Gargloid
0x29CC, Mini Gargloid
0x29CD, Tall Gargloid
0x29CE, Warbloid
0x29CF, Mini Warbloid
0x29D0, Tall Warbloid
0x29D1, Mega Freakoid
0x29D2, Mini Freakoid
0x29D3, Mega Quazoid
0x29D4, Quazoid
0x29D5, Mini Quazoid
0x29D6, Tall Quazoid
0x29D7, Slim Quazoid
0x29D8, Mega Rustoid
0x29D9, Rustoid
0x29DA, Mini Rustoid
0x29DB, Mega Brewstoid
0x29DC, Mini Brewstoid
0x29DD, Tall Brewstoid
0x29DE, Brewstoid
//Furniture
0x29DF, Exotic Bed
0x29E0, Exotic Bureau
0x29E1, Exotic Wardrobe
0x29E2, Exotic Bench
0x29E3, Exotic Chair
0x29E4, Exotic Table
0x29E5, Exotic End Table
0x29E6, Exotic Lamp
0x29E7, Exotic Screen
0x29E8, Exotic Chest
0x29E9, Exotic Wall Shelf
0x29EA, Ranch Bed
0x29EB, Ranch Dresser
0x29EC, Ranch Wardrobe
0x29ED, Ranch Couch
0x29EE, Ranch Armchair
0x29EF, Ranch Chair
0x29F0, Ranch Table
0x29F1, Ranch Tea Table
0x29F2, Ranch Bookcase
0x29F3, Ranch Hutch
0x29F4, Ranch Wall Rack
0x29F5, Classic Bed
0x29F6, Classic Vanity
0x29F7, Classic Wardrobe
0x29F8, Classic Chair
0x29F9, Classic Sofa
0x29FA, Classic Table
0x29FB, Classic Bookcase
0x29FC, Classic Buffet
0x29FD, Classic Desk
0x29FE, Classic Clock
0x29FF, Classic Wall Shelf
0x2A00, Regal Bed
0x2A01, Regal Dresser
0x2A02, Regal Armoire
0x2A03, Regal Chair
0x2A04, Regal Sofa
0x2A05, Regal Table
0x2A06, Regal Lamp
0x2A07, Regal Clock
0x2A08, Regal Bookcase
0x2A09, Regal Vanity
0x2A0A, Regal Wall Lamp
0x2A0B, Blue Bed
0x2A0C, Blue Bureau
0x2A0D, Blue Wardrobe
0x2A0E, Blue Chair
0x2A0F, Blue Bench
0x2A10, Blue Table
0x2A11, Blue Bookcase
