0x0000, Empty
0x209F, Horsetail Paper (3)
0x20A0, Felt Paper (3)
0x20A1, Parchment (3)
0x20A2, Cool Paper (3)
0x20A3, Elegant Paper (3)
0x20A4, Lacy Paper (3)
0x20A5, Polka-Dot Paper (3)
0x20A6, Dizzy Paper (3)
0x20A7, Rainbow Paper (3)
0x20A8, Hot Neon Paper (3)
0x20A9, Cool Neon Paper (3)
0x20AA, Aloha Paper (3)
0x20AB, Ribbon Paper (3)
0x20AC, Fantasy Paper (3)
0x20AD, Woodland Paper (3)
0x20AE, Gingko Paper (3)
0x20AF, Fireworks Paper (3)
0x20B0, Winter Paper (3)
0x20B1, Gyroid Paper (3)
0x20B2, Ivy Paper (3)
0x20B3, Wing Paper (3)
0x20B4, Dragon Paper (3)
0x20B5, Tile Paper (3)
0x20B6, Misty Paper (3)
0x20B7, Simple Paper (3)
0x20B8, Honeybee Paper (3)
0x20B9, Mystic Paper (3)
0x20BA, Sunset Paper (3)
0x20BB, Lattice Paper (3)
0x20BC, Dainty Paper (3)
0x20BD, Butterfly Paper (3)
0x20BE, New Year's Card (3)
0x20BF, Inky Paper (3)
0x20C0, Airmail Paper (4)
0x20C1, Sparkly Paper (4)
0x20C2, Bamboo Paper (4)
0x20C3, Orange Paper (4)
0x20C4, Essay Paper (4)
0x20C5, Panda Paper (4)
0x20C6, Ranch Paper (4)
0x20C7, Steel Paper (4)
0x20C8, Blossom Paper (4)
0x20C9, Vine Paper (4)
0x20CA, Cloudy Paper (4)
0x20CB, Petal Paper (4)
0x20CC, Snowy Paper (4)
0x20CD, Rainy Day Paper (4)
0x20CE, Watermelon Paper (4)
0x20CF, Deep Sea Paper (4)
0x20D0, Starry Sky Paper (4)
0x20D1, Daisy Paper (4)
0x20D2, Bluebell Paper (4)
0x20D3, Maple Leaf Paper (4)
0x20D4, Woodcut Paper (4)
0x20D5, Octopus Paper (4)
0x20D6, Festive Paper (4)
0x20D7, Skyline Paper (4)
0x20D8, Museum Paper (4)
0x20D9, Fortune Paper (4)
0x20DA, Stageshow Paper (4)
0x20DB, Thick Paper (4)
0x20DC, Spooky Paper (4)
0x20DD, Noodle Paper (4)
0x20DE, Neat Paper (4)
0x20DF, Horsetail Paper (4)
0x20E0, Felt Paper (4)
0x20E1, Parchment (4)
0x20E2, Cool Paper (4)
0x20E3, Elegant Paper (4)
0x20E4, Lacy Paper (4)
0x20E5, Polka-Dot Paper (4)
0x20E6, Dizzy Paper (4)
0x20E7, Rainbow Paper (4)
0x20E8, Hot Neon Paper (4)
0x20E9, Cool Neon Paper (4)
0x20EA, Aloha Paper (4)
0x20EB, Ribbon Paper (4)
0x20EC, Fantasy Paper (4)
0x20ED, Woodland Paper (4)
0x20EE, Gingko Paper (4)
0x20EF, Fireworks Paper (4)
0x20F0, Winter Paper (4)
0x20F1, Gyroid Paper (4)
0x20F2, Ivy Paper (4)
0x20F3, Wing Paper (4)
0x20F4, Dragon Paper (4)
0x20F5, Tile Paper (4)
0x20F6, Misty Paper (4)
0x20F7, Simple Paper (4)
0x20F8, Honeybee Paper (4)
0x20F9, Mystic Paper (4)
0x20FA, Sunset Paper (4)
0x20FB, Lattice Paper (4)
0x20FC, Dainty Paper (4)
0x20FD, Butterfly Paper (4)
0x20FE, New Year's Card (4)
0x20FF, Inky Paper (4)
0x2100, 1000 Bells
0x2101, 10000 Bells
0x2102, 30000 Bells
0x2103, 100 Bells
0x2200, Net
0x2201, Axe
0x2202, Shovel
0x2203, Fishing Rod
0x2204, Gelato Umbrella
0x2205, Daffodil Parasol
0x2206, Berry Umbrella
0x2207, Orange Umbrella
0x2208, Mod Umbrella
0x2209, Petal Parasol
0x220A, Ribbon Parasol
0x220B, Gingham Parasol
0x220C, Plaid Parasol
0x220D, Lacy Parasol
0x220E, Elegant Umbrella
0x220F, Dainty Parasol
0x2210, Classic Umbrella
0x2211, Nintendo Parasol
0x2212, Bumbershoot
0x2213, Sunny Parasol
0x2214, Batbrella
0x2215, Checked Umbrella
0x2216, Yellow Umbrella
0x2217, Leaf Umbrella
0x2218, Lotus Parasol
0x2219, Paper Parasol
0x221A, Polka Parasol
0x221B, Sharp Umbrella
0x221C, Twig Parasol
0x221D, Noodle Parasol
0x221E, Hypno Parasol
0x221F, Pastel Parasol
0x2220, Retro Umbrella
0x2221, Icy Umbrella
0x2222, Blue Umbrella
0x2223, Flame Umbrella
0x2224, Pattern #1 (Umbrella)
0x2225, Pattern #2 (Umbrella)
0x2226, Pattern #3 (Umbrella)
0x2227, Pattern #4 (Umbrella)
0x2228, Pattern #5 (Umbrella)
0x2229, Pattern #6 (Umbrella)
0x222A, Pattern #7 (Umbrella)
0x222B, Pattern #8 (Umbrella)
0x222C, Sickle
0x222D, Red Paint
0x222E, Orange Paint
0x222F, Yellow Paint
0x2230, Pale Green Paint
0x2231, Green Paint
0x2232, Sky Blue Paint
0x2233, Blue Paint
0x2234, Purple Paint
0x2235, Pink Paint
0x2236, Black Paint
0x2237, White Paint
0x2238, Brown Paint
0x2239, Golden Net
0x223A, Golden Axe
0x223B, Golden Shovel
0x223C, Golden Rod
0x223D, Axe (Use #1)
0x223E, Axe (Use #2)
0x223F, Axe (Use #3)
0x2240, Axe (Use #4)
0x2241, Axe (Use #5)
0x2242, Axe (Use #6)
0x2243, Axe (Use #7)
0x2244, Red Balloon
0x2245, Yellow Balloon
0x2246, Blue Balloon
0x2247, Green Balloon
0x2248, Purple Balloon
0x2249, Bunny P. Balloon
0x224A, Bunny B. Balloon
0x224B, Bunny O. Balloon
0x224C, Yellow Pinwheel
0x224D, Red Pinwheel
0x224E, Tiger Pinwheel
0x224F, Green Pinwheel
0x2250, Pink Pinwheel
0x2251, Striped Pinwheel
0x2252, Flower Pinwheel
0x2253, Fancy Pinwheel
0x2254, Bluebell Fan
0x2255, Plum Fan
0x2256, Bamboo Fan
0x2257, Cloud Fan
0x2258, Maple Fan
0x2259, Fan Fan
0x225A, Flower Fan
0x225B, Leaf Fan
0x225C, Party Popper
0x225D, White Pansy
0x225E, Purple Pansy
0x225F, Yellow Pansy
0x2260, Yellow Cosmos
0x2261, Pink Cosmos
0x2262, Blue Cosmos
0x2263, Red Tulip
0x2264, White Tulip
0x2265, Yellow Tulip
0x2266, Jacob's Ladder
0x2267, Medicine
//2268, Crucian Carp (When caught?)
0x2300, Crucian Carp
0x2301, Brook Trout
0x2302, Carp
0x2303, Koi
0x2304, Catfish
0x2305, Small Bass
0x2306, Bass
0x2307, Large Bass
0x2308, Bluegill
0x2309, Giant Catfish
0x230A, Giant Snakehead
0x230B, Barbel Steed
0x230C, Dace
0x230D, Pale Chub
0x230E, Bitterling
0x230F, Loach
0x2310, Pond Smelt
0x2311, Sweetfish
0x2312, Cherry Salmon
0x2313, Large Char
0x2314, Rainbow Trout
0x2315, Stringfish
0x2316, Salmon
0x2317, Goldfish
0x2318, Piranha
0x2319, Arowana
0x231A, Eel
0x231B, Freshwater Goby
0x231C, Angelfish
0x231D, Guppy
0x231E, Popeyed Goldfish
0x231F, Coelacanth
0x2320, Crawfish
0x2321, Frog
0x2322, Killifish
0x2323, Jellyfish
0x2324, Sea Bass
0x2325, Red Snapper
0x2326, Barred Knifejaw
0x2327, Arapaima
0x2328, Puffer Fish
0x2329, Dab
0x232A, Squid
0x232B, Swordfish
0x232C, Flounder
0x232D, Octopus
0x232E, Seahorse
0x232F, Horse Mackerel
0x2400, Flame Shirt
0x2401, Paw Shirt
0x2402, Wavy Pink Shirt
0x2403, Furture Shirt
0x2404, Bold Check Shirt
0x2405, Mint Gingham
0x2406, Bad Plaid Shirt
0x2407, Speedway Shirt
0x2408, Folk Shirt
0x2409, Daisy Shirt
0x240A, Wavy Tan Shirt
0x240B, Optical Shirt
0x240C, Rugby Shirt
0x240D, Sherbet Gingham
0x240E, Yellow Tartan
0x240F, Gelato Shirt
0x2410, Work Uniform
0x2411, Patched Shirt
0x2412, Plum Kimono
0x2413, Somber Robe
0x2414, Red Sweatsuit
0x2415, Blue Sweatsuit
0x2416, Red Puffy Vest
0x2417, Blue Puffy Vest
0x2418, Summer Robe
0x2419, Bamboo Robe
0x241A, Red Aloha Shirt
0x241B, Blue Aloha Shirt
0x241C, Dark Polka Shirt
0x241D, Lite Polka Shirt
0x241E, Lovely Shirt
0x241F, Citrus Shirt
0x2420, Kiwi Shirt
0x2421, Watermelon Shirt
0x2422, Strawberry Shirt
0x2423, Grape Shirt
0x2424, Melon Shirt
0x2425, Jingle Shirt
0x2426, Blossom Shirt
0x2427, Icy Shirt
0x2428, Crewel Shirt
0x2429, Tropical Shirt
0x242A, Ribbon Shirt
0x242B, Fall Plaid Shirt
0x242C, Fiendish Shirt
0x242D, Chevron Shirt
0x242E, Ladybug Shirt
0x242F, Botanical Shirt
0x2430, Anju's Shirt
0x2431, Kaffe's Shirt
0x2432, Lavender Robe
0x2433, Blue Grid Shirt
0x2434, Butterfly Shirt
0x2435, Blue Tartan
0x2436, Gracie's Top
0x2437, Orange Tie-Die
0x2438, Purple Tie-Die
0x2439, Green Tie-Die
0x243A, Blue Tie-Die
0x243B, Red Tie-Die
0x243C, One-Ball Shirt
0x243D, Two-Ball Shirt
0x243E, Three-Ball Shirt
0x243F, Four-Ball Shirt
0x2440, Five-Ball Shirt
0x2441, Six-Ball Shirt
0x2442, Seven-Ball Shirt
0x2443, Eight-Ball Shirt
0x2444, Nine-Ball Shirt
0x2445, Arctic Camo
0x2446, Jungle Camo
0x2447, Desert Camo
0x2448, Rally Shirt
0x2449, Racer Shirt
0x244A, Racer 6 Shirt
0x244B, Fish Bone Shirt
0x244C, Spiderweb Shirt
0x244D, Zipper Shirt
0x244E, Bubble Shirt
0x244F, Yellow Bolero
0x2450, Nebula Shirt
0x2451, Neo-Classic Knit
0x2452, Noble Shirt
0x2453, Turnip Top
0x2454, Oft-Seen Print
0x2455, Ski Sweater
0x2456, Circus Shirt
0x2457, Patchwork Top
0x2458, Mod Top
0x2459, Hippie Shirt
0x245A, Rickrack Shirt
0x245B, Diner Uniform
0x245C, Shirt Circuit
0x245D, U R Here Shirt
0x245E, Yodel Shirt
0x245F, Pulse Shirt
0x2460, Prism Shirt
0x2461, Star Shirt
0x2462, Straw Shirt
0x2463, Noodle Shirt
0x2464, Dice Shirt
0x2465, Kiddie Shirt
0x2466, Frog Shirt
0x2467, Moody Blue Shirt
0x2468, Cloudy Shirt
0x2469, Fortune Shirt
0x246A, Skull Shirt
0x246B, Desert Shirt
0x246C, Aurora Knit
0x246D, Winter Sweater
0x246E, Go-Go Shirt
0x246F, Jade Check Print
0x2470, Blue Check Print
0x2471, Red Grid Shirt
0x2472, Flicker Shirt
0x2473, Floral Knit
0x2474, Rose Shirt
0x2475, Sunset Top
0x2476, Chain-Gang Shirt
0x2477, Spring Shirt
0x2478, Bear Shirt
0x2479, MVP Shirt
0x247A, Silk Bloom Shirt
0x247B, Pop Bloom Shirt
0x247C, Loud Bloom Shirt
0x247D, Hot Spring Shirt
0x247E, New Spring Shirt
0x247F, Deep Blue Tee
0x2480, Snowcone Shirt
0x2481, Ugly Shirt
0x2482, Sharp Outfit
0x2483, Painter's Smock
0x2484, Spade Shirt
0x2485, Blossoming Shirt
0x2486, Peachy Shirt
0x2487, Static Shirt
0x2488, Rainbow Shirt
0x2489, Groovy Shirt
0x248A, Loud Line Shirt
0x248B, Dazed Shirt
0x248C, Red Bar Shirt
0x248D, Blue Stripe Knit
0x248E, Earthy Knit
0x248F, Spunky Knit
0x2490, Deer Shirt
0x2491, Blue Check Shirt
0x2492, Light Line Shirt
0x2493, Blue Pinestripe
0x2494, Diamond Shirt
0x2495, Lime Line Shirt
0x2496, Big Bro's Shirt
0x2497, Green Bar Shirt
0x2498, Yellow Bar Shirt
0x2499, Monkey Shirt
0x249A, Polar Fleece
0x249B, Ancient Knit
0x249C, Fish Knit
0x249D, Vertigo Shirt
0x249E, Misty Shirt
0x249F, Stormy Shirt
0x24A0, Red Scale Shirt
0x24A1, Blue Scale Shirt
0x24A2, Heart Shirt
0x24A3, Yellow Pinstripe
0x24A4, Club Shirt
0x24A5, Li'l Bro's Shirt
0x24A6, Argyle Knit
0x24A7, Caveman Tunic
0x24A8, Café Shirt
0x24A9, Tiki Shirt
0x24AA, A Shirt
0x24AB, Checkered Shirt
0x24AC, No. 1 Shirt
0x24AD, No. 2 Shirt
0x24AE, No. 3 Shirt
0x24AF, No. 4 Shirt
0x24B0, No. 5 Shirt
0x24B1, No. 23 Shirt
0x24B2, No. 67 Shirt
0x24B3, BB Shirt
0x24B4, Beatnik Shirt
0x24B5, Moldy Shirt
0x24B6, Houndstooth Tee
0x24B7, Big Star Shirt
0x24B8, Orange Pinstripe
0x24B9, Twinkle Shirt
0x24BA, Funky Dot Shirt
0x24BB, Crossing Shirt
0x24BC, Splendid Shirt
0x24BD, Jagged Shirt
0x24BE, Denim Shirt
0x24BF, Cherry Shirt
0x24C0, Gumdrop Shirt
0x24C1, Barber Shirt
0x24C2, Concierge Shirt
0x24C3, Fresh Shirt
0x24C4, Far-Out Shirt
0x24C5, Dawn Shirt
0x24C6, Striking Outfit
0x24C7, Red Check Shirt
0x24C8, Berry Gingham
0x24C9, Lemon Gingham
0x24CA, Dragon Suit
0x24CB, G Logo Shirt
0x24CC, Tin Shirt
0x24CD, Jester Shirt
0x24CE, Pink Tartan
0x24CF, Waffle Shirt
0x24D0, Gray Tartan
0x24D1, Windsock Shirt
0x24D2, Trendy Top
0x24D3, Green Ring Shirt
0x24D4, White Ring Shirt
0x24D5, Snappy Print
0x24D6, Chichi Print
0x24D7, Wave Print
0x24D8, Checkerboard Tee
0x24D9, Subdued Print
0x24DA, Airy Shirt
0x24DB, Coral Shirt
0x24DC, Leather Jerkin
0x24DD, Zebra Print
0x24DE, Tiger Print
0x24DF, Cow Print
0x24E0, Leopard Print
0x24E1, Danger Shirt
0x24E2, Big Dot Shirt
0x24E3, Puzzling Shirt
0x24E4, Exotic Shirt
0x24E5, Houndstooth Knit
0x24E6, Uncommon Shirt
0x24E7, Dapper Shirt
0x24E8, Gaudy Sweater
0x24E9, Cozy Sweater
0x24EA, Comfy Sweater
0x24EB, Classic Top
0x24EC, Vogue Top
0x24ED, Laced Shirt
0x24EE, Natty Shirt
0x24EF, Citrus Gingham
0x24F0, Cool Shirt
0x24F1, Dreamy Shirt
0x24F2, Flowery Shirt
0x24F3, Caterpillar Tee
0x24F4, Shortcake Shirt
0x24F5, Whirly Shirt
0x24F6, Thunder Shirt
0x24F7, Giraffe Print
0x24F8, Swell Shirt
0x24F9, Toad Print
0x24FA, Grass Shirt
0x24FB, Mosaic Shirt
0x24FC, Fetching Outfit
0x24FD, Snow Shirt
0x24FE, Melon Gingham
0x24FF, Mannekin Shirt
0x2500, Quest Letter
0x2501, Clothes
0x2502, Fishing Rod
0x2503, Net
0x2504, Shovel
0x2505, Axe
0x2506, Pinwheel
0x2507, Fan
0x2508, Gyroid
0x2509, Camera
0x250A, Watch
0x250B, Handkerchief
0x250C, Glasses Case
0x250D, Money1000Bell
0x250E, Empty Can
0x250F, Boot
0x2510, Old Tire
0x2511, Fossil
0x2512, Pitfall
0x2513, Fortune Slip
0x2514, Lion's Paw
0x2515, Wentletrap
0x2516, Venus Comb
0x2517, Porceletta
0x2518, Sand Dollar
0x2519, White Scallop
0x251A, Conch
0x251B, Coral
0x251C, Present (Random Item)
0x251D, Map Sprite
0x251E, Signboard
0x251F, Present (Golden Net)
0x2520, Present (Golden Axe)
0x2521, Present (Golden Shovel)
0x2522, Present(Golden Rod)
0x2523, Exercise Card
0x2524, Exercise Card
0x2525, Exercise Card
0x2526, Exercise Card
0x2527, Exercise Card
0x2528, Exercise Card
0x2529, Exercise Card
0x252A, Exercise Card
0x252B, Exercise Card
0x252C, Exercise Card
0x252D, Exercise Card
0x252E, Exercise Card
0x252F, Exercise Card
0x2530, Knife and Fork
0x2600, Plush Carpet
0x2601, Classic Carpet
0x2602, Checkered Tile
0x2603, Old Flooring
0x2604, Red Tile
0x2605, Birch Flooring
0x2606, Classroom Floor
0x2607, Lovely Carpet
0x2608, Exotic Rug
0x2609, Mossy Carpet
0x260A, 18 Mat Tatami
0x260B, 8 Mat Tatami
0x260C, Citrus Carpet
0x260D, Cabin Rug
0x260E, Closed Road
0x260F, Lunar Surface
0x2610, Sand Garden
0x2611, Spooky Carpet
0x2612, Western Desert
0x2613, Green Rug
0x2614, Blue Flooring
0x2615, Regal Carpet
0x2616, Ranch Flooring
0x2617, Modern Tile
0x2618, Cabana Flooring
0x2619, Snowman Carpet
0x261A, Backyard Lawn
0x261B, Music Room Floor
0x261C, Plaza Tile
0x261D, Kitchen Tile
0x261E, Ornate Rug
0x261F, Tatami Floor
0x2620, Bamboo Flooring
0x2621, Kitchen Flooring
0x2622, Charcoal Tile
0x2623, Stone Tile
0x2624, Imperial Tile
0x2625, Opulent Rug
0x2626, Slate Flooring
0x2627, Ceramic Tile
0x2628, Fancy Carpet
0x2629, Cowhide Rug
0x262A, Steel Flooring
0x262B, Office Flooring
0x262C, Ancient Tile
0x262D, Exquisite Rug
0x262E, Sandlot
0x262F, Jingle Carpet
0x2630, Daisy Meadow
0x2631, Sidewalk
0x2632, Mosaic Tile
0x2633, Parquet Floor
0x2634, Basement Floor
0x2635, Chessboard Rug
0x2636, Kiddie Carpet
0x2637, Shanty Mat
0x2638, Concrete Floor
0x2639, Saharah's Desert
0x263A, Tartan Rug
0x263B, Palace Tile
0x263C, Tropical Floor
0x263D, Playroom Rug
0x263E, Kitschy Tile
0x263F, Diner Tile
0x2640, Block Flooring
0x2641, Boxing Ring Mat
0x2642, Harvest Rug
0x2643, Bathhouse Tile
0x2644, Japanese Floor
0x2700, Chic Wall
0x2701, Classic Wall
0x2702, Parlor Wall
0x2703, Stone Wall
0x2704, Blue-Trim Wall
0x2705, Plaster Wall
0x2706, Classroom Wall
0x2707, Lovely Wall
0x2708, Exotic Wall
0x2709, Mortar Wall
0x270A, Gold Screen Wall
0x270B, Tea Room Wall
0x270C, Citrus Wall
0x270D, Cabin Wall
0x270E, Blue Tarp
0x270F, Lunar Horizon
0x2710, Garden Wall
0x2711, Spooky Wall
0x2712, Western Vista
0x2713, Green Wall
0x2714, Blue Wall
0x2715, Regal Wall
0x2716, Ranch Wall
0x2717, Modern Wall
0x2718, Cabana Wall
0x2719, Snowman Wall
0x271A, Backyard Fence
0x271B, Music Room Wall
0x271C, Plaza Wall
0x271D, Lattice Wall
0x271E, Ornate Wall
0x271F, Modern Screen
0x2720, Bamboo Wall
0x2721, Kitchen Wall
0x2722, Old Brick Wall
0x2723, Stately Wall
0x2724, Imperial Wall
0x2725, Manor Wall
0x2726, Ivy Wall
0x2727, Mod Wall
0x2728, Rose Wall
0x2729, Wood Paneling
0x272A, Concrete Wall
0x272B, Office Wall
0x272C, Ancient Wall
0x272D, Exquisite Wall
0x272E, Sandlot Wall
0x272F, Jingle Wall
0x2730, Meadow Vista
0x2731, Tree-Lined Wall
0x2732, Mosaic Wall
0x2733, Arched Window
0x2734, Basement Wall
0x2735, Backgammon Wall
0x2736, Kiddie Wall
0x2737, Shanty Wall
0x2738, Industrial Wall
0x2739, Desert Vista
0x273A, Library Wall
0x273B, Floral Wall
0x273C, Tropical Vista
0x273D, Playroom Wall
0x273E, Kitschy Wall
0x273F, Groovy Wall
0x2740, Mushroom Mural
0x2741, Ringside Seating
0x2742, Harvest Wall
0x2743, Bathhouse Wall
0x2744, Japanese Wall
0x2800, Apple
0x2801, Cherry
0x2802, Pear
0x2803, Peach
0x2804, Orange
0x2805, Mushroom
0x2806, Candy
0x2807, Coconut
0x2900, Sapling
0x2901, Cedar Sapling
0x2902, White Pansy Bag
0x2903, Purple Pansy Bag
0x2904, Yellow Pansy Bag
0x2905, White Cosmos Bag
0x2906, Pink Cosmos Bag
0x2907, Blue Cosmos Bag
0x2908, Red Tulip Bag
0x2909, White Tulip Bag
0x290A, Yellow Tulip Bag
0x2A00, K.K. Chorale
0x2A01, K.K. March
0x2A02, K.K. Waltz
0x2A03, K.K. Swing
0x2A04, K.K. Jazz
0x2A05, K.K. Fusion
0x2A06, K.K. Etude
0x2A07, K.K. Lullaby
0x2A08, K.K. Aria
0x2A09, K.K. Samba
0x2A0A, K.K. Bossa
0x2A0B, K.K. Calypso
0x2A0C, K.K. Salsa
0x2A0D, K.K. Mambo
0x2A0E, K.K. Reggae
0x2A0F, K.K. Ska
0x2A10, K.K. Tango
0x2A11, K.K. Faire
0x2A12, Aloha K.K.
0x2A13, Lucky K.K.
0x2A14, K.K. Condor
0x2A15, K.K. Steppe
0x2A16, Imperial K.K.
0x2A17, K.K. Casbah
0x2A18, K.K. Safari
0x2A19, K.K. Folk
0x2A1A, K.K. Rock
0x2A1B, Rockin' K.K.
0x2A1C, K.K. Ragtime
0x2A1D, K.K. Gumbo
0x2A1E, The K. Funk
0x2A1F, K.K. Blues
0x2A20, Soulful K.K.
0x2A21, K.K. Soul
0x2A22, K.K. Cruisin'
0x2A23, K.K. Love Song
0x2A24, K.K. D & B
0x2A25, K.K. Technopop
0x2A26, DJ K.K.
0x2A27, Only Me
0x2A28, K.K. Country
0x2A29, Surfin' K.K.
0x2A2A, K.K. Ballad
0x2A2B, Comrade K.K.
0x2A2C, K.K. Lament
0x2A2D, Go K.K. Rider!
0x2A2E, K.K. Dirge
0x2A2F, K.K. Western
0x2A30, Mr. K.K.
0x2A31, Café K.K.
0x2A32, K.K. Parade
0x2A33, Señor K.K.
0x2A34, My Place
0x2A35, Forest Life
0x2A36, To the Edge
0x2A37, K.K. Song
0x2A38, I Love You
0x2A39, Two Days Ago
0x2A3A, K.K. Marathon
0x2A3B, Pondering
0x2A3C, K.K. Rockabilly
0x2A3D, K.K. Dixie
0x2A3E, K.K. Metal
0x2A3F, King K.K.
0x2A40, K.K. Rally
0x2A41, Agent K.K.
0x2A42, Marine Song 2001
0x2A43, Neapolitan
0x2A44, Mountain Song
0x2A45, Steep Hill
0x2A46, K.K. Chorale (Vocal)
0x2A47, K.K. March (Vocal)
0x2A48, K.K. Waltz (Vocal)
0x2A49, K.K. Swing (Vocal)
0x2A4A, K.K. Jazz (Vocal)
0x2A4B, K.K. Fusion (Vocal)
0x2A4C, K.K. Etude (Vocal)
0x2A4D, K.K. Lullaby (Vocal)
0x2A4E, K.K. Aria (Vocal)
0x2A4F, K.K. Samba (Vocal)
0x2A50, K.K. Bossa (Vocal)
0x2A51, K.K. Calypso (Vocal)
0x2A52, K.K. Salsa (Vocal)
0x2A53, K.K. Mambo (Vocal)
0x2A54, K.K. Reggae (Vocal)
0x2A55, K.K. Ska (Vocal)
0x2A56, K.K. Tango (Vocal)
0x2A57, K.K. Faire (Vocal)
0x2A58, Aloha K.K. (Vocal)
0x2A59, Lucky K.K. (Vocal)
0x2A5A, K.K. Condor (Vocal)
0x2A5B, K.K. Steppe (Vocal)
0x2A5C, Imperial K.K. (Vocal)
0x2A5D, K.K. Casbah (Vocal)
0x2A5E, K.K. Safari (Vocal)
0x2A5F, K.K. Folk (Vocal)
0x2A60, K.K. Rock (Vocal)
0x2A61, Rockin' K.K. (Vocal)
0x2A62, K.K. Ragtime (Vocal)
0x2A63, K.K. Gumbo (Vocal)
0x2A64, The K. Funk (Vocal)
0x2A65, K.K. Blues (Vocal)
0x2A66, Soulful K.K. (Vocal)
0x2A67, K.K. Soul (Vocal)
0x2A68, K.K. Cruisin' (Vocal)
0x2A69, K.K. Love Song (Vocal)
0x2A6A, K.K. D & B (Vocal)
0x2A6B, K.K. Technopop (Vocal)
0x2A6C, DJ K.K. (Vocal)
0x2A6D, Only Me (Vocal)
0x2A6E, K.K. Country (Vocal)
0x2A6F, Surfin' K.K. (Vocal)
0x2A70, K.K. Ballad (Vocal)
0x2A71, Comrade K.K. (Vocal)
0x2A72, K.K. Lament (Vocal)
0x2A73, Go K.K. Rider! (Vocal)
0x2A74, K.K. Dirge (Vocal)
0x2A75, K.K. Western (Vocal)
0x2A76, Mr. K.K. (Vocal)
0x2A77, Café K.K. (Vocal)
0x2A78, K.K. Parade (Vocal)
0x2A79, Señor K.K. (Vocal)
0x2A7A, My Place (Vocal)
0x2A7B, Forest Life (Vocal)
0x2A7C, To the Edge (Vocal)
0x2A7D, K.K. Song (Vocal)
0x2A7E, I Love You (Vocal)
0x2A7F, Two Days Ago (Vocal)
0x2A80, K.K. Marathon (Vocal)
0x2A81, Pondering (Vocal)
0x2A82, K.K. Rockabilly (Vocal)
0x2A83, K.K. Dixie (Vocal)
0x2A84, K.K. Metal (Vocal)
0x2A85, King K.K. (Vocal)
0x2A86, K.K. Rally (Vocal)
0x2A87, Agent K.K. (Vocal)
0x2A88, Marine Song 2001 (Vocal)
0x2A89, Neapolitan (Vocal)
0x2A8A, Mountain Song (Vocal)
0x2A8B, Steep Hill (Vocal)
0x2B00, College Rule
0x2B01, School Pad
0x2B02, Organizer
0x2B03, Diary
0x2B04, Journal
0x2B05, Pink Diary
0x2B06, Captain's Log
0x2B07, Blue Diary
0x2B08, French Notebook
0x2B09, Scroll
0x2B0A, Pink Plaid Pad
0x2B0B, Blue Polka Pad
0x2B0C, Green Plaid Pad
0x2B0D, Red Polka Pad
0x2B0E, Yellow Plaid Pad
0x2B0F, Calligraphy Pad
0x2C00, January Ticket (1)
0x2C01, January Ticket (2)
0x2C02, January Ticket (3)
0x2C03, January Ticket (4)
0x2C04, January Ticket (5)
0x2C05, January Ticket (1) (2)
0x2C06, January Ticket (1) (3)
0x2C07, January Ticket (1) (4)
0x2C08, February Ticket (1)
0x2C09, February Ticket (2)
0x2C0A, February Ticket (3)
0x2C0B, February Ticket (4)
0x2C0C, February Ticket (5)
0x2C0D, February Ticket (1) (2)
0x2C0E, February Ticket (1) (3)
0x2C0F, February Ticket (1) (4)
0x2C10, March Ticket (1)
0x2C11, March Ticket (2)
0x2C12, March Ticket (3)
0x2C13, March Ticket (4)
0x2C14, March Ticket (5)
0x2C15, March Ticket (1) (2)
0x2C16, March Ticket (1) (3)
0x2C17, March Ticket (1) (4)
0x2C18, April Ticket (1)
0x2C19, April Ticket (2)
0x2C1A, April Ticket (3)
0x2C1B, April Ticket (4)
0x2C1C, April Ticket (5)
0x2C1D, April Ticket (1) (2)
0x2C1E, April Ticket (1) (3)
0x2C1F, April Ticket (1) (4)
0x2C20, May Ticket (1)
0x2C21, May Ticket (2)
0x2C22, May Ticket (3)
0x2C23, May Ticket (4)
0x2C24, May Ticket (5)
0x2C25, May Ticket (1) (2)
0x2C26, May Ticket (1) (3)
0x2C27, May Ticket (1) (4)
0x2C28, June Ticket (1)
0x2C29, June Ticket (2)
0x2C2A, June Ticket (3)
0x2C2B, June Ticket (4)
0x2C2C, June Ticket (5)
0x2C2D, June Ticket (1) (2)
0x2C2E, June Ticket (1) (3)
0x2C2F, June Ticket (1) (4)
0x2C30, July Ticket (1)
0x2C31, July Ticket (2)
0x2C32, July Ticket (3)
0x2C33, July Ticket (4)
0x2C34, July Ticket (5)
0x2C35, July Ticket (1) (2)
0x2C36, July Ticket (1) (3)
0x2C37, July Ticket (1) (4)
0x2C38, August Ticket (1)
0x2C39, August Ticket (2)
0x2C3A, August Ticket (3)
0x2C3B, August Ticket (4)
0x2C3C, August Ticket (5)
0x2C3D, August Ticket (1) (2)
0x2C3E, August Ticket (1) (3)
0x2C3F, August Ticket (1) (4)
0x2C40, September Ticket (1)
0x2C41, September Ticket (2)
0x2C42, September Ticket (3)
0x2C43, September Ticket (4)
0x2C44, September Ticket (5)
0x2C45, September Ticket (1) (2)
0x2C46, September Ticket (1) (3)
0x2C47, September Ticket (1) (4)
0x2C48, October Ticket (1)
0x2C49, October Ticket (2)
0x2C4A, October Ticket (3)
0x2C4B, October Ticket (4)
0x2C4C, October Ticket (5)
