//Flowers
0x009E, Red Tulips
0xB904, Snowman Table
0xB908, Snowman Fridge
0xB90C, Snowman TV
0xB910, Snowman Clock
0xB914, Snowman Lamp
0xB918, Mush Bed
0xB91C, Mush Dresser
0xB920, Mush Closet
0xB924, Mush Chair
0xB928, Mush Stool
0xB92C, Mush Table
0xB930, Mush End Table
0xB934, Mush Lamp
0xB938, Mush Stand
0xB93C, Mush TV
0xB940, Pavé Bed
0xB944, Pavé Chest
0xB948, Pavé Closet
0xB94C, Pavé Sofa
0xB950, Pavé Chair
0xB954, Pavé Table
0xB958, Pavé End Table
0xB95C, Pavé Bookshelf
0xB960, Pavé Bureau
0xB964, Pavé Lamp
0xB968, Egg Bed
0xB96C, Egg Dresser
0xB970, Egg Wardrobe
0xB974, Egg Chair
0xB978, Egg Bench
0xB97C, Egg Table
0xB980, Egg Stereo
0xB984, Egg Toy Set
0xB988, Egg Clock
0xB98C, Egg Lamp
0xB990, Spooky Bed
0xB994, Spooky Dresser
0xB998, Spooky Wardrobe
0xB99C, Spooky Sofa
0xB9A0, Spooky Chair
0xB9A4, Spooky Table
0xB9A8, Spooky Vanity
0xB9AC, Spooky Bookcase
0xB9B0, Spooky Clock
0xB9B4, Spooky Lamp
0xB9B8, Harvest Bed
0xB9BC, Harvest Dresser
0xB9C0, Harvest Bureau
0xB9C4, Harvest Sofa
0xB9C8, Harvest Chair
0xB9CC, Harvest Table
0xB9D0, Harvest Mirror
0xB9D4, Harvest TV
0xB9D8, Harvest Clock
0xB9DC, Harvest Lamp
0xB9E0, Jingle Bed
0xB9E4, Jingle Dresser
0xB9E8, Jingle Wardrobe
0xB9EC, Jingle Sofa
0xB9F0, Jingle Chair
0xB9F4, Jingle Table
0xB9F8, Jingle Shelves
0xB9FC, Jingle Piano
0xBA00, Jingle Clock
0xBA04, Jingle Lamp
0xBA08, Princess Bed
0xBA0C, Princess Chest
0xBA10, Princess Closet
0xBA14, Princess Sofa
0xBA18, Princess Chair
0xBA1C, Princess Table
0xBA20, Princess Curio
0xBA24, Princess Dresser
0xBA28, Princess Cage
0xBA2C, Princess Lamp
0xBA30, Gracie Bed
0xBA34, Gracie Chest
0xBA38, Gracie Wardrobe
0xBA3C, Gracie Bench
0xBA40, Gracie Chair
0xBA44, Gracie Low Table
0xBA48, Gracie Desk
0xBA4C, Gracie Wagon
0xBA50, Gracie Shelf
0xBA54, Gracie Lamp
0xBA58, Sweets Bed
0xBA5C, Sweets Dresser
0xBA60, Sweets Closet
0xBA64, Sweets Sofa
0xBA68, Sweets Chair
0xBA6C, Sweets Table
0xBA70, Sweets Minitable
0xBA74, Sweets Bookcase
0xBA78, Sweets Lamp
0xBA7C, Sweets Minilamp
0xBA80, Gorgeous Bed
0xBA84, Gorgeous Chest
0xBA88, Gorgeous Closet
0xBA8C, Gorgeous Sofa
0xBA90, Gorgeous Seat
0xBA94, Gorgeous Stool
0xBA98, Gorgeous Table
0xBA9C, Gorgeous Desk
0xBAA0, Gorgeous Counter
0xBAA4, Gorgeous Lamp
//Boxing
0xBB3C, Boxing Barricade
0xBB40, Red Corner
0xBB44, Blue Corner
0xBB48, Neutral Corner
0xBB4C, Judge's Bell
0xBB50, Boxing Mat
0xBB54, Ringside Table
0xBB58, Weight Bench
0xBB5C, Sandbag
0xBB60, Speed Bag
//Classroom
0xBC2C, Right Platform
0xBC30, Left Platform
0xBC34, Podium
0xBC38, Teacher's Desk
0xBC3C, Teacher's Chair
0xBC40, School Desk
0xBC44, School Chair
0xBC48, Cubby Hole
0xBC4C, Chalk Board
0xBC50, Mop
0xBC54, Skeleton
0xBC58, Anatomical Model
0xBC5C, Clear Model
0xBC60, Hamster Cage
0xBC64, Science Table
//Construction
0xBAF8, Detour Arrow
0xBAFC, Handcart
0xBB00, Iron Frame
0xBB04, Manhole Cover
0xBB08, Orange Cone
0xBB0C, Traffic Cone
0xBB10, Saw Horse
0xBB14, Wet Roadway Sign
0xBB18, Steam Roller
0xBB1C, Jackhammer
0xBB20, Striped Cone
0xBB24, Cement Mixer
0xBB28, Brown Drum
0xBB2C, Green Drum
0xBB30, Red Drum
0xBB34, Haz-mat Barrel
0xBB38, Oil Drum
//Lab
0xBBC8, Lab Bench
0xBBCC, Lab Chair
0xBBD0, Medicine Chest
0xBBD4, Florence Flask
0xBBD8, Amazing Machine
0xBBDC, Unknown Machine
0xBBE0, Complex Machine
//Mario
0xC138, Brick Block
0xC13C, Coin
0xC140, Flagpole
0xC144, Fire Flower
0xC148, Super Mushroom
0xC14C, Koopa Shell
0xC150, Starman
0xC154, 1-Up Mushroom
0xC158, ? Block
0xC15C, Green Pipe
0xC160, Fire Bar
0xC164, Cannon
//Garden
0xBB64, Birdhouse
0xBB68, Mr. Flamingo
0xBB6C, Mrs. Flamingo
0xBB70, Garden Gnome
0xBB74, Bug Zapper
0xBB78, Hammock
0xBB7C, Bird Bath
0xBB80, Picnic Table
0xBB84, Bird Feeder
0xBB88, Lawn Chair
0xBB8C, Lawn Mower
0xBB90, Barbecue
0xBB94, Backyard Pool
0xBB98, Sprinkler
0xBB9C, Tiki Torch
//Nursery
0xBBA0, Elephant Slide
0xBBA4, Stroller
0xBBA8, Cradle
0xBBAC, Baby Bed
0xBBB0, Clackercart
0xBBB4, Merry-go-round
0xBBB8, Rocking Horse
0xBBBC, Train Set
0xBBC0, Wobbelina
0xBBC4, Dolly
//Ship
0xBBE4, Helm
0xBBE8, Barrel
0xBBEC, Keg
0xBBF0, Ship Cannon
0xBBF4, Anchor
0xBBF8, Ship Compass
//Space
0xBAD0, Asteroid
0xBAD4, Moon
0xBAD8, Lunar Lander
0xBADC, Rocket
0xBAE0, Lunar Rover
0xBAE4, Satellite
0xBAE8, Space Shuttle
0xBAEC, Spaceman Sam
0xBAF0, Space Station
0xBAF4, Flying Saucer
//Western
0xBAA8, Cow Skull
0xBAAC, Desert Cactus
0xBAB0, Western Fence
0xBAB4, Saddle Fence
0xBAB8, Storefront
0xBABC, Covered Wagon
0xBAC0, Watering Trough
0xBAC4, Tumbleweed
0xBAC8, Well
0xBACC, Wagon Wheel
//Other1
0xBBFC, Black Pawn
0xBC00, Black Bishop
0xBC04, Black King
0xBC08, Black Knight
0xBC0C, Black Queen
0xBC10, Black Rook
0xBC14, White Pawn
0xBC18, White Bishop
0xBC1C, White King
0xBC20, White Knight
0xBC24, White Queen
0xBC28, White Rook
0xBC68, Vaulting Horse
0xBC6C, Ball Catcher
0xBC70, High-jump Mat
0xBC74, Hurdle
0xBC78, Scoreboard
0xBC7C, Folding Chair
0xBC80, Vision Tester
0xBC84, Trunk Measure
0xBC88, Stadiometer
0xBC8C, Scale
0xBC90, Hospital Bed
0xBC94, Hospital Screen
0xBC98, IV Drip
0xBC9C, Sink
0xBCA0, Writing Desk
0xBCA4, Writing Chair
0xBCA8, Globe
0xBCAC, Office Desk
0xBCB0, Office Chair
0xBCB4, Office Locker
0xBCB8, Coffee Maker
0xBCBC, Checkout Counter
0xBCC0, Cash Register
0xBCC4, Jukebox
0xBCC8, Siphon
0xBCCC, Giant Dharma
0xBCD0, Dharma
0xBCD4, Mini-dharma
0xBCD8, Papa Bear
0xBCDC, Mama Bear
0xBCE0, Baby Bear
0xBCE4, Papa Panda
0xBCE8, Mama Panda
0xBCEC, Baby Panda
0xBCF0, Tall Cactus
0xBCF4, Cactus
0xBCF8, Round Cactus
0xBCFC, Blue Golf Bag
0xBD00, White Golf Bag
0xBD04, Green Golf Bag
0xBD08, Red Armchair
0xBD0C, Red Sofa
0xBD10, Bear Pole
0xBD14, Eagle Pole
0xBD18, Frog-woman Pole
0xBD1C, Raven Pole
0xBD20, Blue Lava Lamp
0xBD24, Purple Lava Lamp
0xBD28, Green Lava Lamp
0xBD2C, Tea Table
0xBD30, Hearth
0xBD34, Screen
0xBD38, Hibachi
0xBD3C, Tea Tansu
0xBD40, Paper Lantern
0xBD44, Paulownia Closet
0xBD48, Stair Dresser
0xBD4C, Low Screen
0xBD50, Paper Tiger
0xBD54, Lucky Frog
0xBD58, Sword
0xBD5C, Bow
0xBD60, Samurai Suit
0xBD64, Black Katana
0xBD68, White Katana
0xBD6C, Ninja Sword
0xBD70, Deer Scare
0xBD74, Tall Lantern
0xBD78, Spa Chair
0xBD7C, Bath Mat
0xBD80, Bucket
0xBD84, Bathtub
0xBD88, Milk Case
0xBD8C, Ice-cream Case
0xBD90, Washbasin
0xBD94, Tea Vase
0xBD98, Red Vase
0xBD9C, Blue Vase
0xBDA0, Lucky Cat
0xBDA4, Lefty Lucky Cat
0xBDA8, Lucky Black Cat
0xBDAC, Lucky Gold Cat
0xBDB0, Grapefruit Table
0xBDB4, Lemon Table
0xBDB8, Orange Chair
0xBDBC, Lime Chair
0xBDC0, Pear Wardrobe
0xBDC4, Pear Dresser
0xBDC8, Watermelon Chair
0xBDCC, Melon Chair
0xBDD0, Watermelon Table
0xBDD4, Apple TV
0xBDD8, Apple Clock
0xBDDC, Lily-pad Table
0xBDE0, Froggy Chair
0xBDE4, Pine Chair
0xBDE8, Pine Table
0xBDEC, Tulip Chair
0xBDF0, Tulip Table
0xBDF4, Iris Chair
0xBDF8, Iris Table
0xBDFC, Daffodil Chair
0xBE00, Daffodil Table
//Other2
0xBE64, Conga Drum
0xBE68, Djimbe Drum
0xBE6C, Timpano Drum
0xBE70, Violin
0xBE74, Cello
0xBE78, Bass
0xBE7C, Folk Guitar
0xBE80, Country Guitar
0xBE84, Rock Guitar
0xBE88, Metal Guitar
0xBE8C, Ukulele
0xBE90, Ebony Piano
0xBE94, Ivory Piano
0xBE98, Upright Piano
0xBE9C, Japanese Drum
0xBEA0, Vibraphone
0xBEA4, Biwa Lute
0xBEA8, Harp
0xBEAC, Metronome
0xBEB0, Trash Can
0xBEB4, Garbage Pail
0xBEB8, Garbage Can
0xBEBC, Trash Bin
0xBEC0, Pantheon Post
0xBEC4, Ionian Post
0xBEC8, Corinthian Post
0xBECC, Broken Post
0xBED0, Pyramid
0xBED4, Sphinx
0xBED8, Mummy's Casket
0xBEDC, Spaceman
0xBEE0, Jomon Pottery
0xBEE4, Tennis Table
0xBEE8, Bowling Pins
0xBEEC, Ball Return
0xBEF0, Basketball Hoop
0xBEF4, Billiard Table
0xBEF8, Mahjong Table
0xBEFC, Dart Board
0xBF00, Pinball Machine
0xBF04, Arcade Machine
0xBF08, Tabletop Game
0xBF0C, Stool
0xBF10, Shogi Board
0xBF14, Go Board
0xBF18, Moai Statue
0xBF1C, Tribal Mask
0xBF20, Arc De Triomphe
0xBF24, Merlion
0xBF28, Pagoda
0xBF2C, Plate Armor
0xBF30, Mermaid Statue
0xBF34, Mouth Of Truth
0xBF38, Manneken Pis
0xBF3C, Tower Of Pisa
0xBF40, Compass
0xBF44, Matryoshka
0xBF48, Chocolates
0xBF4C, Backpack
0xBF50, Mountain Bike
0xBF54, Propane Stove
0xBF58, Cooler
0xBF5C, Kayak
0xBF60, Lantern
0xBF64, Sleeping Bag
0xBF68, Campfire
0xBF6C, Bonfire
0xBF70, TV With A VCR
0xBF74, Wide-screen TV
0xBF78, Retro TV
0xBF7C, Kitchen Sink
0xBF80, Kitchen Corner
0xBF84, Deluxe Range
0xBF88, Range
0xBF8C, Stove
0xBF90, Sink
0xBF94, Tea Set
0xBF98, Shave-ice Maker
0xBF9C, Refrigerator
0xBFA0, Retro Fridge
0xBFA4, Microwave
0xBFA8, Toaster
0xBFAC, Mixer
0xBFB0, Clothesline Pole
0xBFB4, Doghouse
0xBFB8, Beach Chair
0xBFBC, Wave Breaker
0xBFC0, Surfboard
0xBFC4, Diver Dan
0xBFC8, Beach Table
0xBFCC, Treasure Chest
0xBFD0, Life Ring
0xBFD4, Snowboard
0xBFD8, Sleigh
0xBFDC, Snowman
0xBFE0, Sunflower
0xBFE4, Daffodil
0xBFE8, Gerbera
0xBFEC, Toilet
0xBFF0, Super Toilet
0xBFF4, Men's Toilet
0xBFF8, Pink Box
0xBFFC, Blue Box
0xC000, Beige Box
0xC004, Safe
0xC008, Deluxe Washer
0xC00C, Automatic Washer
0xC010, Washer/dryer
0xC014, Potbelly Stove
0xC018, Space Heater
0xC01C, Fireplace
0xC020, Radiator
0xC024, Phonograph
0xC028, Turntable
0xC02C, Reel-to-reel
0xC030, Retro Stereo
0xC034, Gold Stereo
0xC038, Hi-fi Stereo
0xC03C, High-end Stereo
0xC040, Dice Stereo
0xC044, Tape Deck
0xC048, CD Player
0xC04C, White Boom Box
0xC050, Red Boom Box
0xC054, Red Clock
0xC058, Kitschy Clock
0xC05C, Antique Clock
0xC060, Cube Clock
0xC064, Odd Clock
0xC068, Glow Clock
0xC06C, Owl Clock
0xC070, Alarm Clock
0xC074, Jade Econo-chair
0xC078, Ruby Econo-chair
0xC07C, Gold Econo-chair
0xC080, Rocking Chair
0xC084, Lefty Desk
0xC088, Righty Desk
0xC08C, Gas Pump
0xC090, Extinguisher
0xC094, Fire Hydrant
0xC098, Racoon Figurine
0xC09C, Barber's Pole
0xC0A0, Candy Machine
0xC0A4, Scarecrow
0xC0A8, Birdcage
0xC0AC, Nintendo Bench
0xC0B0, Phone Box
0xC0B4, Outdoor Bath
0xC0B8, Wheat Field
0xC0BC, Computer
0xC0C0, Pineapple Bed
0xC0C4, Glass-top Table
0xC0C8, Blue Kotatsu
0xC0CC, Pink Kotatsu
0xC0D0, Cream Sofa
0xC0D4, Storage Case
0xC0D8, Clothes Closet
0xC0DC, Claw-foot Tub
0xC0E0, Shower
0xC0E4, Massage Chair
0xC0E8, Vacuum Cleaner
0xC0EC, Bottled Ship
0xC0F0, Water Bird
0xC0F4, Executive Toy
0xC0F8, Telescope
0xC0FC, Miniature Car
0xC100, Mochi Pestle
0xC104, Sewing Machine
0xC108, Cardboard Box
0xC10C, Wooden Box
0xC110, Fan
0xC114, Candle
0xC118, Mini-lamp
0xC11C, Desk Light
0xC120, Table Lamp
0xC124, Throne
0xC128, Basic Red Bed
0xC12C, Basic Blue Bed
0xC130, Basic Yellow Bed
0xC134, Basic Green Bed
//Other3
0xC190, Birthday Cake
0xC194, Jack-in-the-box
0xC198, Kadomatsu
0xC19C, Kagamimochi
0xC1A0, Hinaningyo
0xC1A4, Big Festive Tree
0xC1A8, Festive Tree
0xC1AC, Festive Flag
0xC1B0, Festive Candle
0xC1B4, Lovely Phone
0xC1B8, Music Box
0xC1BC, Portrait
0xC1C0, Box Of Tissues
0xC1C4, Piggy Bank
0xC1C8, ABD
0xC1CC, Leaf
0xC1D0, Gold Trophy
0xC1D4, Silver Trophy
0xC1D8, Bug Trophy
0xC1DC, Rice Cake
0xC1E0, Dango
0xC1E4, Bamboo Grass
0xC1E8, Resetti Model
0xC1EC, Cool Globe
0xC1F0, Picnic Basket
0xC1F4, Sailboat Model
0xC1F8, Wheat Bundle
0xC1FC, Espresso Maker
0xC200, Stuffed Stocking
0xC204, Snow Globe
0xC208, Veggie Basket
0xC20C, Yut
0xC210, Hibiscus
0xC214, Bureom
0xC218, House Model
0xC21C, Wide House Model
0xC220, Two-story Model
0xC224, Town Hall Model
0xC228, Nook's Cranny
0xC22C, Nook 'n' Go
0xC230, Nookway
0xC234, Nookington's
0xC238, Museum Model
0xC23C, Brown Pot
0xC240, White Pot
0xC244, Moth Orchid
//Nintendo
0xC168, Yoshi's Egg
0xC16C, Banana
0xC170, Triple Shells
0xC174, Kart
0xC178, Pikmin
0xC17C, Blue Falcon
0xC180, Master Sword
0xC184, Arwing
0xC188, Triforce
0xC18C, Metroid
//Gyroids
0xB3F0, Mega Clankoid
0xB3F4, Clankoid
0xB3F8, Mini Clankoid
0xB3FC, Tall Clankoid
0xB400, Squat Dingloid
0xB404, Mega Dingloid
0xB408, Dingloid
0xB40C, Mini Dingloid
0xB410, Wee Dingloid
0xB414, Tall Dingloid
0xB418, Mega Percoloid
0xB41C, Tall Percoloid
0xB420, Mega Oombloid
0xB424, Oombloid
0xB428, Mini Oombloid
0xB42C, Tall Oombloid
0xB430, Rhythmoid
0xB434, Mini Rhythmoid
0xB438, Mega Puffoid
0xB43C, Mini Puffoid
0xB440, Tall Puffoid
0xB444, Mega Lullaboid
0xB448, Lullaboid
0xB44C, Mini Lullaboid
0xB450, Tall Lullaboid
0xB454, Mega Sproid
0xB458, Sproid
0xB45C, Mini Sproid
0xB460, Tall Sproid
0xB464, Mega Bowtoid
0xB468, Bowtoid
0xB46C, Mini Bowtoid
0xB470, Tall Bowtoid
0xB474, Mega Tootoid
0xB478, Tootoid
0xB47C, Mini Tootoid
0xB480, Mega Plinkoid
0xB484, Plinkoid
0xB488, Mini Plinkoid
0xB48C, Mega Dekkoid
0xB490, Dekkoid
0xB494, Mini Dekkoid
0xB498, Mega Buzzoid
0xB49C, Buzzoid
0xB4A0, Mini Buzzoid
0xB4A4, Tall Buzzoid
0xB4A8, Mega Drilloid
0xB4AC, Drilloid
0xB4B0, Mini Drilloid
0xB4B4, Mega Echoid
0xB4B8, Mini Echoid
0xB4BC, Tall Echoid
0xB4C0, Mega Lamentoid
0xB4C4, Lamentoid
0xB4C8, Mini Lamentoid
0xB4CC, Tall Lamentoid
0xB4D0, Mega Strumboid
0xB4D4, Strumboid
0xB4D8, Mini Strumboid
0xB4DC, Tall Strumboid
0xB4E0, Mega Croakoid
0xB4E4, Croakoid
0xB4E8, Mini Croakoid
0xB4EC, Tall Croakoid
0xB4F0, Mega Fizzoid
0xB4F4, Mini Fizzoid
0xB4F8, Mega Squelchoid
0xB4FC, Squelchoid
0xB500, Mini Squelchoid
0xB504, Mega Howloid
0xB508, Howloid
0xB50C, Mini Howloid
0xB510, Mega Nebuloid
0xB514, Squat Nebuloid
0xB518, Nebuloid
0xB51C, Mini Nebuloid
0xB520, Tall Nebuloid
0xB524, Slim Nebuloid
0xB528, Mega Gongoid
0xB52C, Gongoid
0xB530, Mini Gongoid
0xB534, Tall Gongoid
0xB538, Mega Poltergoid
0xB53C, Poltergoid
0xB540, Mini Poltergoid
0xB544, Tall Poltergoid
0xB548, Metatoid
0xB54C, Mini Metatoid
0xB550, Mega Bovoid
0xB554, Tall Bovoid
0xB558, Mega Oboid
0xB55C, Oboid
0xB560, Tall Oboid
0xB564, Mega Dinkoid
0xB568, Mini Dinkoid
0xB56C, Mega Harmonoid
0xB570, Harmonoid
0xB574, Mini Harmonoid
0xB578, Tall Harmonoid
0xB57C, Tall Droploid
0xB580, Mega Sputnoid
0xB584, Sputnoid
0xB588, Mini Sputnoid
0xB58C, Tall Sputnoid
0xB590, Mega Alloid
0xB594, Mini Alloid
0xB598, Tall Alloid
0xB59C, Mega Timpanoid
0xB5A0, Timpanoid
0xB5A4, Mini Timpanoid
0xB5A8, Tall Timpanoid
0xB5AC, Gargloid
0xB5B0, Mini Gargloid
0xB5B4, Tall Gargloid
0xB5B8, Warbloid
0xB5BC, Mini Warbloid
0xB5C0, Tall Warbloid
0xB5C4, Mega Freakoid
0xB5C8, Mini Freakoid
0xB5CC, Mega Quazoid
0xB5D0, Quazoid
0xB5D4, Mini Quazoid
0xB5D8, Tall Quazoid
0xB5DC, Slim Quazoid
0xB5E0, Mega Rustoid
0xB5E4, Rustoid
0xB5E8, Mini Rustoid
//Fossils
0xCC28, Amber
0xCC2C, Ammonite
0xCC30, Coprolite
0xCC34, Dinosaur Egg
0xCC38, Fern Fossil
0xCC3C, Dinosaur Track
0xCC40, Archaeopteryx
0xCC44, Peking Man
0xCC48, Shark Tooth
0xCC4C, Trilobite
0xCC50, T. Rex Skull
0xCC54, T. Rex Torso
0xCC58, T. Rex Tail
0xCC5C, Tricera Skull
0xCC60, Tricera Torso
0xCC64, Tricera Tail
0xCC68, Mammoth Skull
0xCC6C, Mammoth Torso
0xCC70, Ankylo Skull
0xCC74, Ankylo Torso
0xCC78, Ankylo Tail
0xCC7C, Apato Skull
0xCC80, Apato Torso
0xCC84, Apato Tail
0xCC88, Dimetrodon Skull
0xCC8C, Dimetrodon Torso
0xCC90, Dimetrodon Tail
0xCC94, Iguanodon Skull
0xCC98, Iguanodon Torso
0xCC9C, Iguanodon Tail
0xCCA0, Sabertooth Skull
0xCCA4, Sabertooth Torso
0xCCA8, Pachy Skull
0xCCAC, Pachy Torso
0xCCB0, Pachy Tail
0xCCB4, Parasaur Skull
0xCCB8, Parasaur Torso
0xCCBC, Parasaur Tail
0xCCC0, Seismo Skull
0xCCC4, Seismo Chest
0xCCC8, Seismo Hip
0xCCCC, Seismo Tail
0xCCD0, Plesio Skull
0xCCD4, Plesio Neck
0xCCD8, Plesio Torso
0xCCDC, Stego Skull
0xCCE0, Stego Torso
0xCCE4, Stego Tail
0xCCE8, Ptera Skull
0xCCEC, Ptera Left Wing
0xCCF0, Ptera Right Wing
0xCCF4, Icthyo Skull
0xCCF8, Icthyo Torso
0xCCFC, Raptor Skull
0xCD00, Raptor Torso
0xCD04, Styraco Skull
0xCD08, Styraco Torso
0xCD0C, Styraco Tail
//Paintings
0xCD40, Dynamic Painting
0xCD44, Solemn Painting
0xCD48, Quaint Painting
0xCD4C, Basic Painting
0xCD50, Famous Painting
0xCD54, Perfect Painting
0xCD58, Amazing Painting
0xCD5C, Nice Painting
0xCD60, Moving Painting
0xCD64, Common Painting
0xCD68, Flowery Painting
0xCD6C, Warm Painting
0xCD70, Jolly Painting
0xCD74, Fine Painting
0xCD78, Scary Painting
0xCD7C, Proper Painting
0xCD80, Strange Painting
0xCD84, Worthy Painting
0xCD88, Calm Painting
0xCD8C, Moody Painting
0xCD90, Wistful Painting
0xCD94, Serene Painting
0xCD98, Scenic Painting
0xCD9C, Dynamic Painting
0xCDA0, Solemn Painting
0xCDA4, Quaint Painting
0xCDA8, Basic Painting
0xCDAC, Famous Painting
0xCDB0, Perfect Painting
0xCDB4, Amazing Painting
0xCDB8, Nice Painting
0xCDBC, Moving Painting
0xCDC0, Common Painting
0xCDC4, Flowery Painting
0xCDC8, Warm Painting
0xCDCC, Jolly Painting
0xCDD0, Fine Painting
0xCDD4, Scary Painting
0xCDD8, Proper Painting
0xCDDC, Strange Painting
0xCDE0, Worthy Painting
0xCDE4, Calm Painting
0xCDE8, Moody Painting
0xCDEC, Wistful Painting
0xCDF0, Serene Painting
0xCDF4, Scenic Painting
0xCDF8, Forged Painting
0xCDFC, Forged Painting
0xCE00, Forged Painting
0xCE04, Forged Painting
0xCE08, Forged Painting
0xCE0C, Forged Painting
0xCE10, Forged Painting
0xCE14, Forged Painting
0xCE18, Forged Painting
0xCE1C, Forged Painting
0xCE20, Forged Painting
0xCE24, Forged Painting
0xCE28, Forged Painting
0xCE2C, Forged Painting
0xCE30, Forged Painting
0xCE34, Forged Painting
0xCE38, Forged Painting
0xCE3C, Forged Painting
0xCE40, Forged Painting
0xCE44, Forged Painting
0xCE48, Forged Painting
0xCE4C, Forged Painting
0xCE50, Forged Painting
//Plants
0xBE04, Ponderosa Bonsai
0xBE08, Pine Bonsai
0xBE0C, Mugho Bonsai
0xBE10, Plum Bonsai
0xBE14, Holly Bonsai
0xBE18, Azalea Bonsai
0xBE1C, Maple Bonsai
0xBE20, Hawthorn Bonsai
0xBE24, Quince Bonsai
0xBE28, Jasmine Bonsai
0xBE2C, Pothos
0xBE30, Coconut Palm
0xBE34, Pachira
0xBE38, Caladium
0xBE3C, Croton
0xBE40, Dracaena
0xBE44, Lady Palm
0xBE48, Aloe
0xBE4C, Rubber Tree
0xBE50, Snake Plant
0xBE54, Fan Palm
0xBE58, Corn Plant
0xBE5C, Bromeliaceae
0xBE60, Weeping Fig
//Not Used
0xC81C, Not Used (Invisible Chair)
0xC820, Not Used (Moving Boxes)
0xC824, Not Used (Moving Boxes)
0xC828, Not Used (Moving Boxes)
0xC82C, Not Used (Invisible Chair)
0xC830, Not Used (Invisible Sofa)
0xC834, Not Used (Invisible Chair)
0xC838, Not Used (Invisible Chair)
0xC83C, Not Used (Invisible Chair)
//Empty
0xFFF1, Empty
