//Villager Info
ID = 0x0000, Name = Cyrano, Personality = 2, Catchphrase = ah-CHOO, Shirt = 0x2472, Furniture = [0x213C, 0x2390, 0x241A, 0x27EA, 0x2B9A, 0x2B9B, 0x2BA7, 0x2B9B, 0x29E8, 0x7FFE, 0x2BA6, 0x2B99, 0x2BA5, 0x29B6, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x200000, ]
ID = 0x0084, Name = Pompom, Personality = 5, Catchphrase = rah rah, Shirt = 0x246A, Furniture = [0x212F, 0x236F, 0x2428, 0x27F0, 0x2A4D, 0x2A55, 0x2AEF, 0x2A4E, 0x2AE8, 0x2C27, 0x2BCA, 0x2BDA, 0x2AEE, 0x2C7B, 0x2D36, 0x2D22, 0x2CFE, 0x7FFE, 0x2AEC, 0x2D69, 0x270084, ]
ID = 0x0085, Name = Mallary, Personality = 6, Catchphrase = quackpth, Shirt = 0x248B, Furniture = [0x2135, 0x234C, 0x2412, 0x27FC, 0x2A16, 0x2A1F, 0x29E4, 0x2C6F, 0x29E2, 0x24E8, 0x2BDF, 0x2C47, 0x2A1C, 0x2BE1, 0x2D21, 0x2D97, 0x7FFE, 0x7FFE, 0x29E9, 0x2CD6, 0x90085, ]
ID = 0x0086, Name = Freckles, Personality = 5, Catchphrase = ducky, Shirt = 0x2465, Furniture = [0x215F, 0x2382, 0x240B, 0x27FD, 0x2BB0, 0x2322, 0x2BB3, 0x231E, 0x2C2D, 0x2C70, 0x2D5B, 0x2D09, 0x2BDE, 0x2C48, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D75, 0x2CD6, 0x3F0086, ]
ID = 0x0087, Name = Derwin, Personality = 0, Catchphrase = derrrr, Shirt = 0x2487, Furniture = [0x2149, 0x236B, 0x240A, 0x27EE, 0x7FFE, 0x2B64, 0x2B63, 0x2B63, 0x2B5F, 0x2B61, 0x2B61, 0x2B62, 0x2B62, 0x2B65, 0x22EB, 0x2CBD, 0x2D27, 0x7FFE, 0x2D6D, 0x2EC5, 0x40087, ]
ID = 0x0088, Name = Drake, Personality = 0, Catchphrase = quacko, Shirt = 0x24C3, Furniture = [0x214A, 0x2355, 0x23F0, 0x27EE, 0x2B3E, 0x2A22, 0x2A21, 0x29ED, 0x2C44, 0x2A28, 0x2B90, 0x7FFE, 0x2C47, 0x29EE, 0x2BC4, 0x2D96, 0x2D67, 0x7FFE, 0x2A36, 0x7FFE, 0x1E0088, ]
ID = 0x0089, Name = Scoot, Personality = 1, Catchphrase = zip zoom, Shirt = 0x245B, Furniture = [0x216A, 0x236C, 0x241E, 0x2803, 0x2BB0, 0x2BAD, 0x2BB3, 0x2BB2, 0x2B9D, 0x2BB1, 0x2C71, 0x2B74, 0x2BDB, 0x2D2D, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D71, 0x7FFE, 0x70089, ]
ID = 0x008A, Name = Weber, Personality = 0, Catchphrase = quaa, Shirt = 0x7FFE, Furniture = [0x2130, 0x2388, 0x2480, 0x27E6, 0x2BEE, 0x2F9F, 0x2D59, 0x2FA0, 0x7FFE, 0x2FA1, 0x2F86, 0x2FB1, 0x7FFE, 0x2F91, 0x2ED6, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D7A, 0x2FED, 0x27008A, ]
ID = 0x008B, Name = Miranda, Personality = 6, Catchphrase = quackulous, Shirt = 0x24E1, Furniture = [0x2175, 0x238B, 0x2415, 0x27F8, 0x2D40, 0x2DDA, 0x2D29, 0x29F9, 0x2DE3, 0x2CFD, 0x2DE1, 0x2BE0, 0x2BF3, 0x7FFE, 0x2C46, 0x2950, 0x7FFE, 0x7FFE, 0x2D7B, 0x7FFE, 0x31008B, ]
ID = 0x008C, Name = Ketchup, Personality = 5, Catchphrase = bitty, Shirt = 0x7FFE, Furniture = [0x216B, 0x2391, 0x2406, 0x27EC, 0x7FFE, 0x2B2F, 0x2F9C, 0x7FFE, 0x2F55, 0x2EDD, 0x2EDD, 0x2EDD, 0x2EDD, 0x7FFE, 0x2EED, 0x2FE4, 0x7FFE, 0x7FFE, 0x2F26, 0x7FFE, 0x4E008C, ]
ID = 0x008D, Name = Gloria, Personality = 6, Catchphrase = quacker, Shirt = 0x250C, Furniture = [0x217D, 0x238B, 0x2429, 0x2801, 0x2BEE, 0x2C44, 0x2A3E, 0x2C49, 0x2B93, 0x2AE3, 0x2CF6, 0x2BE1, 0x7FFE, 0x2C76, 0x2D9C, 0x2D67, 0x2D2B, 0x7FFE, 0x2CD7, 0x7FFE, 0x18008D, ]
ID = 0x008E, Name = Molly, Personality = 4, Catchphrase = quackidee, Shirt = 0x2590, Furniture = [0x2155, 0x238C, 0x23F3, 0x27FA, 0x29F5, 0x2CE8, 0x29F9, 0x29FC, 0x29FB, 0x2BE6, 0x29F8, 0x2BD5, 0x29FD, 0x29FA, 0x2C24, 0x2CFE, 0x295A, 0x7FFE, 0x2D6E, 0x2CD6, 0x3008E, ]
ID = 0x008F, Name = Quillson, Personality = 3, Catchphrase = ridukulous, Shirt = 0x2560, Furniture = [0x217E, 0x234C, 0x2420, 0x27F2, 0x2A37, 0x2D61, 0x2C4C, 0x2306, 0x2A3B, 0x2D4D, 0x2C07, 0x2C2F, 0x2BDB, 0x2D2D, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D0A, 0x2CD6, 0x008F, ]
ID = 0x0090, Name = Opal, Personality = 6, Catchphrase = snoot, Shirt = 0x24B5, Furniture = [0x2163, 0x234C, 0x2426, 0x27F2, 0x2D40, 0x29DF, 0x29E7, 0x2DE3, 0x29F9, 0x29E6, 0x29E1, 0x7FFE, 0x2C46, 0x2BD7, 0x2D2B, 0x7FFE, 0x7FFE, 0x7FFE, 0x29FF, 0x7FFE, 0x310090, ]
ID = 0x0091, Name = Dizzy, Personality = 0, Catchphrase = woo-oo, Shirt = 0x246B, Furniture = [0x2148, 0x2385, 0x2406, 0x27E6, 0x2B3E, 0x2A43, 0x2A42, 0x2B37, 0x2C4D, 0x2BCA, 0x298C, 0x296B, 0x2990, 0x2963, 0x2C74, 0x2C58, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x240091, ]
ID = 0x0092, Name = Big Top, Personality = 0, Catchphrase = villain, Shirt = 0x2469, Furniture = [0x2170, 0x2365, 0x2433, 0x27EF, 0x2B6D, 0x2B23, 0x2B23, 0x2D3E, 0x2B25, 0x2B26, 0x2BF6, 0x2C4E, 0x2EA6, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x150092, ]
ID = 0x0093, Name = Eloise, Personality = 6, Catchphrase = tooooot, Shirt = 0x2487, Furniture = [0x212F, 0x236D, 0x240E, 0x27F5, 0x29F5, 0x2A01, 0x29F9, 0x29FC, 0x2C4B, 0x2A06, 0x24E0, 0x2BE2, 0x2BBC, 0x7FFE, 0x2C37, 0x7FFE, 0x7FFE, 0x7FFE, 0x29FF, 0x7FFE, 0x10093, ]
ID = 0x0094, Name = Margie, Personality = 4, Catchphrase = tootie, Shirt = 0x2508, Furniture = [0x2135, 0x2394, 0x2412, 0x27FA, 0x2A16, 0x2A1F, 0x2A1D, 0x29E2, 0x2A1B, 0x2BF3, 0x2E70, 0x2BB4, 0x2C47, 0x2BDB, 0x2D38, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x70094, ]
ID = 0x0095, Name = Paolo, Personality = 0, Catchphrase = pal, Shirt = 0x7FFE, Furniture = [0x2164, 0x23D3, 0x2471, 0x27FD, 0x2BB0, 0x2D40, 0x2F3C, 0x2F25, 0x2F3C, 0x2FEC, 0x2FF4, 0x2EE1, 0x29E5, 0x2BDE, 0x2EE8, 0x7FFE, 0x7FFE, 0x7FFE, 0x300E, 0x7FFE, 0x310095, ]
ID = 0x0096, Name = Axel, Personality = 1, Catchphrase = WHONK, Shirt = 0x2471, Furniture = [0x2166, 0x2351, 0x245F, 0x27FF, 0x2A47, 0x2C01, 0x2A4B, 0x2A45, 0x2B0D, 0x2C62, 0x2A49, 0x2BD6, 0x7FFE, 0x2B0E, 0x2D34, 0x7FFE, 0x7FFE, 0x7FFE, 0x2A4C, 0x7FFE, 0xE0096, ]
ID = 0x0097, Name = Ellie, Personality = 4, Catchphrase = li'l one, Shirt = 0x7FFE, Furniture = [0x215C, 0x23D8, 0x2475, 0x27F5, 0x2F15, 0x2FE8, 0x2FE8, 0x2FE8, 0x2F47, 0x2F7E, 0x2F7F, 0x2F7E, 0x2F7F, 0x2FA8, 0x3007, 0x2F00, 0x2F0A, 0x2F95, 0x2FCA, 0x7FFE, 0x50097, ]
ID = 0x0098, Name = Tucker, Personality = 0, Catchphrase = fuzzers, Shirt = 0x24F4, Furniture = [0x2143, 0x23A8, 0x2434, 0x2804, 0x2C1A, 0x2B2D, 0x2B03, 0x2B01, 0x2B03, 0x2991, 0x2BDF, 0x2BE4, 0x2997, 0x2990, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x240098, ]
ID = 0x0099, Name = Tia, Personality = 4, Catchphrase = teacup, Shirt = 0x255B, Furniture = [0x2167, 0x2351, 0x245C, 0x27E8, 0x2BC8, 0x2A00, 0x2C1E, 0x2E5C, 0x2AEA, 0x7FFE, 0x2A06, 0x2BE2, 0x7FFE, 0x2C46, 0x2C24, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CD7, 0x7FFE, 0x400099, ]
ID = 0x009A, Name = Chai, Personality = 5, Catchphrase = flap flap, Shirt = 0x7FFE, Furniture = [0x2135, 0x23E2, 0x248A, 0x27F1, 0x7FFE, 0x306E, 0x7FFE, 0x2AD4, 0x2DE7, 0x306D, 0x2ADB, 0x306F, 0x306C, 0x3070, 0x3071, 0x7FFE, 0x7FFE, 0x7FFE, 0x2AD9, 0x7FFE, 0x18009A, ]
ID = 0x009B, Name = Lily, Personality = 4, Catchphrase = zzrrbbitt, Shirt = 0x24C0, Furniture = [0x2137, 0x2371, 0x240E, 0x27F7, 0x2A26, 0x2A29, 0x2A22, 0x2C6F, 0x2C6C, 0x2C22, 0x2C27, 0x2BC6, 0x2C7B, 0x2C70, 0x2C50, 0x7FFE, 0x7FFE, 0x7FFE, 0x2AEC, 0x7FFE, 0x1B009B, ]
ID = 0x009C, Name = Ribbot, Personality = 1, Catchphrase = toady, Shirt = 0x2457, Furniture = [0x2158, 0x2395, 0x23F1, 0x27ED, 0x2DAF, 0x2B47, 0x2DB6, 0x2DB0, 0x2B45, 0x2DB5, 0x2DB3, 0x7FFE, 0x2B46, 0x29D6, 0x2D46, 0x7FFE, 0x7FFE, 0x7FFE, 0x2DB4, 0x7FFE, 0x49009C, ]
ID = 0x009D, Name = Frobert, Personality = 1, Catchphrase = fribbit, Shirt = 0x24DB, Furniture = [0x2162, 0x23A4, 0x240D, 0x27F8, 0x2A68, 0x2A67, 0x2A4B, 0x2A64, 0x2C6F, 0x29D7, 0x2A65, 0x2A6C, 0x2A69, 0x7FFE, 0x2C75, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x23009D, ]
ID = 0x009E, Name = Camofrog, Personality = 2, Catchphrase = ten-hut, Shirt = 0x2458, Furniture = [0x2145, 0x2384, 0x2449, 0x27E7, 0x2310, 0x2B23, 0x2C14, 0x2D3E, 0x2B24, 0x299F, 0x2B70, 0x2B70, 0x29D9, 0x2B7E, 0x2C4E, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CD6, 0x10009E, ]
ID = 0x009F, Name = Drift, Personality = 1, Catchphrase = brah, Shirt = 0x246D, Furniture = [0x2153, 0x23A8, 0x240D, 0x27FA, 0x2A26, 0x2A21, 0x2A29, 0x2A22, 0x2A25, 0x298C, 0x2C1D, 0x2A27, 0x2BDD, 0x2BE1, 0x2C17, 0x7FFE, 0x7FFE, 0x7FFE, 0x2A2B, 0x7FFE, 0x1B009F, ]
ID = 0x00A0, Name = Wart Jr., Personality = 2, Catchphrase = grr-ribbit, Shirt = 0x24EA, Furniture = [0x2164, 0x2375, 0x243A, 0x27FB, 0x2C66, 0x29E4, 0x29E8, 0x29E2, 0x29E2, 0x2BD2, 0x2BD3, 0x2BCE, 0x2BCC, 0x297E, 0x2D38, 0x22EE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x1600A0, ]
ID = 0x00A1, Name = Puddles, Personality = 5, Catchphrase = splish, Shirt = 0x24D4, Furniture = [0x2155, 0x23A4, 0x2437, 0x27FC, 0x2B2F, 0x2CC9, 0x2CC9, 0x2C2D, 0x7FFE, 0x2BDA, 0x7FFE, 0x2AF0, 0x2C26, 0x2C22, 0x2C50, 0x7FFE, 0x7FFE, 0x7FFE, 0x2AEC, 0x7FFE, 0x2200A1, ]
ID = 0x00A2, Name = Jeremiah, Personality = 0, Catchphrase = nee-deep, Shirt = 0x2474, Furniture = [0x2138, 0x2391, 0x2411, 0x27ED, 0x2A10, 0x2A0B, 0x2A11, 0x2A0C, 0x2A0F, 0x7FFE, 0x29BF, 0x2A14, 0x2BDC, 0x2BD5, 0x2C4F, 0x7FFE, 0x7FFE, 0x7FFE, 0x2A15, 0x7FFE, 0x1B00A2, ]
ID = 0x00A3, Name = Tad, Personality = 1, Catchphrase = sluuuurp, Shirt = 0x7FFE, Furniture = [0x2173, 0x23DB, 0x247C, 0x27E9, 0x2EF6, 0x2F39, 0x2F8C, 0x2F39, 0x2F39, 0x2F8E, 0x2F8E, 0x7FFE, 0x2F54, 0x2F5B, 0x2F0F, 0x2F08, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x1700A3, ]
ID = 0x00A4, Name = Cousteau, Personality = 1, Catchphrase = oui oui, Shirt = 0x24A7, Furniture = [0x2141, 0x234C, 0x23EB, 0x27EA, 0x2D4F, 0x29E7, 0x29E7, 0x29E4, 0x2D28, 0x2BD7, 0x7FFE, 0x7FFE, 0x2BD7, 0x2C48, 0x2D36, 0x7FFE, 0x7FFE, 0x7FFE, 0x29E9, 0x7FFE, 0x1600A4, ]
ID = 0x00A5, Name = Huck, Personality = 3, Catchphrase = hopper, Shirt = 0x7FFE, Furniture = [0x2160, 0x23D6, 0x2481, 0x27FC, 0x2B2F, 0x2F85, 0x2EEE, 0x2BB2, 0x7FFE, 0x2F60, 0x2F79, 0x2FAA, 0x2F90, 0x2F76, 0x2EDE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D75, 0x2F81, 0x100A5, ]
ID = 0x00A6, Name = Prince, Personality = 0, Catchphrase = burrup, Shirt = 0x2487, Furniture = [0x2164, 0x2398, 0x2406, 0x27E9, 0x29F0, 0x2CF3, 0x2C4A, 0x2C6F, 0x29ED, 0x2BE2, 0x2BE2, 0x2D19, 0x2D19, 0x2C70, 0x2DA1, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x00A6, ]
ID = 0x00A7, Name = Jambette, Personality = 4, Catchphrase = croak-kay, Shirt = 0x2566, Furniture = [0x2153, 0x238C, 0x2412, 0x27EB, 0x7FFE, 0x29FC, 0x29F9, 0x29F6, 0x2C44, 0x2BD6, 0x2BDC, 0x2C46, 0x2BDA, 0x29E6, 0x2D2B, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D6A, 0x7FFE, 0x1500A7, ]
ID = 0x00A8, Name = Raddle, Personality = 0, Catchphrase = aaach—, Shirt = 0x7FFE, Furniture = [0x215B, 0x2352, 0x2478, 0x27ED, 0x2F1A, 0x2F67, 0x2F1E, 0x2F57, 0x2ED7, 0x7FFE, 0x2F4F, 0x2F58, 0x2F4D, 0x2FF5, 0x2F06, 0x7FFE, 0x7FFE, 0x7FFE, 0x2F5D, 0x7FFE, 0x1200A8, ]
ID = 0x00A9, Name = Gigi, Personality = 6, Catchphrase = ribbette, Shirt = 0x2522, Furniture = [0x2152, 0x239E, 0x2410, 0x27EB, 0x2A00, 0x2C6F, 0x2A05, 0x2A04, 0x7FFE, 0x2A06, 0x2C70, 0x2BD7, 0x252D, 0x2C47, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x1200A9, ]
ID = 0x00AA, Name = Croque, Personality = 2, Catchphrase = as if, Shirt = 0x2529, Furniture = [0x217F, 0x23C0, 0x245B, 0x2809, 0x2C66, 0x2C1A, 0x2E21, 0x2E21, 0x2E21, 0x2BAB, 0x2BAC, 0x2BAC, 0x295F, 0x295F, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x4000AA, ]
ID = 0x00AB, Name = Diva, Personality = 7, Catchphrase = ya know, Shirt = 0x24E1, Furniture = [0x217C, 0x23C1, 0x2439, 0x27FE, 0x2D40, 0x2DDC, 0x2DDC, 0x2DE3, 0x2DDE, 0x2BFF, 0x2BFF, 0x2BFB, 0x2BE2, 0x2BF3, 0x2E25, 0x2C46, 0x2E25, 0x7FFE, 0x7FFE, 0x7FFE, 0x1B00AB, ]
ID = 0x00AC, Name = Henry, Personality = 3, Catchphrase = snoozit, Shirt = 0x248E, Furniture = [0x214C, 0x2375, 0x23F3, 0x27E9, 0x2E0D, 0x2C4A, 0x2A11, 0x2E09, 0x2E0A, 0x2BDD, 0x2A14, 0x2D1F, 0x2E0E, 0x2C3A, 0x2D97, 0x2E08, 0x22ED, 0x7FFE, 0x2A15, 0x2CD8, 0xD00AC, ]
ID = 0x00AD, Name = Chevre, Personality = 4, Catchphrase = la baa, Shirt = 0x2494, Furniture = [0x212B, 0x234E, 0x23ED, 0x27F0, 0x2A00, 0x2A04, 0x2AC0, 0x2C6F, 0x2BF1, 0x2B8A, 0x2AC2, 0x2E3D, 0x2BE1, 0x2D37, 0x2C24, 0x2CFE, 0x7FFE, 0x7FFE, 0x2A0A, 0x2CD6, 0x1800AD, ]
ID = 0x00AE, Name = Nan, Personality = 4, Catchphrase = kid, Shirt = 0x24D1, Furniture = [0x2131, 0x238B, 0x2419, 0x27F4, 0x2BEE, 0x2ADD, 0x2C49, 0x2AE2, 0x2D35, 0x7FFE, 0x2BD5, 0x2CF6, 0x2BE7, 0x2D33, 0x2DE2, 0x2BCE, 0x7FFE, 0x7FFE, 0x2CD7, 0x7FFE, 0x100AE, ]
ID = 0x00AF, Name = Billy, Personality = 1, Catchphrase = dagnaabit, Shirt = 0x7FFE, Furniture = [0x2175, 0x2353, 0x2470, 0x27E7, 0x2CF0, 0x2FC4, 0x2F64, 0x2FD8, 0x2F33, 0x7FFE, 0x7FFE, 0x2F46, 0x2BA5, 0x2FBB, 0x2EDF, 0x2CAA, 0x2F5A, 0x2EF8, 0x2EFC, 0x7FFE, 0x1200AF, ]
ID = 0x00B0, Name = Gruff, Personality = 2, Catchphrase = bleh eh eh, Shirt = 0x2464, Furniture = [0x216D, 0x2381, 0x23F1, 0x2803, 0x7FFE, 0x2DAF, 0x2D59, 0x2DB0, 0x2C05, 0x2C52, 0x2B82, 0x2C07, 0x2E27, 0x2BEB, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D0A, 0x2CD8, 0x3600B0, ]
ID = 0x00B1, Name = Velma, Personality = 6, Catchphrase = blih, Shirt = 0x25A0, Furniture = [0x2131, 0x2396, 0x2426, 0x27FE, 0x2BEE, 0x29FB, 0x29F9, 0x2C49, 0x29FC, 0x29FA, 0x2CF6, 0x2BE8, 0x2C5A, 0x2BE1, 0x2D27, 0x292F, 0x2BF4, 0x7FFE, 0x7FFE, 0x7FFE, 0x1800B1, ]
ID = 0x00B2, Name = Kidd, Personality = 3, Catchphrase = wut, Shirt = 0x2574, Furniture = [0x2156, 0x23A0, 0x2422, 0x27E7, 0x2E14, 0x2C1C, 0x2C2B, 0x2C23, 0x2C4B, 0x2C41, 0x2C7B, 0x2C21, 0x2C27, 0x2D49, 0x295A, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D74, 0x7FFE, 0x2300B2, ]
ID = 0x00B3, Name = Pashmina, Personality = 7, Catchphrase = kidders, Shirt = 0x250C, Furniture = [0x213B, 0x238C, 0x242C, 0x27FC, 0x2DDA, 0x2DE3, 0x2ADD, 0x2DDC, 0x2C49, 0x2BE2, 0x2BE8, 0x2BE7, 0x2D48, 0x2974, 0x2DE2, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x800B3, ]
ID = 0x00B4, Name = Cesar, Personality = 2, Catchphrase = highness, Shirt = 0x2466, Furniture = [0x2157, 0x2374, 0x242A, 0x27ED, 0x2A00, 0x2A05, 0x7FFE, 0x2C49, 0x2A04, 0x2A06, 0x2997, 0x7FFE, 0x2BE1, 0x2CFD, 0x2C24, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CD7, 0x7FFE, 0x1900B4, ]
ID = 0x00B5, Name = Peewee, Personality = 2, Catchphrase = li'l dude, Shirt = 0x244C, Furniture = [0x216F, 0x2385, 0x241F, 0x27E9, 0x2A37, 0x2E3E, 0x2D59, 0x2C4C, 0x7FFE, 0x7FFE, 0x2BF0, 0x2BE3, 0x2BE4, 0x2BE5, 0x2D26, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D71, 0x7FFE, 0x3A00B5, ]
ID = 0x00B6, Name = Boone, Personality = 1, Catchphrase = baboom, Shirt = 0x24C6, Furniture = [0x215A, 0x2385, 0x2439, 0x27EA, 0x2A32, 0x2A31, 0x2B25, 0x2A33, 0x2B2D, 0x2C47, 0x7FFE, 0x2BF5, 0x2AFE, 0x2B04, 0x2D95, 0x2D97, 0x7FFE, 0x7FFE, 0x2CB8, 0x7FFE, 0x2200B6, ]
ID = 0x00B7, Name = Louie, Personality = 1, Catchphrase = hoo hoo ha, Shirt = 0x7FFE, Furniture = [0x2131, 0x23D1, 0x246E, 0x27EC, 0x2B21, 0x2F19, 0x2B23, 0x2F25, 0x2F2A, 0x2F8D, 0x2F2B, 0x2E23, 0x2FCD, 0x2F22, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D71, 0x2CD6, 0x1500B7, ]
ID = 0x00B8, Name = Boyd, Personality = 0, Catchphrase = uh-oh, Shirt = 0x7FFE, Furniture = [0x217E, 0x2365, 0x2404, 0x27FB, 0x7FFE, 0x2F17, 0x2F18, 0x2B13, 0x2B13, 0x2B1D, 0x2F42, 0x3001, 0x2B14, 0x2F16, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x1700B8, ]
ID = 0x00B9, Name = Violet, Personality = 6, Catchphrase = sweetie, Shirt = 0x2473, Furniture = [0x213C, 0x234C, 0x242D, 0x27F3, 0x29DF, 0x29E8, 0x2A1F, 0x2C49, 0x2A1F, 0x29E5, 0x29E5, 0x2BD7, 0x2BD7, 0x2965, 0x29E6, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D6A, 0x7FFE, 0x1300B9, ]
ID = 0x00BA, Name = Al, Personality = 0, Catchphrase = ayyyeee, Shirt = 0x2531, Furniture = [0x216C, 0x2382, 0x2409, 0x27EE, 0x2B6C, 0x2B24, 0x2C2B, 0x2B23, 0x2B25, 0x2B6F, 0x2B70, 0x2BF5, 0x2B7E, 0x2B26, 0x2C4E, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D71, 0x7FFE, 0x1C00BA, ]
ID = 0x00BB, Name = Rocket, Personality = 7, Catchphrase = vroom, Shirt = 0x246A, Furniture = [0x217A, 0x23C5, 0x2419, 0x27FE, 0x2A4D, 0x2A4E, 0x2DAB, 0x2D9B, 0x2C4B, 0x2D9A, 0x2EA7, 0x2D98, 0x2D99, 0x24B7, 0x28B0, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D7A, 0x7FFE, 0xC00BB, ]
ID = 0x00BC, Name = Hans, Personality = 3, Catchphrase = groovy, Shirt = 0x24BA, Furniture = [0x214F, 0x2352, 0x2417, 0x2801, 0x2A32, 0x29E2, 0x2BB2, 0x2C44, 0x2C2B, 0x2D53, 0x2C34, 0x2BE3, 0x2BE4, 0x2E6F, 0x2EA2, 0x2D67, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2400BC, ]
ID = 0x00BD, Name = Rilla, Personality = 5, Catchphrase = hello, Shirt = 0x7FFE, Furniture = [0x2182, 0x23DE, 0x2486, 0x27EB, 0x3055, 0x3052, 0x7FFE, 0x2B93, 0x3054, 0x3053, 0x3056, 0x7FFE, 0x2F99, 0x2AF0, 0x2B89, 0x2B88, 0x7FFE, 0x7FFE, 0x3058, 0x2EC5, 0x1B00BD, ]
ID = 0x00BE, Name = Hamlet, Personality = 1, Catchphrase = hammie, Shirt = 0x2464, Furniture = [0x2139, 0x2368, 0x244C, 0x2802, 0x2E0D, 0x2A4B, 0x2E09, 0x2B37, 0x7FFE, 0x298A, 0x2E07, 0x2D42, 0x2C02, 0x2D3D, 0x2D34, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D72, 0x2EC5, 0x1800BE, ]
ID = 0x00BF, Name = Apple, Personality = 5, Catchphrase = cheekers, Shirt = 0x249B, Furniture = [0x2160, 0x23B8, 0x2427, 0x27F0, 0x2A4D, 0x2A68, 0x2AD8, 0x2A67, 0x2A67, 0x2CFA, 0x2BC3, 0x2A4F, 0x2CFA, 0x2D39, 0x2C50, 0x2BC4, 0x7FFE, 0x7FFE, 0x7FFE, 0x2EC5, 0x3300BF, ]
ID = 0x00C0, Name = Graham, Personality = 3, Catchphrase = indeed, Shirt = 0x24A4, Furniture = [0x2182, 0x2396, 0x2431, 0x27E9, 0x2E3E, 0x2CE8, 0x2A3E, 0x2E18, 0x2E11, 0x2D57, 0x2D57, 0x2D24, 0x2D24, 0x2D42, 0x2D56, 0x2182, 0x7FFE, 0x7FFE, 0x2D73, 0x2CD6, 0x300C0, ]
ID = 0x00C1, Name = Rodney, Personality = 3, Catchphrase = le ham, Shirt = 0x248A, Furniture = [0x216D, 0x236D, 0x2424, 0x27FD, 0x2A47, 0x2C01, 0x2B93, 0x2E18, 0x2C81, 0x2C62, 0x2C09, 0x2C08, 0x2C0A, 0x2DA6, 0x2D05, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x900C1, ]
ID = 0x00C2, Name = Soleil, Personality = 6, Catchphrase = tarnation, Shirt = 0x25A0, Furniture = [0x217B, 0x2394, 0x242B, 0x27FA, 0x2D40, 0x29DF, 0x29E4, 0x2A1F, 0x7FFE, 0x2C70, 0x29E6, 0x2965, 0x2BDD, 0x2D3F, 0x2D38, 0x2C46, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x3D00C2, ]
ID = 0x00C3, Name = Clay, Personality = 0, Catchphrase = thump, Shirt = 0x24C5, Furniture = [0x2143, 0x237F, 0x2402, 0x2804, 0x2C1A, 0x2B2D, 0x2B03, 0x7FFE, 0x3161, 0x2E31, 0x2E31, 0x2C00, 0x2C00, 0x2AFD, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x00C3, ]
ID = 0x00C4, Name = Flurry, Personality = 4, Catchphrase = powderpuff, Shirt = 0x24C3, Furniture = [0x2176, 0x234E, 0x2453, 0x27E8, 0x2A00, 0x2A01, 0x2AE8, 0x2A04, 0x2ABC, 0x2C20, 0x2C26, 0x2C40, 0x2AF0, 0x2BD8, 0x7FFE, 0x2CFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x700C4, ]
