0x0000, Empty
0x2709, Mortar Wall
0x270A, Gold Screen Wall
0x270B, Tea Room Wall
0x270C, Citrus Wall
0x270D, Cabin Wall
0x270E, Blue Tarp
0x270F, Lunar Horizon
0x2710, Garden Wall
0x2711, Spooky Wall
0x2712, Western Vista
0x2713, Green Wall
0x2714, Blue Wall
0x2715, Regal Wall
0x2716, Ranch Wall
0x2717, Modern Wall
0x2718, Cabana Wall
0x2719, Snowman Wall
0x271A, Backyard Fence
0x271B, Music Room Wall
0x271C, Plaza Wall
0x271D, Lattice Wall
0x271E, Ornate Wall
0x271F, Modern Screen
0x2720, Bamboo Wall
0x2721, Kitchen Wall
0x2722, Old Brick Wall
0x2723, Stately Wall
0x2724, Imperial Wall
0x2725, Manor Wall
0x2726, Ivy Wall
0x2727, Mod Wall
0x2728, Rose Wall
0x2729, Wood Paneling
0x272A, Concrete Wall
0x272B, Office Wall
0x272C, Ancient Wall
0x272D, Exquisite Wall
0x272E, Sandlot Wall
0x272F, Jingle Wall
0x2730, Meadow Vista
0x2731, Tree-Lined Wall
0x2732, Mosaic Wall
0x2733, Arched Window
0x2734, Basement Wall
0x2735, Backgammon Wall
0x2736, Kiddie Wall
0x2737, Shanty Wall
0x2738, Industrial Wall
0x2739, Desert Vista
0x273A, Library Wall
0x273B, Floral Wall
0x273C, Tropical Vista
0x273D, Playroom Wall
0x273E, Kitschy Wall
0x273F, Groovy Wall
0x2800, Apple
0x2801, Cherry
0x2802, Pear
0x2803, Peach
0x2804, Orange
0x2805, Mushroom
0x2806, Candy
0x2900, Potted Sapling
0x2901, White Pansy Bag
0x2902, Purple Pansy Bag
0x2903, Yellow Pansy Bag
0x2904, White Cosmos Bag
0x2905, Pink Cosmos Bag
0x2906, Blue Cosmos Bag
0x2907, Red Tulip Bag
0x2908, White Tulip Bag
0x2909, Yellow Tulip Bag
0x2A00, K.K. Chorale
0x2A01, K.K. March
0x2A02, K.K. Waltz
0x2A03, K.K. Swing
0x2A04, K.K. Jazz
0x2A05, K.K. Fusion
0x2A06, K.K. Etude
0x2A07, K.K. Lullaby
0x2A08, K.K. Aria
0x2A09, K.K. Samba
0x2A0A, K.K. Bossa
0x2A0B, K.K. Calypso
0x2A0C, K.K. Salsa
0x2A0D, K.K. Mambo
0x2A0E, K.K. Reggae
0x2A0F, K.K. Ska
0x2A10, K.K. Tango
0x2A11, K.K. Faire
0x2A12, Aloha K.K.
0x2A13, Lucky K.K.
0x2A14, K.K. Condor
0x2A15, K.K. Steppe
0x2A16, Imperial K.K.
0x2A17, K.K. Casbah
0x2A18, K.K. Safari
0x2A19, K.K. Folk
0x2A1A, K.K. Rock
0x2A1B, Rockin' K.K.
0x2A1C, K.K. Ragtime
0x2A1D, K.K. Gumbo
0x2A1E, The K. Funk
0x2A1F, K.K. Blues
0x2A20, Soulful K.K.
0x2A21, K.K. Soul
0x2A22, K.K. Cruisin'
0x2A23, K.K. Love Song
0x2A24, K.K. D & B
0x2A25, K.K. Technopop
0x2A26, DJ K.K.
0x2A27, Only Me
0x2A28, K.K. Country
0x2A29, Surfin' K.K.
0x2A2A, K.K. Ballad
0x2A2B, Comrade K.K.
0x2A2C, K.K. Lament
0x2A2D, Go K.K. Rider!
0x2A2E, K.K. Dirge
0x2A2F, K.K. Western
0x2A30, Mr. K.K.
0x2A31, Café K.K.
0x2A32, K.K. Parade
0x2A33, Señor K.K.
0x2A34, K.K. Song
0x2A35, I Love You
0x2A36, Two Days Ago
0x2B00, Unused Item
0x2C00, January Ticket (1)
0x2C01, January Ticket (2)
0x2C02, January Ticket (3)
0x2C03, January Ticket (4)
0x2C04, January Ticket (5)
0x2C05, January Ticket (1) (2)
0x2C06, January Ticket (1) (3)
0x2C07, January Ticket (1) (4)
0x2C08, February Ticket (1)
0x2C09, February Ticket (2)
0x2C0A, February Ticket (3)
0x2C0B, February Ticket (4)
0x2C0C, February Ticket (5)
0x2C0D, February Ticket (1) (2)
0x2C0E, February Ticket (1) (3)
0x2C0F, February Ticket (1) (4)
0x2C10, March Ticket (1)
0x2C11, March Ticket (2)
0x2C12, March Ticket (3)
0x2C13, March Ticket (4)
0x2C14, March Ticket (5)
0x2C15, March Ticket (1) (2)
0x2C16, March Ticket (1) (3)
0x2C17, March Ticket (1) (4)
0x2C18, April Ticket (1)
0x2C19, April Ticket (2)
0x2C1A, April Ticket (3)
0x2C1B, April Ticket (4)
0x2C1C, April Ticket (5)
0x2C1D, April Ticket (1) (2)
0x2C1E, April Ticket (1) (3)
0x2C1F, April Ticket (1) (4)
0x2C20, May Ticket (1)
0x2C21, May Ticket (2)
0x2C22, May Ticket (3)
0x2C23, May Ticket (4)
0x2C24, May Ticket (5)
0x2C25, May Ticket (1) (2)
0x2C26, May Ticket (1) (3)
0x2C27, May Ticket (1) (4)
0x2C28, June Ticket (1)
0x2C29, June Ticket (2)
0x2C2A, June Ticket (3)
0x2C2B, June Ticket (4)
0x2C2C, June Ticket (5)
0x2C2D, June Ticket (1) (2)
0x2C2E, June Ticket (1) (3)
0x2C2F, June Ticket (1) (4)
0x2C30, July Ticket (1)
0x2C31, July Ticket (2)
0x2C32, July Ticket (3)
0x2C33, July Ticket (4)
0x2C34, July Ticket (5)
0x2C35, July Ticket (1) (2)
0x2C36, July Ticket (1) (3)
0x2C37, July Ticket (1) (4)
0x2C38, August Ticket (1)
0x2C39, August Ticket (2)
0x2C3A, August Ticket (3)
0x2C3B, August Ticket (4)
0x2C3C, August Ticket (5)
0x2C3D, August Ticket (1) (2)
0x2C3E, August Ticket (1) (3)
0x2C3F, August Ticket (1) (4)
0x2C40, September Ticket (1)
0x2C41, September Ticket (2)
0x2C42, September Ticket (3)
0x2C43, September Ticket (4)
0x2C44, September Ticket (5)
0x2C45, September Ticket (1) (2)
0x2C46, September Ticket (1) (3)
0x2C47, September Ticket (1) (4)
0x2C48, October Ticket (1)
0x2C49, October Ticket (2)
0x2C4A, October Ticket (3)
0x2C4B, October Ticket (4)
0x2C4C, October Ticket (5)
0x2C4D, October Ticket (1) (2)
0x2C4E, October Ticket (1) (3)
0x2C4F, October Ticket (1) (4)
0x2C50, November Ticket (1)
0x2C51, November Ticket (2)
0x2C52, November Ticket (3)
0x2C53, November Ticket (4)
0x2C54, November Ticket (5)
0x2C55, November Ticket (1) (2)
0x2C56, November Ticket (1) (3)
0x2C57, November Ticket (1) (4)
0x2C58, December Ticket (1)
0x2C59, December Ticket (2)
0x2C5A, December Ticket (3)
0x2C5B, December Ticket (4)
0x2C5C, December Ticket (5)
0x2C5D, December Ticket (1) (2)
0x2C5E, December Ticket (1) (3)
0x2C5F, December Ticket (1) (4)
0x2D00, Common Butterfly
0x2D01, Yellow Butterfly
0x2D02, Tiger Butterfly
0x2D03, Purple Butterfly
0x2D04, Robust Cicada
0x2D05, Walker Cicada
0x2D06, Evening Cicada
0x2D07, Brown Cicada
0x2D08, Bee
0x2D09, Common Dragonfly
0x2D0A, Red Dragonfly
0x2D0B, Darner Dragonfly
0x2D0C, Banded Dragonfly
0x2D0D, Long Locust
0x2D0E, Migratory Locust
0x2D0F, Cricket
0x2D10, Grasshopper
0x2D11, Bell Cricket
0x2D12, Pine Cricket
0x2D13, Drone Beetle
0x2D14, Dynastid Beetle
0x2D15, Flat Stag Beetle
0x2D16, Jewel Beetle
0x2D17, Longhorn Beetle
0x2D18, Ladybug
0x2D19, Spotted Ladybug
0x2D1A, Mantis
0x2D1B, Firefly
0x2D1C, Cockroach
0x2D1D, Saw Stag Beetle
0x2D1E, Mountain Beetle
0x2D1F, Giant Beetle
0x2E00, Grab Bag (1)
0x2E01, Grab Bag (2)
0x2F00, 10 Turnips
0x2F01, 50 Turnips
0x2F02, 100 Turnips
0x2F03, Spoiled Turnips
0x4000, House Stairs Warp #1
0x4001, House Stairs Warp #2
0x4080, Warp Zone
0x5000, Bob's House
0x5001, Olivia's House
0x5002, Mitzi's House
0x5003, Kiki's House
0x5004, Tangy's House
0x5005, Kabuki's House
0x5006, Tabby's House
0x5007, Monique's House
0x5008, Stinky's House
0x5009, Purrl's House
0x500A, Kitty's House
0x500B, Tom's House
0x500C, Rosie's House
0x500D, Nosegay's House
0x500E, Zoe's House
0x500F, Pango's House
0x5010, Cyrano's House
0x5011, Snooty's House
0x5012, Teddy's House
0x5013, Chow's House
0x5014, Dozer's House
0x5015, Nate's House
0x5016, Groucho's House
0x5017, Tutu's House
0x5018, Ursala's House
0x5019, Grizzly's House
0x501A, Pinky's House
0x501B, Jay's House
0x501C, Twiggy's House
0x501D, Anchovy's House
0x501E, Piper's House
0x501F, Admiral's House
0x5020, Otis's House
0x5021, Robin's House
0x5022, Midge's House
0x5023, Ace's House
0x5024, Twirp's House
0x5025, Chuck's House
0x5026, Stu's House
0x5027, Goose's House
0x5028, Betty's House
0x5029, Hector's House
0x502A, Egbert's House
0x502B, Ava's House
0x502C, Hank's House
0x502D, Leigh's House
0x502E, Rhoda's House
0x502F, Vladimir's House
0x5030, Murphy's House
0x5031, Cupcake's House
0x5032, Kody's House
0x5033, Maple's House
0x5034, Pudge's House
0x5035, Olive's House
0x5036, Poncho's House
0x5037, Bluebear's House
0x5038, Patty's House
0x5039, Petunia's House
0x503A, Bessie's House
0x503B, Belle's House
0x503C, Alfonso's House
0x503D, Boots's House
0x503E, Liz's House
0x503F, Biskit's House
0x5040, Goldie's House
0x5041, Daisy's House
0x5042, Lucky's House
0x5043, Portia's House
0x5044, Maddie's House
0x5045, Butch's House
0x5046, Bill's House
0x5047, Pompom's House
0x5048, Joey's House
0x5049, Scoot's House
0x504A, Derwin's House
0x504B, Freckles's House
0x504C, Paolo's House
0x504D, Dizzy's House
0x504E, Axel's House
0x504F, Emerald's House
0x5050, Tad's House
0x5051, Wart Jr.'s House
0x5052, Cousteau's House
0x5053, Puddles's House
0x5054, Lily's House
0x5055, Jeremiah's House
0x5056, Huck's House
0x5057, Camofrog's House
0x5058, Ribbot's House
0x5059, Prince's House
0x505A, Jambette's House
0x505B, Billy's House
0x505C, Chevere's House
0x505D, Iggy's House
0x505E, Gruff's House
0x505F, Sven's House
0x5060, Velma's House
0x5061, Jane's House
0x5062, Cesar's House
0x5063, Louie's House
0x5064, Peewee's House
0x5065, Rollo's House
0x5066, Bubbles's House
0x5067, Bertha's House
0x5068, Elmer's House
0x5069, Winnie's House
0x506A, Savannah's House
0x506B, Ed's House
0x506C, Cleo's House
0x506D, Peaches's House
0x506E, Buck's House
0x506F, Carrie's House
0x5070, Mathilda's House
0x5071, Marcy's House
0x5072, Kitt's House
0x5073, Valise's House
0x5074, Astrid's House
0x5075, Sydney's House
0x5076, Gonzo's House
0x5077, Ozzie's House
0x5078, Yuka's House
0x5079, Huggy's House
0x507A, Rex's House
0x507B, Aziz's House
0x507C, Leopold's House
0x507D, Samson's House
0x507E, Penny's House
0x507F, Dora's House
0x5080, Chico's House
0x5081, Candi's House
0x5082, Rizzo's House
0x5083, Anicotti's House
0x5084, Limberg's House
0x5085, Carmen's House
0x5086, Octavian's House
0x5087, Sandy's House
0x5088, Sprocket's House
0x5089, Rio's House
0x508A, Queenie's House
0x508B, Apollo's House
0x508C, Buzz's House
0x508D, Quetzel's House
0x508E, Amelia's House
0x508F, Pierce's House
0x5090, Roald's House
0x5091, Aurora's House
0x5092, Hopper's House
0x5093, Cube's House
0x5094, Puck's House
0x5095, Gwen's House
0x5096, Friga's House
0x5097, Curly's House
0x5098, Truffles's House
0x5099, Spork's House
0x509A, Hugh's House
0x509B, Rasher's House
0x509C, Sue E's House
0x509D, Hambo's House
0x509E, Lucy's House
0x509F, Cobb's House
0x50A0, Boris's House
0x50A1, Bunnie's House
0x50A2, Doc's House
0x50A3, Gaston's House
0x50A4, Coco's House
0x50A5, Gabi's House
0x50A6, Dotty's House
0x50A7, Genji's House
0x50A8, Snake's House
0x50A9, Claude's House
0x50AA, Tank's House
0x50AB, Spike's House
0x50AC, Tiara's House
0x50AD, Vesta's House
0x50AE, Filbert's House
0x50AF, Hazel's House
0x50B0, Peanut's House
0x50B1, Pecan's House
0x50B2, Ricky's House
0x50B3, Static's House
0x50B4, Mint's House
0x50B5, Nibbles's House
0x50B6, Tybalt's House
0x50B7, Rolf's House
0x50B8, Bangle's House
0x50B9, Lobo's House
0x50BA, Freya's House
0x50BB, Chief's House
0x50BC, Weber's House
0x50BD, Mallary's House
0x50BE, Wolfgang's House
0x50BF, Hornsby's House
0x50C0, Oxford's House
0x50C1, T-Bone's House
0x50C2, Biff's House
0x50C3, Opal's House
0x50C4, Bones's House
0x50C5, Bea's House
0x50C6, Bitty's House
0x50C7, Rocco's House
0x50C8, Lulu's House
0x50C9, Blaire's House
0x50CA, Sally's House
0x50CB, Ellie's House
0x50CC, Eloise's House
0x50CD, Alli's House
0x50CE, Pippy's House
0x50CF, Eunice's House
0x50D0, Baabara's House
0x50D1, Fang's House
0x50D2, Deena's House
0x50D3, Pate's House
0x50D4, Stella's House
0x50D5, Cashmere's House
0x50D6, Woolio's House
0x50D7, Cookie's House
0x50D8, Maelle's House
0x50D9, O'Hare's House
0x50DA, Bliss's House
0x50DB, Drift's House
0x50DC, Bud's House
0x50DD, Boomer's House
0x50DE, Elina's House
0x50DF, Flash's House
0x50E0, Dobie's House
0x50E1, Flossie's House
0x50E2, Annalise's House
0x50E3, Plucky's House
0x50E4, Faith's House
0x50E5, Yodel's House
0x50E6, Rowan's House
0x50E7, June's House
0x50E8, Cheri's House
0x50E9, Pigleg's House
0x50EA, Ankha's House
0x50EB, Punchy's House
0x5800, Upper Left Player House
0x5801, Upper Right Player House
0x5802, Lower Left Player House
0x5803, Lower Right Player House
0x5804, Nook's Cranny
0x5805, Nook 'n' Go
0x5806, Nookway
0x5807, Nookington's
0x5808, Post Office
0x5809, Train Station (Right)
0x580C, Police Station
0x580D, Waterfall
0x580E, Waterfall (Right)
0x580F, Waterfall (Left)
0x5810, Signboard (1)
0x5811, Signboard (2)
0x5812, Signboard (3)
0x5813, Signboard (4)
0x5814, Signboard (5)
0x5815, Signboard (6)
0x5816, Signboard (7)
0x5817, Signboard (8)
0x5818, Signboard (9)
0x5819, Signboard (10)
0x581A, Signboard (11)
0x581B, Signboard (12)
0x581C, Signboard (13)
0x581D, Signboard (14)
0x581E, Signboard (15)
0x581F, Signboard (16)
0x5820, Signboard (17)
0x5821, Signboard (18)
0x5822, Signboard (19)
0x5823, Signboard (20)
0x5824, Signboard (21)
0x5825, Shrine
0x5826, Crazy Redd's Tent
0x5827, Katrina's Tent
0x5828, Gracie's Car
0x5829, Igloo
0x582A, Festival Mat
0x582B, Aerobics Radio
0x582C, Redd's Stall (Right)
0x582D, Redd's Stall (Left)
0x582E, Katrina's Shrine (Right)
0x582F, Katrina's Shrine (Left)
0x5830, Katrina's New Years Table
0x5831, New Years Clock (Part 1)
0x5832, New Years Clock (Part 2)
0x5833, Red Sports Fair Balls
0x5834, White Sports Fair Balls
0x5835, Red Sports Fair Basket
0x5836, White Sports Fair Basket
0x5837, Fish Check Stand (Right)
0x5838, Fish Check Stand (Left)
0x5839, Fish Windsock
0x583A, Dump
0x5840, Lily Pads
0x5841, K.K. Slider's Box
0x5842, Train Station (Left)
0x5843, Lighthouse
0x8000, Beta Paper Airplane (Replicates Limitlessly)
0x8003, Beta Yellow/Brown Rotating Cube
0xA000, Upper Left House's Mailbox
0xA001, Upper Right House's Mailbox
0xA002, Lower Left House's Mailbox
0xA003, Lower Right House's Mailbox
0xA004, Upper Left House's Gyroid
0xA005, Upper Right House's Gyroid
0xA006, Lower Left House's Gyroid
0xA007, Lower Right House's Gyroid
0xA008, Snowman #1
0xA009, Snowman #2
0xA00A, Snowman #3
0xA00B, Snowman #4
0xA00C, Snowman #5
0xA00D, Snowman #6
0xA00E, Snowman #7
0xA00F, Snowman #8
0xA010, Snowman #9
0xA011, Train Caboose Door
0xA012, Villager Signboard
0xA013, Player (Laying on Side, Soft-locks Game, Seen in Wrong-warp)
0xA016, Player (Standing, Soft-locks Game)
0xFE1B, House Exit Flooring
0xFE1F, Multispace Furniture Collision Box
0xFE20, Custom Pattern
0xFFFE, House Reserved Space
0xFFFF, World Reserved Space
