//Villager Info
ID = 0x0000, Name = Cyrano, Personality = 2, Catchphrase = ah-CHOO, Shirt = 0x2472, Furniture = [0x2137, 0x2386, 0x23F6, 0x2759, 0x2AF0, 0x2AF1, 0x2AFD, 0x2AF1, 0x293E, 0x7FFE, 0x2AFC, 0x2AEF, 0x2AFB, 0x290C, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x200000, ]
ID = 0x0086, Name = Camofrog, Personality = 2, Catchphrase = ten-hut, Shirt = 0x2458, Furniture = [0x2140, 0x237A, 0x2425, 0x2756, 0x2306, 0x2A79, 0x2B6A, 0x2C94, 0x2A7A, 0x28F5, 0x2AC6, 0x2AC6, 0x292F, 0x2AD4, 0x2BA4, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2C2C, 0x100086, ]
ID = 0x0087, Name = Drift, Personality = 1, Catchphrase = brah, Shirt = 0x246D, Furniture = [0x214E, 0x239E, 0x23E9, 0x2769, 0x297C, 0x2977, 0x297F, 0x2978, 0x297B, 0x28E2, 0x2B73, 0x297D, 0x2B33, 0x2B37, 0x2B6D, 0x7FFE, 0x7FFE, 0x7FFE, 0x2981, 0x7FFE, 0x1B0087, ]
ID = 0x0088, Name = Wart Jr., Personality = 2, Catchphrase = grr-ribbit, Shirt = 0x24EA, Furniture = [0x215F, 0x236B, 0x2416, 0x276A, 0x2BBC, 0x293A, 0x293E, 0x2938, 0x2938, 0x2B28, 0x2B29, 0x2B24, 0x2B22, 0x28D4, 0x2C8E, 0x22E4, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x160088, ]
ID = 0x0089, Name = Puddles, Personality = 5, Catchphrase = splish, Shirt = 0x24D4, Furniture = [0x2150, 0x239A, 0x2413, 0x276B, 0x2A85, 0x2C1F, 0x2C1F, 0x2B83, 0x7FFE, 0x2B30, 0x7FFE, 0x2A46, 0x2B7C, 0x2B78, 0x2BA6, 0x7FFE, 0x7FFE, 0x7FFE, 0x2A42, 0x7FFE, 0x220089, ]
ID = 0x008A, Name = Jeremiah, Personality = 0, Catchphrase = nee-deep, Shirt = 0x2474, Furniture = [0x2133, 0x2387, 0x23ED, 0x275C, 0x2966, 0x2961, 0x2967, 0x2962, 0x2965, 0x7FFE, 0x2915, 0x296A, 0x2B32, 0x2B2B, 0x2BA5, 0x7FFE, 0x7FFE, 0x7FFE, 0x296B, 0x7FFE, 0x1B008A, ]
ID = 0x008B, Name = Cousteau, Personality = 1, Catchphrase = oui oui, Shirt = 0x24A7, Furniture = [0x213C, 0x2342, 0x23C7, 0x2759, 0x2CA5, 0x293D, 0x293D, 0x293A, 0x2C7E, 0x2B2D, 0x7FFE, 0x7FFE, 0x2B2D, 0x2B9E, 0x2C8C, 0x7FFE, 0x7FFE, 0x7FFE, 0x293F, 0x7FFE, 0x16008B, ]
ID = 0x008C, Name = Prince, Personality = 0, Catchphrase = burrup, Shirt = 0x2487, Furniture = [0x215F, 0x238E, 0x23E2, 0x2758, 0x2946, 0x2C49, 0x2BA0, 0x2BC5, 0x2943, 0x2B38, 0x2B38, 0x2C6F, 0x2C6F, 0x2BC6, 0x2CF7, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x008C, ]
ID = 0x008D, Name = Jambette, Personality = 4, Catchphrase = croak-kay, Shirt = 0x2566, Furniture = [0x214E, 0x2382, 0x23EE, 0x275A, 0x7FFE, 0x2952, 0x294F, 0x294C, 0x2B9A, 0x2B2C, 0x2B32, 0x2B9C, 0x2B30, 0x293C, 0x2C81, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CC0, 0x7FFE, 0x15008D, ]
ID = 0x008E, Name = Gigi, Personality = 6, Catchphrase = ribbette, Shirt = 0x2522, Furniture = [0x214D, 0x2394, 0x23EC, 0x275A, 0x2956, 0x2BC5, 0x295B, 0x295A, 0x7FFE, 0x295C, 0x2BC6, 0x2B2D, 0x24E0, 0x2B9D, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x12008E, ]
ID = 0x008F, Name = Croque, Personality = 2, Catchphrase = as if, Shirt = 0x2529, Furniture = [0x217A, 0x23B6, 0x2437, 0x2778, 0x2BBC, 0x2B70, 0x2D77, 0x2D77, 0x2D77, 0x2B01, 0x2B02, 0x2B02, 0x28B5, 0x28B5, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x37008F, ]
ID = 0x0090, Name = Diva, Personality = 7, Catchphrase = ya know, Shirt = 0x24E1, Furniture = [0x2177, 0x23B7, 0x2415, 0x276D, 0x2C96, 0x2D32, 0x2D32, 0x2D39, 0x2D34, 0x2B55, 0x2B55, 0x2B51, 0x2B38, 0x2B49, 0x2D7B, 0x2B9C, 0x2D7B, 0x7FFE, 0x7FFE, 0x7FFE, 0x1B0090, ]
ID = 0x0091, Name = Henry, Personality = 3, Catchphrase = snoozit, Shirt = 0x248E, Furniture = [0x2147, 0x236B, 0x23CF, 0x2758, 0x2D63, 0x2BA0, 0x2967, 0x2D5F, 0x2D60, 0x2B33, 0x296A, 0x2C75, 0x2D64, 0x2B90, 0x2CED, 0x2D5E, 0x22E3, 0x7FFE, 0x296B, 0x2C2E, 0xD0091, ]
ID = 0x0092, Name = Chevre, Personality = 4, Catchphrase = la baa, Shirt = 0x2494, Furniture = [0x2126, 0x2344, 0x23C9, 0x275F, 0x2956, 0x295A, 0x2A16, 0x2BC5, 0x2B47, 0x2AE0, 0x2A18, 0x2D93, 0x2B37, 0x2C8D, 0x2B7A, 0x2C54, 0x7FFE, 0x7FFE, 0x2960, 0x2C2C, 0x180092, ]
ID = 0x0093, Name = Nan, Personality = 4, Catchphrase = kid, Shirt = 0x24D1, Furniture = [0x212C, 0x2381, 0x23F5, 0x2763, 0x2B44, 0x2A33, 0x2B9F, 0x2A38, 0x2C8B, 0x7FFE, 0x2B2B, 0x2C4C, 0x2B3D, 0x2C89, 0x2D38, 0x2B24, 0x7FFE, 0x7FFE, 0x2C2D, 0x7FFE, 0x10093, ]
ID = 0x0094, Name = Gruff, Personality = 2, Catchphrase = bleh eh eh, Shirt = 0x2464, Furniture = [0x2168, 0x2377, 0x23CD, 0x2772, 0x7FFE, 0x2D05, 0x2CAF, 0x2D06, 0x2B5B, 0x2BA8, 0x2AD8, 0x2B5D, 0x2D7D, 0x2B41, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2C60, 0x2C2E, 0x2D0094, ]
ID = 0x0095, Name = Velma, Personality = 6, Catchphrase = blih, Shirt = 0x25A0, Furniture = [0x212C, 0x238C, 0x2402, 0x276D, 0x2B44, 0x2951, 0x294F, 0x2B9F, 0x2952, 0x2950, 0x2C4C, 0x2B3E, 0x2BB0, 0x2B37, 0x2C7D, 0x2885, 0x2B4A, 0x7FFE, 0x7FFE, 0x7FFE, 0x180095, ]
ID = 0x0096, Name = Kidd, Personality = 3, Catchphrase = wut, Shirt = 0x2574, Furniture = [0x2151, 0x2396, 0x23FE, 0x2756, 0x2D6A, 0x2B72, 0x2B81, 0x2B79, 0x2BA1, 0x2B97, 0x2BD1, 0x2B77, 0x2B7D, 0x2C9F, 0x28B0, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CCA, 0x7FFE, 0x230096, ]
ID = 0x0097, Name = Pashmina, Personality = 7, Catchphrase = kidders, Shirt = 0x250C, Furniture = [0x2136, 0x2382, 0x2408, 0x276B, 0x2D30, 0x2D39, 0x2A33, 0x2D32, 0x2B9F, 0x2B38, 0x2B3E, 0x2B3D, 0x2C9E, 0x28CA, 0x2D38, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x80097, ]
ID = 0x0098, Name = Cesar, Personality = 2, Catchphrase = highness, Shirt = 0x2466, Furniture = [0x2152, 0x236A, 0x2406, 0x275C, 0x2956, 0x295B, 0x7FFE, 0x2B9F, 0x295A, 0x295C, 0x28ED, 0x7FFE, 0x2B37, 0x2C53, 0x2B7A, 0x7FFE, 0x7FFE, 0x7FFE, 0x2C2D, 0x7FFE, 0x190098, ]
ID = 0x0099, Name = Peewee, Personality = 2, Catchphrase = li'l dude, Shirt = 0x244C, Furniture = [0x216A, 0x237B, 0x23FB, 0x2758, 0x298D, 0x2D94, 0x2CAF, 0x2BA2, 0x7FFE, 0x7FFE, 0x2B46, 0x2B39, 0x2B3A, 0x2B3B, 0x2C7C, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CC7, 0x7FFE, 0x310099, ]
ID = 0x009A, Name = Boone, Personality = 1, Catchphrase = baboom, Shirt = 0x24C6, Furniture = [0x2155, 0x237B, 0x2415, 0x2759, 0x2988, 0x2987, 0x2A7B, 0x2989, 0x2A83, 0x2B9D, 0x7FFE, 0x2B4B, 0x2A54, 0x2A5A, 0x2CEB, 0x2CED, 0x7FFE, 0x7FFE, 0x2C0E, 0x7FFE, 0x22009A, ]
ID = 0x009B, Name = Violet, Personality = 6, Catchphrase = sweetie, Shirt = 0x2473, Furniture = [0x2137, 0x2342, 0x2409, 0x2762, 0x2935, 0x293E, 0x2975, 0x2B9F, 0x2975, 0x293B, 0x293B, 0x2B2D, 0x2B2D, 0x28BB, 0x293C, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CC0, 0x7FFE, 0x13009B, ]
ID = 0x009C, Name = Al, Personality = 0, Catchphrase = ayyyeee, Shirt = 0x2531, Furniture = [0x2167, 0x2378, 0x23E5, 0x275D, 0x2AC2, 0x2A7A, 0x2B81, 0x2A79, 0x2A7B, 0x2AC5, 0x2AC6, 0x2B4B, 0x2AD4, 0x2A7C, 0x2BA4, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CC7, 0x7FFE, 0x1C009C, ]
ID = 0x009D, Name = Rocket, Personality = 7, Catchphrase = vroom, Shirt = 0x246A, Furniture = [0x2175, 0x23BB, 0x23F5, 0x276D, 0x29A3, 0x29A4, 0x2D01, 0x2CF1, 0x2BA1, 0x2CF0, 0x2DFD, 0x2CEE, 0x2CEF, 0x246A, 0x2814, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CD0, 0x7FFE, 0xC009D, ]
ID = 0x009E, Name = Hans, Personality = 3, Catchphrase = groovy, Shirt = 0x24BA, Furniture = [0x214A, 0x2348, 0x23F3, 0x2770, 0x2988, 0x2938, 0x2B08, 0x2B9A, 0x2B81, 0x2CA9, 0x2B8A, 0x2B39, 0x2B3A, 0x2DC5, 0x2DF8, 0x2CBD, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x24009E, ]
ID = 0x009F, Name = Hamlet, Personality = 1, Catchphrase = hammie, Shirt = 0x2464, Furniture = [0x2134, 0x235E, 0x2428, 0x2771, 0x2D63, 0x29A1, 0x2D5F, 0x2A8D, 0x7FFE, 0x28E0, 0x2D5D, 0x2C98, 0x2B58, 0x2C93, 0x2C8A, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CC8, 0x2E1B, 0x18009F, ]
ID = 0x00A0, Name = Apple, Personality = 5, Catchphrase = cheekers, Shirt = 0x249B, Furniture = [0x215B, 0x23AE, 0x2403, 0x275F, 0x29A3, 0x29BE, 0x2A2E, 0x29BD, 0x29BD, 0x2C50, 0x2B19, 0x29A5, 0x2C50, 0x2C8F, 0x2BA6, 0x2B1A, 0x7FFE, 0x7FFE, 0x7FFE, 0x2E1B, 0x2A00A0, ]
ID = 0x00A1, Name = Graham, Personality = 3, Catchphrase = indeed, Shirt = 0x24A4, Furniture = [0x217D, 0x238C, 0x240D, 0x2758, 0x2D94, 0x2C3E, 0x2994, 0x2D6E, 0x2D67, 0x2CAD, 0x2CAD, 0x2C7A, 0x2C7A, 0x2C98, 0x2CAC, 0x217D, 0x7FFE, 0x7FFE, 0x2CC9, 0x2C2C, 0x300A1, ]
ID = 0x00A2, Name = Rodney, Personality = 3, Catchphrase = le ham, Shirt = 0x248A, Furniture = [0x2168, 0x2363, 0x2400, 0x276C, 0x299D, 0x2B57, 0x2AE9, 0x2D6E, 0x2BD7, 0x2BB8, 0x2B5F, 0x2B5E, 0x2B60, 0x2CFC, 0x2C5B, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x900A2, ]
ID = 0x00A3, Name = Soleil, Personality = 6, Catchphrase = tarnation, Shirt = 0x25A0, Furniture = [0x2176, 0x238A, 0x2407, 0x2769, 0x2C96, 0x2935, 0x293A, 0x2975, 0x7FFE, 0x2BC6, 0x293C, 0x28BB, 0x2B33, 0x2C95, 0x2C8E, 0x2B9C, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x3400A3, ]
ID = 0x00A4, Name = Clay, Personality = 0, Catchphrase = thump, Shirt = 0x24C5, Furniture = [0x213E, 0x2375, 0x23DE, 0x2773, 0x2B70, 0x2A83, 0x2A59, 0x7FFE, 0x2EC1, 0x2D87, 0x2D87, 0x2B56, 0x2B56, 0x2A53, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x00A4, ]
ID = 0x00A5, Name = Flurry, Personality = 4, Catchphrase = powderpuff, Shirt = 0x24C3, Furniture = [0x2171, 0x2344, 0x242F, 0x2757, 0x2956, 0x2957, 0x2A3E, 0x295A, 0x2A12, 0x2B76, 0x2B7C, 0x2B96, 0x2A46, 0x2B2E, 0x7FFE, 0x2C54, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x700A5, ]
ID = 0x00A6, Name = Hamphrey, Personality = 2, Catchphrase = snort, Shirt = 0x24C7, Furniture = [0x216A, 0x2397, 0x23F6, 0x2756, 0x2BC1, 0x2B9F, 0x7FFE, 0x2C45, 0x293E, 0x2B98, 0x2BB4, 0x2BB6, 0x2B21, 0x2B25, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CC5, 0x2300A6, ]
ID = 0x00A7, Name = Rocco, Personality = 2, Catchphrase = hippie, Shirt = 0x24DA, Furniture = [0x2152, 0x235B, 0x23E0, 0x276F, 0x7FFE, 0x2A69, 0x2A69, 0x2A6F, 0x2A7A, 0x2A68, 0x2A72, 0x2CD3, 0x2A71, 0x2A6D, 0x2BA4, 0x2C9C, 0x7FFE, 0x7FFE, 0x2C60, 0x7FFE, 0x1300A7, ]
ID = 0x00A8, Name = Bubbles, Personality = 5, Catchphrase = hipster, Shirt = 0x24FE, Furniture = [0x2172, 0x237E, 0x242A, 0x2761, 0x2AC2, 0x2B5A, 0x2C4B, 0x2A7A, 0x7FFE, 0x2D79, 0x28BD, 0x2AC5, 0x2BB4, 0x2AC6, 0x2BA5, 0x2C7C, 0x7FFE, 0x7FFE, 0x2CC3, 0x2CCF, 0x2A00A8, ]
ID = 0x00A9, Name = Bertha, Personality = 4, Catchphrase = bloop, Shirt = 0x249D, Furniture = [0x2174, 0x2380, 0x23EB, 0x2762, 0x22FF, 0x2ACC, 0x2A45, 0x2B74, 0x2A3E, 0x2CB1, 0x2B2B, 0x2CA2, 0x2D79, 0x2CA2, 0x2C54, 0x2887, 0x7FFE, 0x7FFE, 0x2A42, 0x2C2C, 0x1900A9, ]
ID = 0x00AA, Name = Biff, Personality = 1, Catchphrase = squirt, Shirt = 0x24E8, Furniture = [0x2144, 0x23B6, 0x2416, 0x275E, 0x2AC2, 0x2B5A, 0x2A7A, 0x2B6A, 0x7FFE, 0x2BBB, 0x7FFE, 0x2A74, 0x2A74, 0x2BB5, 0x2BA5, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2C00AA, ]
ID = 0x00AB, Name = Harry, Personality = 2, Catchphrase = beach bum, Shirt = 0x24EC, Furniture = [0x2131, 0x2362, 0x23E7, 0x2771, 0x2B06, 0x2B06, 0x2B09, 0x2B03, 0x2B04, 0x2BA4, 0x2B36, 0x2C57, 0x2B05, 0x2BC6, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CCB, 0x7FFE, 0x2A00AB, ]
ID = 0x00AC, Name = Hippeux, Personality = 3, Catchphrase = natch, Shirt = 0x2576, Furniture = [0x217C, 0x2385, 0x2408, 0x275D, 0x2D30, 0x2B44, 0x2975, 0x2D32, 0x2D39, 0x295C, 0x2950, 0x7FFE, 0x2C73, 0x2B9D, 0x2C41, 0x2B4A, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2F00AC, ]
ID = 0x00AD, Name = Buck, Personality = 1, Catchphrase = pardner, Shirt = 0x244F, Furniture = [0x215D, 0x2363, 0x23EB, 0x2756, 0x2CFB, 0x2D6E, 0x2B6A, 0x2C72, 0x2D67, 0x2B73, 0x2B7D, 0x2CA1, 0x2BD1, 0x2BCF, 0x22DE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CC4, 0x7FFE, 0x2700AD, ]
ID = 0x00AE, Name = Victoria, Personality = 5, Catchphrase = sugar cube, Shirt = 0x2448, Furniture = [0x214E, 0x236D, 0x23FE, 0x2757, 0x297C, 0x2940, 0x2978, 0x2947, 0x2943, 0x7FFE, 0x2949, 0x2AE5, 0x2C9B, 0x2AE4, 0x2CED, 0x2B9C, 0x2BCB, 0x7FFE, 0x294A, 0x7FFE, 0x1B00AE, ]
ID = 0x00AF, Name = Savannah, Personality = 4, Catchphrase = y'all, Shirt = 0x2475, Furniture = [0x215E, 0x2381, 0x23CD, 0x2766, 0x298D, 0x2995, 0x2B47, 0x2994, 0x2991, 0x2B2E, 0x2B33, 0x298F, 0x298E, 0x2B37, 0x2C54, 0x2996, 0x2C50, 0x7FFE, 0x7FFE, 0x7FFE, 0x700AF, ]
ID = 0x00B0, Name = Elmer, Personality = 0, Catchphrase = tenderfoot, Shirt = 0x2507, Furniture = [0x2128, 0x2385, 0x2402, 0x2755, 0x294B, 0x2951, 0x294F, 0x2952, 0x7FFE, 0x2A2D, 0x2CB9, 0x2B9C, 0x2CB6, 0x2945, 0x2BC9, 0x2B43, 0x7FFE, 0x7FFE, 0x2C2D, 0x7FFE, 0x100B0, ]
ID = 0x00B1, Name = Roscoe, Personality = 2, Catchphrase = nay, Shirt = 0x2480, Furniture = [0x2154, 0x2348, 0x23EF, 0x2756, 0x2D05, 0x2D0C, 0x7FFE, 0x2D08, 0x2D06, 0x2C71, 0x2CA3, 0x2D09, 0x2D0B, 0x2B38, 0x2BAA, 0x2D04, 0x7FFE, 0x7FFE, 0x2D0A, 0x7FFE, 0x900B1, ]
ID = 0x00B2, Name = Winnie, Personality = 5, Catchphrase = hay-OK, Shirt = 0x24F3, Furniture = [0x215D, 0x2363, 0x23EC, 0x275F, 0x294B, 0x2952, 0x2BA0, 0x2B74, 0x2BC2, 0x2C8F, 0x2B7D, 0x297E, 0x2B2D, 0x2B30, 0x2B7A, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2100B2, ]
ID = 0x00B3, Name = Ed, Personality = 3, Catchphrase = greenhorn, Shirt = 0x249B, Furniture = [0x2150, 0x2366, 0x23E9, 0x2772, 0x294B, 0x294C, 0x2952, 0x2BC2, 0x2BA2, 0x2A43, 0x7FFE, 0x2A93, 0x2B37, 0x2B32, 0x2CF8, 0x2C56, 0x7FFE, 0x7FFE, 0x2CC8, 0x7FFE, 0x1200B3, ]
ID = 0x00B4, Name = Peaches, Personality = 4, Catchphrase = neighbor, Shirt = 0x249B, Furniture = [0x215A, 0x234C, 0x23E3, 0x2771, 0x2A94, 0x2BA3, 0x299B, 0x2999, 0x2998, 0x2ADE, 0x7FFE, 0x7FFE, 0x2A93, 0x28D7, 0x2A92, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CC8, 0x7FFE, 0x900B4, ]
ID = 0x00B5, Name = Annalise, Personality = 6, Catchphrase = nipper, Shirt = 0x250B, Furniture = [0x2170, 0x2385, 0x23F4, 0x2771, 0x2D30, 0x2B45, 0x2957, 0x2D32, 0x7FFE, 0x2D37, 0x2959, 0x2B9C, 0x295C, 0x2B2D, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x100B5, ]
ID = 0x00B6, Name = Clyde, Personality = 0, Catchphrase = clip clawp, Shirt = 0x249C, Furniture = [0x2161, 0x236E, 0x240C, 0x275B, 0x2B18, 0x2BBF, 0x2BA3, 0x2B74, 0x2A45, 0x2B11, 0x2B13, 0x2BB8, 0x2B17, 0x2B16, 0x2BCB, 0x2C5B, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x500B6, ]
ID = 0x00B7, Name = Colton, Personality = 3, Catchphrase = check it, Shirt = 0x2579, Furniture = [0x214D, 0x23A6, 0x23CE, 0x2760, 0x2956, 0x2957, 0x295B, 0x7FFE, 0x295A, 0x295D, 0x2B9D, 0x2B3C, 0x295C, 0x2B2E, 0x2B4A, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x00B7, ]
ID = 0x00B8, Name = Papi, Personality = 0, Catchphrase = haaay, Shirt = 0x248F, Furniture = [0x2171, 0x23AD, 0x242F, 0x2771, 0x294B, 0x2D17, 0x2A3E, 0x2BA2, 0x2D16, 0x2B1C, 0x2B38, 0x7FFE, 0x2A93, 0x2D14, 0x2C8A, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D13, 0x7FFE, 0x1800B8, ]
ID = 0x00B9, Name = Julian, Personality = 3, Catchphrase = glitter, Shirt = 0x24DE, Furniture = [0x216C, 0x235A, 0x23CC, 0x2766, 0x2956, 0x295E, 0x2B9F, 0x295A, 0x295B, 0x2B49, 0x295C, 0x295F, 0x2BCC, 0x2AAE, 0x2C93, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x1C00B9, ]
ID = 0x00BA, Name = Yuka, Personality = 6, Catchphrase = tsk tsk, Shirt = 0x24B0, Furniture = [0x2146, 0x236D, 0x2419, 0x2757, 0x2956, 0x295E, 0x295B, 0x2952, 0x294F, 0x2B2E, 0x295C, 0x295F, 0x7FFE, 0x2B9D, 0x2B7A, 0x2CF8, 0x2B8E, 0x7FFE, 0x7FFE, 0x7FFE, 0x00BA, ]
ID = 0x00BB, Name = Alice, Personality = 4, Catchphrase = guvnor, Shirt = 0x24AA, Furniture = [0x214F, 0x2365, 0x23EB, 0x2757, 0x2B1E, 0x2B9F, 0x2C72, 0x2975, 0x2BC2, 0x2BA8, 0x2C8F, 0x2B35, 0x2B93, 0x2B1D, 0x2ADF, 0x2CA6, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2600BB, ]
ID = 0x00BC, Name = Melba, Personality = 4, Catchphrase = toasty, Shirt = 0x2598, Furniture = [0x2142, 0x234A, 0x23E8, 0x2757, 0x2A85, 0x2D0E, 0x2D17, 0x2A40, 0x2A3E, 0x7FFE, 0x2AD8, 0x2A43, 0x2B35, 0x2A47, 0x2ADF, 0x7FFE, 0x7FFE, 0x7FFE, 0x2A42, 0x7FFE, 0x1B00BC, ]
ID = 0x00BD, Name = Sydney, Personality = 4, Catchphrase = sunshine, Shirt = 0x249F, Furniture = [0x214E, 0x2364, 0x23CA, 0x2764, 0x2966, 0x2962, 0x2961, 0x2B9F, 0x2965, 0x2B93, 0x7FFE, 0x296A, 0x28E6, 0x2B32, 0x2CEB, 0x7FFE, 0x7FFE, 0x7FFE, 0x2C2D, 0x7FFE, 0x1B00BD, ]
ID = 0x00BE, Name = Ozzie, Personality = 0, Catchphrase = ol' bear, Shirt = 0x24F5, Furniture = [0x2156, 0x237E, 0x2400, 0x2758, 0x7FFE, 0x2ABA, 0x2BA1, 0x2AB9, 0x2C72, 0x2AB7, 0x2AB7, 0x2AB8, 0x2AB8, 0x2ABC, 0x2CF7, 0x2CF7, 0x7FFE, 0x7FFE, 0x2CC3, 0x7FFE, 0x400BE, ]
ID = 0x00BF, Name = Canberra, Personality = 7, Catchphrase = nuh uh, Shirt = 0x2598, Furniture = [0x216F, 0x236E, 0x242F, 0x2769, 0x296C, 0x2B74, 0x2947, 0x2943, 0x2941, 0x2A43, 0x7FFE, 0x2AE4, 0x2C6F, 0x2B2D, 0x2C8C, 0x2DBC, 0x2BA6, 0x7FFE, 0x2CCB, 0x7FFE, 0x1200BF, ]
ID = 0x00C0, Name = Lyman, Personality = 1, Catchphrase = chips, Shirt = 0x2462, Furniture = [0x2173, 0x239A, 0x23E2, 0x2771, 0x2B1E, 0x7FFE, 0x2BBF, 0x297F, 0x2978, 0x2AE6, 0x2CF6, 0x2980, 0x2A43, 0x2CF5, 0x2BA6, 0x2CED, 0x2CEC, 0x7FFE, 0x2981, 0x7FFE, 0x2300C0, ]
ID = 0x00C1, Name = Eugene, Personality = 3, Catchphrase = yeah buddy, Shirt = 0x2538, Furniture = [0x2148, 0x23B5, 0x2436, 0x2756, 0x2D05, 0x2CAF, 0x2D06, 0x2D08, 0x2BA2, 0x2D0B, 0x2D79, 0x2CA3, 0x2C71, 0x2B42, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CD0, 0x7FFE, 0x1C00C1, ]
ID = 0x00C2, Name = Kitt, Personality = 4, Catchphrase = child, Shirt = 0x25A1, Furniture = [0x2126, 0x2385, 0x240C, 0x2774, 0x2B44, 0x294F, 0x294F, 0x294C, 0x2952, 0x2B31, 0x2950, 0x2B9D, 0x2C9E, 0x2BA9, 0x2C61, 0x2C81, 0x7FFE, 0x7FFE, 0x2955, 0x7FFE, 0x1A00C2, ]
ID = 0x00C3, Name = Mathilda, Personality = 6, Catchphrase = wee baby, Shirt = 0x2456, Furniture = [0x2142, 0x2378, 0x23E9, 0x276D, 0x298D, 0x2BA2, 0x2B74, 0x2991, 0x2C87, 0x2480, 0x2498, 0x2B36, 0x2B4D, 0x2BC3, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2997, 0x7FFE, 0x700C3, ]
ID = 0x00C4, Name = Astrid, Personality = 6, Catchphrase = my pet, Shirt = 0x24DF, Furniture = [0x215B, 0x23AE, 0x23D1, 0x276D, 0x2B1E, 0x2B74, 0x2B72, 0x2BC2, 0x2BA3, 0x2B33, 0x2A90, 0x2A46, 0x2C70, 0x2B93, 0x2CF2, 0x2A92, 0x7FFE, 0x7FFE, 0x2A42, 0x7FFE, 0x1D00C4, ]
ID = 0x00C5, Name = Sylvia, Personality = 7, Catchphrase = boing, Shirt = 0x2583, Furniture = [0x2141, 0x23AA, 0x23EA, 0x2772, 0x298D, 0x2994, 0x2991, 0x2B74, 0x2995, 0x2C8F, 0x2B7D, 0x2C74, 0x28FF, 0x2A90, 0x2C50, 0x2C56, 0x2BA6, 0x7FFE, 0x2D0A, 0x7FFE, 0x1900C5, ]
ID = 0x00C6, Name = Walt, Personality = 2, Catchphrase = pockets, Shirt = 0x254E, Furniture = [0x2169, 0x2375, 0x23F8, 0x276A, 0x2BBC, 0x7FFE, 0x22F4, 0x2B81, 0x2938, 0x2B22, 0x2B02, 0x2B01, 0x2BB6, 0x293C, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x900C6, ]
ID = 0x00C7, Name = Rooney, Personality = 2, Catchphrase = punches, Shirt = 0x2575, Furniture = [0x2175, 0x237A, 0x23CD, 0x2772, 0x2A77, 0x2D05, 0x2A7B, 0x2CF1, 0x2A79, 0x2A7C, 0x2A7D, 0x2CEF, 0x2CEE, 0x2BA6, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2C60, 0x7FFE, 0x2800C7, ]
